Nombres Streamers,AVG viewers,Time Streamed (hours),All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
FLIGHT23WHITE,11318,27.5,106892,,275,,,
고세구___,7727,94.1,24526,,276,,,
양띵,10708,35.5,38412,,277,,,
QUICKYBABY,5053,205.5,14306,,278,,,
KARLNETWORK,12344,14.7,93412,,279,,,
녹두로,5977,153.9,22726,,280,,,
BT0TV,3056,409.4,41504,,281,,,
RRAENEE,8020,83.7,22205,,282,,,
DRB7H,11696,20.5,22337,,283,,,
ROCKETBAGUETTE,10945,29.9,34200,,284,,,
DMITRY_LIXXX,7168,106.8,31463,,285,,,
JAHREIN,10741,32.3,316703,,286,,,
주르르,7084,107.4,35570,,287,,,
TWITCHRIVALS_TW,12895,6.2,14405,,288,,,
ZOOMAA,4437,239.7,21887,,289,,,
STEWIE2K,5175,187.5,27512,,290,,,
아이네_,10923,27.4,29435,,291,,,
JINNYTTY,4688,216.4,19573,,292,,,
MATHIL1,4616,220.6,28388,,293,,,
SUBROZA,5872,147.3,20129,,294,,,
RIOTGAMESJP,7684,85,96114,,295,,,
따효니,4237,247.2,32336,,296,,,
AGUSTINUNAPLAY8,7090,100.5,16451,,297,,,
接接,5200,179.1,23192,,298,,,
AUSSIEANTICS,3794,287.8,38304,,299,,,
JUSTCOOMAN,5439,162.5,14427,,300,,,
DATTO,7055,98.5,163608,,301,,,
AMAZONMUSIC,9705,39.6,233944,,302,,,
BOXBOX,6107,130.5,74768,,303,,,
AYDAN,4818,196.2,77954,,304,,,
GIGGAND,8993,50.7,21051,,305,,,
CAPCOMFIGHTERS,9722,38,108815,,306,,,
RDULIVE,4385,226,13706,,307,,,
WOOXSOLO,8153,66.8,37367,,308,,,
CYR,9541,40,66152,,309,,,
ROBLEIS,7566,80.2,82090,,310,,,
ALEXELCAPO,7505,81.6,108851,,311,,,
S0MCS,4859,189.2,20135,,312,,,
GLADD,3902,264.1,116567,,313,,,
SAINTONE,3244,341.1,17866,,314,,,
BRAWLSTARS,9544,38.9,66355,,315,,,
VGBOOTCAMP,4984,181.1,151180,,316,,,
HITSQUADGODFATHER,1775,718.8,3838,,317,,,
GAMESCOM,10210,28,140543,,318,,,
BARBAROUSKING,3436,312.9,25243,,319,,,
JACKEYY,7093,91.1,28436,,320,,,
SCURROWS,6738,101.6,16237,,321,,,
KATIE_OALLS,10389,24.3,23219,,322,,,
ZELLSIS,4548,205,23878,,323,,,
AMAZONMUSICJP,11428,11.2,54680,,324,,,
HITBOXKING,4186,232.1,39437,,325,,,
NIKLASWILSON,5511,146.6,26307,,326,,,
TECTONE,5851,131.2,62220,,327,,,
DEUCEACE,4920,176.4,25273,,328,,,
FAIDE,6522,103.9,10777,,329,,,
SOLARY,1730,713.5,55973,,330,,,
RACHAXP7,3163,335.5,7436,,331,,,
SIDNEYEWEKA,6133,115.4,38511,,332,,,
FAZEKAYSAN,3846,253,17550,,333,,,
GRUBBY,1722,708.1,14846,,334,,,
CARRY_GAME,6884,89.4,37412,,335,,,
NL_KRIPP,3791,256.7,97333,,336,,,
TUBBO,9587,30.5,332671,,337,,,
LUKISTEVE,7192,79.3,28973,,338,,,
ADMIRALBAHROO,5657,132.3,52399,,339,,,
OTKNETWORK,1682,719.8,47628,,340,,,
PHILZA,7886,61.3,162626,,341,,,
QOJQVA,4306,208.5,11973,,342,,,
RATIRL,5180,153,19829,,343,,,
餐餐自由配,5016,161.6,38259,,344,,,
TEUF,5072,158.4,23702,,345,,,
ADMIRALBULLDOG,4676,181.7,56253,,346,,,
DEEPINS02,8767,42,126995,,347,,,
슈카월드,10610,14.5,23951,,348,,,
CHAP_GG,4979,161.3,42505,,349,,,
H2P_GUCIO,4431,195.3,17510,,350,,,
SOLARYHS,1954,587.8,20855,,351,,,
DHALUCARD,4318,200.7,30074,,352,,,
FOLAGORLIVES,3468,278.3,57813,,353,,,
MAYA,8631,42,91250,,354,,,
ASUNAWEEB,10312,15.5,35527,,355,,,
GAMERBROTHER,8257,48.3,76709,,356,,,
LOCKLEAR,6847,81.8,58905,,357,,,
SANTUTU,7749,58.7,21763,,358,,,
MOKRIVSKYI,10009,18.8,94641,,359,,,
FORTNITE,10159,16.8,700529,,360,,,
UBERHAXORNOVA,3852,234.9,15989,,361,,,
XXXTHEFOCUSXXX,5382,134.3,51974,,362,,,
M0NESYOF,10913,7,18435,,363,,,
CROWN,8764,37,152639,,364,,,
TPABOMAH,5271,137.9,21712,,365,,,
CD PROJEKT RED,10962,5.7,286335,,366,,,
XROHAT,6041,105.2,67456,,367,,,
PUNZ,4569,176.1,61243,,368,,,
KITBOGA,7945,51.7,44265,,369,,,
GRONKHTV,1599,719.4,23816,,370,,,
SAPNAPLIVE,9714,20.7,75655,,371,,,
오킹,4103,208,19134,,372,,,
NYANNERS,7070,71.7,27613,,373,,,
SCHRODINGERLEE,4495,179.2,7496,,374,,,
THEREALMARZAA,4729,164,28340,,375,,,
SUMMONERSINNLIVE,4367,186,105574,,376,,,
REZO,9831,17.6,33582,,377,,,
おにや,7565,57.4,31876,,378,,,
ZUBAREFFF,8372,40.1,18130,,379,,,
DENDI,4641,165.1,30188,,380,,,
ROOTTHEGAMER,8171,43.4,25445,,381,,,
ZLOYN,7153,66,74131,,382,,,
쌍베,5147,137,31421,,383,,,
JOKERDTV,3179,293.6,308086,,384,,,
노돌리,3776,227.4,19147,,385,,,
DIAZBIFFLE,6612,79.5,46932,,386,,,
FRAMETAMER666,6678,77.2,58858,,387,,,
花輪同學,3112,299.3,20543,,388,,,
GTAWISEGUY,4231,188.3,22833,,389,,,
SAPNAP,10366,7.8,287152,,390,,,
SHAUNZ,4637,160.4,29020,,391,,,
VEIBAE,8621,32.1,37876,,392,,,
LENAGOL0VACH,5337,123.1,17104,,393,,,
IM_DONTAI,6222,88.6,46789,,394,,,
ELOTRIX,5934,97.1,77178,,395,,,
JOLAVANILLE,3749,221.6,13277,,396,,,
MRSAVAGE,6876,67.4,88531,,397,,,
中信兄弟官方頻道,6026,92.6,57079,,398,,,
ELZEEIN,5286,121.5,18648,,399,,,
얍얍,5692,104.3,35476,,400,,,
REVEDTV,7124,59.6,75163,,401,,,
THEKAIRI78,4874,140.4,51592,,402,,,
SASATIKK,3740,217.2,41391,,403,,,
HUSKERRS,4434,164.5,40962,,404,,,
PROD,3552,234.3,12692,,405,,,
VALORANT_KR,5841,96.5,24122,,406,,,
EUMASTERS,7415,51.1,44056,,407,,,
한갱,6554,73.2,19893,,408,,,
THIJS,4888,136.9,44931,,409,,,
UNGESPIELT,4032,189.9,25706,,410,,,
BONJWA,2454,385.5,33444,,411,,,
AMPETERBY7,5442,109,143231,,412,,,
RUSH,6431,73.8,21743,,413,,,
AGRAELUS,4304,167.8,54289,,414,,,
ALTAIR,3431,239.3,11408,,415,,,
POLISPOL1,4363,163.2,47586,,416,,,
STAIY,4991,127.8,17698,,417,,,
ELCHIRINGUITOTV,4193,173.9,129514,,418,,,
LOLWORLDCHAMPIONSHIP,1737,583.7,4936,,419,,,
TEEPEE,3975,188.9,78741,,420,,,
ANTHONYZ,3671,213.1,32911,,421,,,
RPGLIMITBREAK,3950,189.1,30652,,422,,,
嬌兔,3797,201.3,12463,,423,,,
김진우,3565,220.5,33849,,424,,,
TONTON,4016,182.1,43194,,425,,,
악어,6035,81.6,65818,,426,,,
FRTTT,2498,362,8153,,427,,,
GRENDY,4546,145.8,8410,,428,,,
IAMCRISTININI,4483,148.8,58228,,429,,,
AMAR,4876,126.3,183300,,430,,,
SYMFUHNY,4039,176.2,47884,,431,,,
QUARTERJADE,5784,87.5,37287,,432,,,
BETHESDA,8983,14.8,382658,,433,,,
NICKEH30,4838,127.1,88180,,434,,,
JELTY,5328,104.6,72174,,435,,,
AQUINOBY2002,5909,82.7,11477,,436,,,
RICHWCAMPBELL,7534,39.7,71463,,437,,,
SEQUISHA,2697,318.9,58982,,438,,,
MYM_ALKAPONE,4433,147.6,39163,,439,,,
BOTEZLIVE,7192,45.6,86864,,440,,,
GRENBAUD,7430,40,44756,,441,,,
XMERGHANI,5923,78.1,15369,,442,,,
DALTOOSH,4628,132.4,30181,,443,,,
EROBB221,4546,136.1,34103,,444,,,
BECCA_BILLS,8163,23.9,10243,,445,,,
XARI,5340,97,53814,,446,,,
HONEYDAE1485,9235,6.5,38188,,447,,,
狂暴西南2,4468,137.1,7768,,448,,,
NISSAXTER,4626,128.3,17078,,449,,,
BEAST1K,2793,288.1,9915,,450,,,
SINGSING,3158,241.2,24068,,451,,,
STEELMAGE,4454,135.4,27882,,452,,,
CLASSYBEEF,2125,411.5,51120,,453,,,
GENSYXA,7087,41.5,40832,,454,,,
STROGO1337,6928,44.8,16561,,455,,,
MYNTHOS,4133,151.8,20056,,456,,,
SKILL4LTU,3661,186.1,15912,,457,,,
RDCGAMING,6964,42.4,24121,,458,,,
SMITEGAME,1795,497.7,88784,,459,,,
파카9999,5782,73.7,47236,,460,,,
VALORANT_LA,4554,125,50960,,461,,,
SKYLINETVLIVE,7075,38.8,30995,,462,,,
OHNEPIXEL,3891,165.8,16998,,463,,,
DARIOMOCCIATWITCH,4544,125,21206,,464,,,
LACOBRAAA,4017,156.5,12196,,465,,,
EASTGEEKSMASH,8464,12.9,27100,,466,,,
던전앤파이터_공식채널,8903,6.1,39423,,467,,,
SKYRROZTV,3858,165.9,77966,,468,,,
波靈,2967,249,11585,,469,,,
TRICKYWI,1960,436.4,6340,,470,,,
DOGDOG,4708,113.4,31142,,471,,,
PVFRANGO,3367,204.3,37135,,472,,,
STOOPZZ,3543,188.2,14221,,473,,,
DOUGDOUGW,6897,39.7,13183,,474,,,
탬탬버린,4258,135.8,18953,,475,,,
KATIE_LALLS,7670,23.5,24846,,476,,,
LEVO,4251,136,18072,,477,,,
TINAKITTEN,7307,30.1,54388,,478,,,
POPO,7865,19.7,44378,,479,,,
PAYO,2739,272.3,12263,,480,,,
NADIA,3530,184.7,6365,,481,,,
XPOSED,4048,146,18711,,482,,,
BETBOOM_RU2,5191,87.9,40895,,483,,,
GENBURTEN,3221,212.8,11638,,484,,,
ボドカさん,3310,203.9,16996,,485,,,
LCKCL,7334,27.8,18415,,486,,,
TVPLAY_CALCIOMERCATOIT,4469,119.9,6622,,487,,,
KATIE_VALLS,7542,23.4,23170,,488,,,
BTSSMASH,2218,358.5,94269,,489,,,
殺梗,2546,297.2,20361,,490,,,
INSYM,4470,119,24271,,491,,,
PIZFN,2826,254.7,24961,,492,,,
MANDE,4229,130.6,12281,,493,,,
GLORIOUS_E,2890,244.9,40764,,494,,,
TAYLOR_JEVAUX,5186,84.6,19400,,495,,,
GAECHKATM,6891,34.7,41653,,496,,,
KMSENKANGOO,4363,122.1,15930,,497,,,
DISTORTION2,4045,140.6,19154,,498,,,
REBORN_LIVE,4335,122.1,113707,,499,,,
SWEATCICLE,3558,174.1,61948,,500,,,
AMAZONMUSICDE,8240,8.9,61163,,501,,,
ALEXBY11,5675,65.2,73607,,502,,,
TASPIO,3212,204.5,29556,,503,,,
AZTECROSS,5403,74.3,29157,,504,,,
ESL,5550,69,39743,,505,,,
SHLOROX,3152,209.8,21757,,506,,,
MAXIMUM,4249,125.4,161544,,507,,,
FL0M,2704,262.3,19873,,508,,,
DROPPED,2978,227.2,12669,,509,,,
GONCHO,4402,115.2,62766,,510,,,
YASSUO,4204,125.2,90095,,511,,,
REVENTXZ,3838,148,93336,,512,,,
TUANZY,8262,6.2,82312,,513,,,
MLODZIUTKI7,5703,60.6,15391,,514,,,
VICKYPALAMI,3914,140.8,31330,,515,,,
SNEAKYLOL,2369,308.6,34565,,516,,,
QUITELOLA,3870,142.9,15251,,517,,,
COSCU,5867,54.3,425659,,518,,,
COCONUTB,3831,145,45858,,519,,,
AXOZER,3878,141.8,557151,,520,,,
WILLNEFF,6168,45.8,42590,,521,,,
ZANOXVII,5106,79.3,158760,,522,,,
마젠타_,4260,117.7,13549,,523,,,
MELHARUCOS,3078,207.4,14845,,524,,,
AVERAGEJONAS,1551,525.2,26481,,525,,,
TEEGRIZZLEY,5606,60.9,35133,,526,,,
PQUEEN,5567,62.1,362223,,527,,,
RAINBOW6BRAVO,6433,38,77348,,528,,,
BROXAH,3948,135,19261,,529,,,
ROBCDEE,3379,176.2,14876,,530,,,
RDJAVI,4443,105.6,6732,,531,,,
LCO,6652,31.8,21322,,532,,,
ROYALPHUNK,3291,183,23104,,533,,,
叶ちゃんねる,5522,61.4,18647,,534,,,
TOLKINLOL,3577,157.2,21562,,535,,,
DRUTUTT,4679,91.9,12200,,536,,,
DIARIOSPORT,5617,57.1,22085,,537,,,
PUTUPAU,2419,285.6,21928,,538,,,
KOSTEZE,6168,40.9,15901,,539,,,
MAYICHI,3571,155.2,36022,,540,,,
ASPASZIN,7733,8.9,13982,,541,,,
IJENZ,1157,720,2658,,542,,,
MAXIM,3461,162.6,21262,,543,,,
SAVYULTRAS90,1153,720.1,10918,,544,,,
GAMESDONEQUICK,2855,219.8,247432,,545,,,
富邦悍將官方頻道,5199,67.9,27353,,546,,,
SHIVFPS,3750,138.4,41373,,547,,,
FUNNYHOODVIDZTV,4942,76.6,8698,,548,,,
ALPHACAST,3927,125.6,52543,,549,,,
SILKY,5076,70.6,16129,,550,,,
AYEZEE,4447,96.6,12419,,551,,,
ORANGEMORANGE,5963,42.3,15704,,552,,,
SHISHEYU_MAYAMOTO,3765,134.6,14233,,553,,,
DATMODZ,2364,282.8,22824,,554,,,
RTGAME,4311,102,20579,,555,,,
KING_S0YER,3438,157.2,12169,,556,,,
HIKO,4780,80.3,41689,,557,,,
DOTA2RUHUB,3234,174.3,236164,,558,,,
ELMIILLOR,6068,38.4,47655,,559,,,
LITTLEBIGWHALE,3812,129.4,101276,,560,,,
NEVER_LOSES,3983,118.4,14244,,561,,,
THE_HAPPY_HOB,3278,168.2,24909,,562,,,
LUZU_TV,3327,163.7,10317,,563,,,
JRKZ,4571,87.2,19115,,564,,,
ゆきお2,3304,165,31289,,565,,,
GIGGUK,5899,41.1,12393,,566,,,
CAMELIAAA92,3846,124.8,11368,,567,,,
CHESS,5171,62.7,139185,,568,,,
TYCENO,4837,75,44487,,569,,,
XTHESOLUTIONTV,3235,169.6,32937,,570,,,
C_A_K_E,3674,135.4,34112,,571,,,
MOUNT,2565,243.7,35951,,572,,,
SARUEI,2195,304.3,9357,,573,,,
FRITZ_MEINECKE,6302,29.9,24193,,574,,,
NOCTAQ,5874,40.4,97687,,575,,,
CHAOTICMUCH,2653,230.9,10820,,576,,,
ROGUE,4102,107.9,29984,,577,,,
