Nombres Streamers,AVG viewers,Time Streamed (hours),All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
XTH0REK,4111,107.3,13015,,578,,,
피닉스박1,2635,232.4,18114,,579,,,
룩삼,3324,159.9,32932,,580,,,
KINGGOTHALION,3368,156.1,86264,,581,,,
AXTLOL,2976,190.7,50764,,582,,,
LOSPOLLOSTV,4063,108.2,57589,,583,,,
LOSSIMPSON24HORAS2022,1984,341.5,4703,,584,,,
ESL_CSGOB,3859,118.7,198845,,585,,,
BECCA_KILLS,6767,17.6,8367,,586,,,
PIETSMIET,5125,60.4,125743,,587,,,
FPSTHAILAND,2887,195.8,55381,,588,,,
BLACKUFA,3787,121.4,18921,,589,,,
TEAMFIGHTTACTICS,5020,62.9,15937,,590,,,
TENDERLYBAE,6907,13.5,72647,,591,,,
DUENDEPABLO,2679,218.7,31018,,592,,,
SCARRA,2896,193.2,42650,,593,,,
火暴可可,6552,20.3,20341,,594,,,
ICEBERGDOTO,3891,113.9,29800,,595,,,
GALAXYRACERSEA,5935,34.3,18265,,596,,,
POKERSTARS,3533,136.3,29491,,597,,,
TOMATO,4395,86.5,9319,,598,,,
SOMMERSET,2070,314.6,26079,,599,,,
RAY__C,2396,255.3,75789,,600,,,
SKERMZ,3638,127.9,5059,,601,,,
MIGHTYTEAPOT,3182,162.8,23620,,602,,,
LITKILLAH,7070,9,103784,,603,,,
KKATAMINA,3990,105.7,38758,,604,,,
瑞斯帝亞,2730,208,20609,,605,,,
BYSTAXX,5250,51.8,269907,,606,,,
NADESHOT,5936,31.9,89778,,607,,,
ALBAARA,3204,158,16655,,608,,,
MAZELLOVVV,5776,35.4,18458,,609,,,
REALZBLUEWATER,2159,289.9,43644,,610,,,
ZEVENTPLAYS,5095,55.6,8899,,611,,,
SMOKE,4345,84.9,31955,,612,,,
SHOTZ,2938,181,17120,,613,,,
NIGHTBLUE3,4587,73.6,90231,,614,,,
LIMINHAG0D,1665,406.9,56534,,615,,,
BECCA_ZILLS,6093,26.2,7088,,616,,,
SYPHERPK,3731,116.2,148785,,617,,,
PESTILY,3423,137,244422,,618,,,
RELAXING234,4480,77.2,56011,,619,,,
DREADZTV,3106,161.3,51454,,620,,,
KAYDOP,4141,91.8,50600,,621,,,
죠니니,3189,153.4,13712,,622,,,
踢虧,3355,139.9,18587,,623,,,
JARNOOPMEER,5083,52.7,18929,,624,,,
JACKMANIFOLDTV,5909,28.9,175423,,625,,,
PATHOFEXILEBOTA,2758,194.7,12611,,626,,,
BAOO,2584,215.1,22711,,627,,,
CYDONIA_CHIARA,3396,135.4,19473,,628,,,
DKAYED,4759,62.6,21147,,629,,,
BTSSMASH2,4352,79.1,30477,,630,,,
TRUEGEORDIE,5868,28.3,47382,,631,,,
ODABLOCK,2534,218.7,49656,,632,,,
ATK,1756,366.1,7796,,633,,,
BECCA_EILLS,6058,23.3,9254,,634,,,
BRUCEGRANNEC,3722,110.3,43188,,635,,,
앰비션_,3395,132.1,64161,,636,,,
이춘향,2096,286.3,12515,,637,,,
러너교,3266,141.9,20253,,638,,,
飴宮なずな,5031,50.7,53934,,639,,,
BIGFLOETOLILIVE,6533,12.2,15910,,640,,,
貝克,1018,707.6,14749,,641,,,
ZENTREYA,3609,115.9,25817,,642,,,
SLIMECICLE,6653,9.5,58382,,643,,,
世誠,3837,102,19598,,644,,,
JONVLOGS,5095,47.8,21617,,645,,,
SARDOCHE,3093,153.9,146958,,646,,,
MOTHER3RD,2697,193.1,37974,,647,,,
AC7IONMAN,1866,330.9,22397,,648,,,
TERRACID,4384,73.8,18290,,649,,,
LAZVELL,6310,15.5,22111,,650,,,
VINESAUCE,4956,51.4,19347,,651,,,
R6ESPORTSBR,4541,66.6,87521,,652,,,
HUDSONAMORIM1,4031,89.7,12878,,653,,,
YAYSTER,6627,8.9,20103,,654,,,
AVOIDINGTHEPUDDLE,4324,75.6,20916,,655,,,
WUDIJO,2130,273.5,9720,,656,,,
EURIECE,3824,100.5,54541,,657,,,
ROFLGATOR,3392,128,22168,,658,,,
JUJALAG,2932,166.1,8442,,659,,,
KARCHEZ,4091,85.9,57020,,660,,,
SONYELECTRONICS,6708,6.9,9657,,661,,,
FARFA,2436,222.1,8683,,662,,,
KAMITO_JP,4219,78.9,7741,,663,,,
KHAOSADAM,2549,206.8,11294,,664,,,
RAXXANTERAX,2280,244.5,8298,,665,,,
嵐提,6549,8.8,9812,,666,,,
REAL_BAZZI,3316,131,62206,,667,,,
옥냥이,3282,132.8,15436,,668,,,
CAPTAINPUFFY,4881,50.6,128700,,669,,,
TWITCHGAMING,6226,14.4,123325,,670,,,
ILAME,2151,262.5,10780,,671,,,
KROOZZNS,2392,223.6,24255,,672,,,
김뚜띠_,3301,129.6,8606,,673,,,
ARROZYDESGRACIAS,2934,160.3,10037,,674,,,
PUBG_BATTLEGROUNDS,4346,70,184404,,675,,,
BERLEEZY,6166,14.9,19361,,676,,,
CR1TDOTA,3080,146.6,11484,,677,,,
POW3RTV,1919,304.5,69396,,678,,,
TITANLOL1,3991,85.4,13209,,679,,,
SOLARYFORTNITE,963,720,175009,,680,,,
ITSHAFU,2529,202,67682,,681,,,
KYO1984123,2105,266.1,12609,,682,,,
BY_OWL,4950,46,27558,,683,,,
DANSGAMING,2646,186.8,58718,,684,,,
SLAKUN10,5486,29.7,86090,,685,,,
ALEXCLICK,3750,97.2,30119,,686,,,
NICEWIGG,3137,139,71033,,687,,,
SKILLZ0R1337,5417,31.4,30904,,688,,,
LEBOUSEUH,4018,82.7,315018,,689,,,
BOBROSS,1860,312.5,16643,,690,,,
GOODTIMESWITHSCAR,6047,15.2,18303,,691,,,
VALORANTLEAGUE_TR,3279,126.2,163677,,692,,,
CDNTHE3RD,2657,183,159771,,693,,,
GRPZDC,3415,116.4,12940,,694,,,
SILENT,2933,154.6,20171,,695,,,
ANNOYING,3927,85.6,20885,,696,,,
JOSEDEODO,6079,13.9,13583,,697,,,
TFBLADE,2907,156,53026,,698,,,
ぐちつぼ,3880,87.6,9343,,699,,,
依渟,2775,168.9,15511,,700,,,
PURPLEBIXI,4655,53.1,33005,,701,,,
FIFAKILLVIZUALZ,2579,189.2,26510,,702,,,
さくらみこ,5965,15.6,17284,,703,,,
BLAUSTOISE,2929,152,36147,,704,,,
GAFALLEN,5622,22.7,112238,,705,,,
HAFTHORJULIUS,3758,91.5,94118,,706,,,
APASNAYARYKA,4229,68.1,8878,,707,,,
HAYASHII,3050,139.4,67651,,708,,,
SAMUELETIENNE,4565,54.1,84968,,709,,,
ELWYCCO,4625,51.9,12032,,710,,,
TFTODDY,2196,238,6651,,711,,,
THEDANDANGLER,3872,84.2,19282,,712,,,
TRU3TA1ENT,2754,165.6,13388,,713,,,
RAKIN,2419,204.2,52992,,714,,,
NMPLOL2,5316,29.3,7973,,715,,,
똘똘똘이_,1880,295.1,19685,,716,,,
SHEEPFARMER,4053,74.4,12778,,717,,,
BTSBRASILTV,924,719.8,51834,,718,,,
KATIE_BALLS,5520,23.4,8825,,719,,,
삼식,2564,184.4,29855,,720,,,
FOXENKIN,924,718.6,4762,,721,,,
포셔,2236,228.3,9422,,722,,,
CLOAKZY,4276,63.7,67285,,723,,,
CHOCOTACO,2428,200.6,105530,,724,,,
해기님,1225,511.4,5495,,725,,,
DESST3,2458,196.2,18709,,726,,,
EL_YUSTE,3685,91.9,19125,,727,,,
FANTABOBSHOW,2871,150.8,47353,,728,,,
龜狗,2397,203.4,10207,,729,,,
わいわいの部屋,4376,58,8347,,730,,,
ATRIOC,4067,71.2,15559,,731,,,
MASONDOTA2,4120,68.5,11948,,732,,,
IZAKOOO,3377,109,105566,,733,,,
TEKKEN,5567,20.2,52686,,734,,,
METASHI12,3127,126.8,38267,,735,,,
SUPERTF,2452,193.5,19822,,736,,,
SMALLANT,3807,83.1,22707,,737,,,
FILIAN,3908,77.5,7574,,738,,,
GERNADERJAKE,2796,153.3,28980,,739,,,
HALO,4926,36.5,96627,,740,,,
濃いめのあかりん,2807,152,8490,,741,,,
IDREAU_,3378,106.3,10820,,742,,,
BECCA_UILLS,5325,24.7,6612,,743,,,
LUZU,4892,36.8,297138,,744,,,
XFIBII,3575,92.4,20548,,745,,,
AIMSEY,3941,72.8,30874,,746,,,
冠緯,3132,121.4,34791,,747,,,
LORDAETHELSTAN,3229,113.8,13707,,748,,,
KUERTOV,5739,12.9,17110,,749,,,
LILSIMSIE,3686,84.5,23436,,750,,,
DES0UT,4989,31.8,22215,,751,,,
AROYITT,3533,92.5,53604,,752,,,
SOLOGESANG,2199,218.5,10928,,753,,,
REVENANT,1991,253.1,18544,,754,,,
LINOBRATZ,5965,6.8,12694,,755,,,
POHX,2171,222.2,19967,,756,,,
WOLFABELLE,1977,254.4,8851,,757,,,
XENOSYSVEX,2357,194.1,15661,,758,,,
STARYUUKI,3901,70.4,33699,,759,,,
PARISPLATYNOV,2741,149.2,17497,,760,,,
PAPAPLATTE,5480,16,66453,,761,,,
ZAKVIELCHANNEL,4597,41.2,31556,,762,,,
ありさか,4959,29.4,13171,,763,,,
A_SEAGULL,2780,143.7,102132,,764,,,
ZY0XXX,4149,57.8,9703,,765,,,
BLITZSTREAM,2876,134.6,17792,,766,,,
RUNTHEFUTMARKET,3087,117,36826,,767,,,
BECCA_MILLS,5267,20.3,3107,,768,,,
OMIE,3182,109.6,22877,,769,,,
RUWARFACE,4014,62.2,13267,,770,,,
TAXI2G,1970,247,19457,,771,,,
EBONIVON,4257,51.6,13613,,772,,,
UNSYMPATHISCH_TV,3730,75,37982,,773,,,
RUBENMARTINWEB,3722,75.3,18376,,774,,,
KYR_SP33DY,2638,154,11762,,775,,,
BIGBOSSBOZE,5612,10.5,12030,,776,,,
LEEKBEATS,1150,502.4,61073,,777,,,
SUPERJJ102,2422,177,10973,,778,,,
ESAMARATHON,897,674.6,35096,,779,,,
PIJACK11,2489,168,15911,,780,,,
ADE3_3,3079,113.1,18295,,781,,,
FAIAR,4537,39.1,9739,,782,,,
LIGHTFURYLF,2908,126.1,26832,,783,,,
LIGAW1N,4909,27.1,16152,,784,,,
THEJRM_,3371,92.4,6753,,785,,,
BEN_,2879,127.5,15302,,786,,,
IMAQTPIE,1992,236.2,77541,,787,,,
QUAKE,4654,34.1,25359,,788,,,
恭一郎,1798,271.7,17821,,789,,,
ZOIL,3326,93.3,17988,,790,,,
VONDICE,3419,87.2,21903,,791,,,
METHOD,5332,13.7,154761,,792,,,
THERUNNINGMANZ,3245,97.4,5869,,793,,,
DANILA_GORILLA,5006,22.1,24954,,794,,,
大丸,2521,158.4,14171,,795,,,
NIKOLARN,2771,133.2,30044,,796,,,
CRAZYFACETW,2556,153.9,9276,,797,,,
BOXYFRESH,3299,93,9361,,798,,,
SCRAPIE,3059,108.9,7308,,799,,,
KXPTURE,2184,198.7,3492,,800,,,
LUQUITARODRIGUEZ,3892,60.3,29880,,801,,,
SMURF_TV,2142,204.4,7863,,802,,,
KSPKSP,2507,157.5,7112,,803,,,
KEZNIT1,5096,18.2,21086,,804,,,
RIVENZI,2772,130.4,93334,,805,,,
ZILVERK,2868,121.8,40010,,806,,,
LOEYA,2333,175.9,19662,,807,,,
AGURIN,2302,179.4,28222,,808,,,
PRIMEGAMING,4799,25.4,156578,,809,,,
TRITONPOKER,3424,82.2,17061,,810,,,
TIOOROCHITWITCH,4325,40.8,32599,,811,,,
TVANDER,3788,62.9,34659,,812,,,
NTK_TV,2643,140.6,24475,,813,,,
SUPERSPEEDRUNKR,3482,78.7,7474,,814,,,
POLSATGAMES,2566,148.3,66594,,815,,,
8CHO,2872,119.9,59134,,816,,,
SMII7Y,5048,17.9,22668,,817,,,
플러리,2263,183,12495,,818,,,
WHIPPY,2523,151.7,34930,,819,,,
DEADLYSLOB,2530,151,104568,,820,,,
CASINODADDY,1363,379.6,17811,,821,,,
MORTDOG,3481,77.7,15598,,822,,,
HANDIOFIBLOOD,5251,12.1,65007,,823,,,
인간젤리,2164,195.5,21363,,824,,,
THEDAARICK28,4033,50.7,7227,,825,,,
KYOOTBOT,3586,71.2,11510,,826,,,
RYBSONLOL_,1883,241.1,14177,,827,,,
MOGTALK,4527,32.1,16388,,828,,,
AURATEUR,2073,207.9,15899,,829,,,
WEPLAYCSGO_EEU,3440,78.9,550725,,830,,,
BAWKBASOUP,2271,178.8,23018,,831,,,
MYSTARIAS,5026,16.7,9902,,832,,,
GOTHAMCHESS,4728,25,29766,,833,,,
FAIRLIGHT_EXCALIBUR,1750,265.7,17441,,834,,,
JAYSTREAZY,2248,180.5,7777,,835,,,
DOIGBY,3588,69.3,297748,,836,,,
ROCKETBEANSTV,3733,62,11237,,837,,,
NZAOTV,3250,88.2,35431,,838,,,
XQN_THESAD,2335,168.3,5542,,839,,,
POKEMONUNITE,4798,22,20574,,840,,,
FRANIO,4008,49,33621,,841,,,
M4FGAMING,2704,128.7,10449,,842,,,
우정잉,3131,95,12030,,843,,,
JAMESMARRIOTT,5188,10.5,30746,,844,,,
DILBLIN,4030,47,28783,,845,,,
DOKTORFROID,3638,64.6,31842,,846,,,
1PVCS,2900,110.6,23081,,847,,,
KSONSOUCHOU,4104,43.8,33540,,848,,,
SILVERVALE,3794,56.9,19895,,849,,,
MUKLUK,1946,221.6,33087,,850,,,
SACY,5014,14.6,23481,,851,,,
KAYAYANAR,4419,32.1,15273,,852,,,
FOLLENTASS,2427,154.1,27209,,853,,,
SIPS_,3108,94.7,12035,,854,,,
NISQYY,3296,82.6,20429,,855,,,
AREX,2397,156.7,20866,,856,,,
DANNYAARONS,3462,72.1,17975,,857,,,
LOLITOFDEZ,5137,10.4,418204,,858,,,
LAMEDIAINGLESA,4152,40.6,9030,,859,,,
ENCHANTENTER,5083,11.8,62588,,860,,,
MUNDODEPORTIVO1906,5210,8.6,8694,,861,,,
OWOWOWOWOWOOW0,2530,141.2,11821,,862,,,
DEKARLDENT,2878,109.5,13422,,863,,,
HJUNE,4453,29.5,54263,,864,,,
SHANKS_TTV,2605,132.8,10221,,865,,,
ELOSANTA,2109,190.4,9790,,866,,,
ADOLFZ,3758,55.4,22020,,867,,,
SINTICA,2576,133.9,16364,,868,,,
LYSIUM,2167,180.9,24124,,869,,,
MONSTERSANDEXPLOSIONS,3435,70.6,13744,,870,,,
ITS_IRON,3990,43.6,19302,,871,,,
STANISLAW89,3472,67.3,11092,,872,,,
JOE_BARTOLOZZI,3193,83.1,7195,,873,,,
VALORANT_TW,3220,81.2,6826,,874,,,
UTAGE_VALORANT,4516,24.4,12923,,875,,,
YUMYTV,1698,258.1,4783,,876,,,
YUUECHKA,4641,20.4,33124,,877,,,
RTP ARENA CS:GO,2459,141.8,56288,,878,,,
TISISCHUBECH,3770,51.8,31228,,879,,,
CUTEDOG_,1830,230.3,7361,,880,,,
MINERVA,2311,157.5,10096,,881,,,
ELISAESPORTS,2847,105.9,18946,,882,,,
NORTHERNARENA,5010,9.7,24404,,883,,,
GUDDUMMIT,2579,128.4,5892,,884,,,
TARZANED,2857,104.4,14598,,885,,,
XBOCT,3821,48.4,59986,,886,,,
GETFLAKKED,4834,13.8,11448,,887,,,
SKYWHYWALKER,3390,68.7,6592,,888,,,
KUBAFPS,2097,182.6,7694,,889,,,
DIEHAHN,1887,215.3,13607,,890,,,
WELOVEGAMES,1733,244.3,28413,,891,,,
PREACHLFW,2562,127.5,32710,,892,,,
BECCA_VILLS,4918,10.5,18149,,893,,,
SPOONKID,3592,57.4,40974,,894,,,
懶貓,1839,222.3,24430,,895,,,
SHOTZZY,2555,127.2,19585,,896,,,
WERLYB,3241,75.5,76653,,897,,,
COOKSUX,2327,150.3,13724,,898,,,
IBABYRAINBOW,1943,202.4,7413,,899,,,
DUBDOT,1946,201.5,6043,,900,,,
NIHMUNE,3807,45.8,7991,,901,,,
JUKES,2917,95.3,34974,,902,,,
ALE_APOKA,799,655.4,25412,,903,,,
UHSNOW,2657,115.1,36954,,904,,,
MITHRAIN,2774,105.2,42563,,905,,,
BAGHERAJONES,2793,102.9,30739,,906,,,
명훈,1920,202.6,12731,,907,,,
NATSUMIII,2481,130.3,39004,,908,,,
球球,2588,120.1,12240,,909,,,
DAMDAMLIVE,3267,70.8,22769,,910,,,
ROSTISLAV_999,3410,63,19606,,911,,,
HORTYUNDERSCORE,3029,85.5,16156,,912,,,
AMIRAN696,3724,47.8,8151,,913,,,
EVAANNA,4929,7.5,39110,,914,,,
철면수심,1799,222.9,14470,,915,,,
DOTA2MC_UA,3042,83.9,16613,,916,,,
AVAMIND,2537,123.6,16967,,917,,,
BENJYFISHY,4003,35.6,117740,,918,,,
강소연,2186,162,13973,,919,,,
BBREADMAN,2194,160.9,5686,,920,,,
STRIPPIN,2220,157.6,17818,,921,,,
TWITCHRIVALS_FR,4453,20.1,15362,,922,,,
PISICELA,1705,239.9,11350,,923,,,
ALOHADANCETV,2382,138.1,34867,,924,,,
MASAYOSHI,3073,80.6,39757,,925,,,
UNICORNIO,3369,63.3,18760,,926,,,
HARMII,1668,246.2,15809,,927,,,
강지,2014,183.9,29993,,928,,,
DUNKSTREAM,4843,8.2,27467,,929,,,
KONVY,3147,75.4,6344,,930,,,
MOONRYDE,2339,141.6,77473,,931,,,
CHAP,2233,153.7,76082,,932,,,
ADM1TR1POW,4021,33,7034,,933,,,
LEYNAINU,2141,164.1,7919,,934,,,
RESTTPOWERED,1948,191.6,14112,,935,,,
STARSMITTEN,2083,171.2,32257,,936,,,
홍방장,4186,26.6,12122,,937,,,
CRITICAS_QLS,4248,24,30790,,938,,,
BREITENVONBERG,1720,229.5,15362,,939,,,
MARINEMAMMALRESCUE,710,719.3,22536,,940,,,
BIROPJL,2884,89.2,24086,,941,,,
BANDURACARTEL,3550,50.5,10497,,942,,,
LAUREBV,4743,8.3,17406,,943,,,
WEARETHEVR,2577,113.2,20414,,944,,,
AKYULIYCH,3939,33.6,20979,,945,,,
DRACON,2139,159.7,8762,,946,,,
LIMMY,2860,89.5,6696,,947,,,
MANYRIN,2924,84.9,29524,,948,,,
ZEITNOTLOL,4180,24.3,12942,,949,,,
CRYSTAL_LOL,2102,163.5,10528,,950,,,
POKEMONTCG,3926,33.3,10022,,951,,,
SIXENTV,2464,121.9,17237,,952,,,
FCSM_KEFIR,3161,69.2,22578,,953,,,
ABIZAKA,2899,86,5523,,954,,,
RICOY23,4355,18.2,57407,,955,,,
JEELTV,2840,89.7,59886,,956,,,
RU_VALORANT,2710,99.6,11486,,957,,,
NYMN,2052,168.5,37341,,958,,,
ISVOLCANO,2141,156.2,26980,,959,,,
CRYSTALMOLLY,2399,126.9,10869,,960,,,
EPICSEVEN,4155,23.6,11908,,961,,,
5OPKA,2536,112.7,10069,,962,,,
DRAGONBALLENVIVOZ,741,667.4,1548,,963,,,
SIZOPHREN,3291,59.9,56482,,964,,,
MRSTIVENTC,4696,7,80088,,965,,,
MRDZINOLD,2812,89.5,8013,,966,,,
DKINCC,3982,28.7,11188,,967,,,
FELPS,2520,112.9,20031,,968,,,
蛇足,1874,191.9,29690,,969,,,
MAILAND,2490,115.5,13652,,970,,,
NAZORI,1535,259.9,8397,,971,,,
OATLEY,1727,218,5926,,972,,,
KLO25,4457,13,42463,,973,,,
THECHIEF1114,2090,159.7,13016,,974,,,
ELYAPLUGG,2906,81.9,16003,,975,,,
LILY_OFF_VALLEY,4321,16.9,17893,,976,,,
らいじん,2545,109.7,14695,,977,,,
MENOSTRECE,2549,109,47821,,978,,,
SHARONQUEEN,694,711.3,2081,,979,,,
4HEAD,1538,256.4,7208,,980,,,
KEVINMARTIN,2347,127.6,9937,,981,,,
GRIMM,2140,150.9,8065,,982,,,
7CKNGMAD,3711,37.6,10076,,983,,,
TAKUU_,1099,404.2,3909,,984,,,
SMOOYACS,2182,145.5,16943,,985,,,
UTHENERA,2859,83.4,26312,,986,,,
BECCA_HILLS,4067,23.8,7198,,987,,,
BASTIGHG,2288,132.7,17684,,988,,,
살구__,2373,123.8,16252,,989,,,
MASTERTAY,1735,212.1,11048,,990,,,
ゆゆうた押忍,3866,30.9,20120,,991,,,
FRENEH,2857,82.9,27339,,992,,,
VERHULST,2026,164.5,12924,,993,,,
HEXY,2502,110.6,25585,,994,,,
NILOJEDA,3726,35.4,21505,,995,,,
BRATIKI94,1811,196.1,15585,,996,,,
SOVIETWOMBLE,2539,105.9,11591,,997,,,
GOFNS,4627,5.5,9680,,998,,,
RAX1337,1549,246.4,7756,,999,,,
DEFANTEDIOGO,4088,20.8,19412,,"1,000",,,
