URL imagen Streamer,Nombres Streamers,AVG viewers,Time Streamed,All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
"
<a href=""/exsl95"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/21b41e8ab9858915-profile_image-300x300.jpeg"">
</a>
",EXSL95,"1,037","358.9
hours","5,968",372K,"1,164",+11.5K,64.4K,692K
"
<a href=""/rhffkddl96"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/88a007fc-9302-432c-a0e0-9423ce0b621b-profile_image-300x300.png"">
</a>
",꼴랑이임,"1,063","347.2
hours","5,810",369K,"1,165",+553,27.6K,5.70M
"
<a href=""/razah"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f6888517-2345-4e91-abde-9b7940426410-profile_image-300x300.png"">
</a>
",RAZAH,"1,623","186.7
hours","14,089",303K,"1,166",+1.4K,174K,8.41M
"
<a href=""/midbeast"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f1a12b66-6db9-4466-8935-9da9d4cb8411-profile_image-300x300.png"">
</a>
",MIDBEAST,"2,677","67.3
hours","42,186",180K,"1,167",+2.1K,728K,43.0M
"
<a href=""/g4tv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e7ad3187-716c-4183-8480-90637af2d669-profile_image-300x300.png"">
</a>
",G4TV,"2,805","58.9
hours","62,134",165K,"1,168",+1.0K,177K,10.8M
"
<a href=""/adamcy_"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/7185d2d8-39a6-4d10-a9b4-0dd76b7ca647-profile_image-300x300.png"">
</a>
",ADAMCY_,"1,574","195.8
hours","4,561",308K,"1,169",+8.4K,62.3K,1.38M
"
<a href=""/akaonikou1207"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0646c802-bb83-462f-8dc2-c54d52e973d8-profile_image-300x300.png"">
</a>
",赤鬼伯伯,"2,881","53.8
hours","23,628",155K,"1,170",+9.2K,214K,2.31M
"
<a href=""/rainbolt"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1310788d-3ea3-488a-8d77-5585a97dfe90-profile_image-300x300.png"">
</a>
",RAINBOLT,"3,689","16.4
hours","12,196",60.4K,"1,171",+12.2K,62.0K,12.1K
"
<a href=""/finalfantasyxiv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/finalfantasyxiv-profile_image-6db9d8169073ed04-300x300.png"">
</a>
",FINALFANTASYXIV,"2,136","112.7
hours","110,317",241K,"1,172",+8.1K,290K,12.0M
"
<a href=""/keeoh"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/5cf69373-3cc6-4678-b896-6ecc5260f840-profile_image-300x300.png"">
</a>
",KEEOH,"1,271","268.6
hours","13,258",342K,"1,173",+17.0K,312K,4.67M
"
<a href=""/underground_dv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/underground_dv-profile_image-36cd6cc091577d13-300x300.jpeg"">
</a>
",達哥,"2,887","53
hours","14,180",153K,"1,174",+571,160K,47.2M
"
<a href=""/oidschooirsx_p"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/bc7c3f86-2826-43b9-880c-d4e96c19a069-profile_image-300x300.png"">
</a>
",OIDSCHOOIRSX_P,"3,851","10.5
hours","7,682",40.6K,"1,175",+13,13,--
"
<a href=""/inygontv1"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f91425a8-0eb8-4739-8b6f-8ff1b0092464-profile_image-300x300.png"">
</a>
",INYGONTV1,"1,887","142.8
hours","12,264",269K,"1,176",+2.3K,74.2K,20.3M
"
<a href=""/julien"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ac57e8ae-9847-4b38-8e2f-c7bbc017ab67-profile_image-300x300.png"">
</a>
",JULIEN,"2,346","92
hours","24,806",216K,"1,177",+1.9K,706K,18.1M
"
<a href=""/momoladinastia"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1ea45b6c-883a-4c22-a70b-1ebc7c1f1dc8-profile_image-300x300.png"">
</a>
",MOMOLADINASTIA,"2,974","48
hours","63,325",143K,"1,178",+11.5K,1.03M,12.4M
"
<a href=""/lapi"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/77578535-0cbf-4cc9-ac67-3e983b6d15e1-profile_image-300x300.png"">
</a>
",LAPI,"1,956","133.2
hours","81,933",260K,"1,179",+14.9K,195K,34.0M
"
<a href=""/demondiceofficial"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/353b79cf-fc64-4473-a67d-4ee808ea60b3-profile_image-300x300.png"">
</a>
",DEMONDICEOFFICIAL,"3,861","9.9
hours","5,144",38.4K,"1,180",+16.8K,36.7K,--
"
<a href=""/ultia"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/5e6a5413-b748-4880-8a60-2639cb55fe74-profile_image-300x300.png"">
</a>
",ULTIA,"2,092","116.7
hours","26,391",244K,"1,181",+10.6K,260K,15.6M
"
<a href=""/uruhaichinose"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9d6c2939-45ec-4413-933e-67c8a062fa82-profile_image-300x300.png"">
</a>
",一ノ瀬うるは,"3,742","13.7
hours","8,930",51.1K,"1,182",+8.1K,85.8K,7.5K
"
 <a href=""/spontent"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f39a3a2c-0698-483e-ad36-c638f400ad42-profile_image-300x300.png"">
</a>
",SPONTENT,"2,117","113.5
hours","24,671",240K,"1,183",+2.4K,59.7K,35.1M
"
<a href=""/matsuri_hs"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/user-default-pictures-uv/41780b5a-def8-11e9-94d9-784f43822e80-profile_image-300x300.png"">
</a>
",MATSURI_HS,"1,410","228.6
hours","4,622",322K,"1,184",+388,13.4K,8.95M
"
<a href=""/cheesur"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6e59a541-7cc1-4ad2-9a81-b90d6fe2a8f3-profile_image-300x300.png"">
</a>
",CHEESUR,"3,881","8.8
hours","8,226",34.0K,"1,185",+2.1K,135K,927K
"
<a href=""/jungroan"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/bd4c645b-206b-4afa-9893-c61353ee3b27-profile_image-300x300.png"">
</a>
",JUNGROAN,"1,447","219.1
hours","4,470",317K,"1,186",+5.4K,38.3K,825K
"
<a href=""/keanelol"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/603cfcfa-d02d-4acf-a696-14bd34b0b8da-profile_image-300x300.jpeg"">
</a>
",KEANELOL,"1,952","132.3
hours","17,779",258K,"1,187",+1.9K,237K,11.6M
"
<a href=""/martinciriook"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/30e20982-13f1-4072-a6b6-558860d8ce20-profile_image-300x300.png"">
</a>
",MARTINCIRIOOK,"3,714","14.1
hours","7,358",52.2K,"1,188",+1.9K,69.6K,313K
"
<a href=""/murdercrumpet"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2e24ced1-fec5-4cd8-858f-130f798fa023-profile_image-300x300.png"">
</a>
",MURDERCRUMPET,"1,726","164.3
hours","13,239",284K,"1,189",+1.0K,90.1K,3.28M
"
<a href=""/fruktozka"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8e182135-9555-4543-985d-1d00329491f6-profile_image-300x300.png"">
</a>
",FRUKTOZKA,"3,232","33.3
hours","18,125",108K,"1,190",+3.1K,382K,20.3M
"
<a href=""/yayahuz"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/129406d9-f15b-4cdf-9bc8-7d6c18877379-profile_image-300x300.png"">
</a>
 ",YAYAHUZ,"2,292","94.7
hours","16,305",217K,"1,191",+7.6K,382K,12.7M
"
<a href=""/ohtofu"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/70f5f3cd-f1ea-49d7-ac45-a149a9bbcc1e-profile_image-300x300.png"">
</a>
",OHTOFU,"1,970","129
hours","9,614",254K,"1,192",+1.8K,196K,8.29M
"
<a href=""/eskhato"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e7ba6518-811c-439b-9724-8b93bfa9eea4-profile_image-300x300.png"">
</a>
",ESKHATO,"2,734","60.1
hours","11,248",164K,"1,193",+1.0K,90.4K,4.59M
"
<a href=""/dafran"" target=""_blank"">
 <img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/dafran-profile_image-98c45a96ca6ad150-300x300.png"">
</a>
",DAFRAN,"2,092","114.3
hours","20,849",239K,"1,194",+264,712K,34.0M
"
<a href=""/ubisoft"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/12afb4d8-69bf-4612-a834-dcc7d82d6495-profile_image-300x300.png"">
</a>
",UBISOFT,"2,884","50.9
hours","487,430",147K,"1,195",+16.4K,968K,21.4M
"
<a href=""/dakillzor"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ba5e4714-b7dd-43f5-9c62-df0c91647482-profile_image-300x300.png"">
</a>
",DAKILLZOR,"1,447","217
hours","10,453",314K,"1,196",+3.0K,144K,17.0M
"
<a href=""/edizderbreite"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1eb723a4-0f53-461c-9fae-0375c53ee83e-profile_image-300x300.png"">
</a>
",EDIZDERBREITE,"2,737","59.7
hours","9,174",164K,"1,197",+4.1K,122K,2.57M
"
<a href=""/playhearthstonekr"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/7c09d23b-10d7-4d41-984c-1d831930d881-profile_image-300x300.png"">
</a>
",PLAYHEARTHSTONEKR,"3,373","26.4
hours","41,788",89.1K,"1,198",+240,92.9K,18.6M
"
<a href=""/calcioberlin"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2c374f02-9f5b-4b7b-85ac-9dc8a116ad7c-profile_image-300x300.png"">
</a>
",CALCIOBERLIN,"3,597","17.5
hours","13,207",62.8K,"1,199",+3.9K,47.2K,431K
"
<a href=""/versuta"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0c9f7ab2-17c5-4412-ba9f-5b90ab2cf1b4-profile_image-300x300.png"">
</a>
",VERSUTA,"1,502","204.4
hours","30,533",307K,"1,200",-547,503K,121M
"
<a href=""/guzu"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1fa05f49-1118-41e1-9a10-e077d5dec876-profile_image-300x300.png"">
</a>
",GUZU,"1,731","162
hours","9,844",280K,"1,201",+4.2K,86.0K,5.07M
"
<a href=""/malinkaa98"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/fd8037ea-3c53-44a3-aacf-686c8d26f3d3-profile_image-300x300.png"">
</a>
",MALINKAA98,591,"697.7
hours","3,783",413K,"1,202",+4.0K,224K,6.40M
"
<a href=""/elwind"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/54799134-a516-49bb-8d80-389551c0682f-profile_image-300x300.jpg"">
</a>
",ELWIND,"3,690","13.9
hours","26,389",51.2K,"1,203",+2.7K,973K,53.9M
"
<a href=""/nacho_dayo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/7cf48b89-3ef1-40e3-af79-7096754d5545-profile_image-300x300.png"">
</a>
",NACHO_DAYO,"2,450","79.7
hours","9,330",195K,"1,204",+15.0K,203K,1.57M
"
<a href=""/numotthenummy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9ac5426f-cdc6-4dfb-9518-8801d8dbcc58-profile_image-300x300.png"">
</a>
",NUMOTTHENUMMY,"1,939","131.4
hours","27,731",255K,"1,205",+1.3K,127K,16.5M
"
<a href=""/shift"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/5ec0ce92-2ff6-430d-9e08-8adc0f1212ec-profile_image-300x300.jpeg"">
</a>
",SHIFT,574,"719.8
hours","7,098",413K,"1,206",+1.9K,100.0K,5.93M
"
<a href=""/terablade_hs"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f7dc3834-c107-4b8d-a9b4-5c2cc1e2bb62-profile_image-300x300.png"">
</a>
",TERABLADE_HS,"1,711","163.8
hours","5,128",280K,"1,207",+1.9K,26.6K,971K
"
<a href=""/arthars"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9dce5379-7066-4e41-80c2-a34e50c762df-profile_image-300x300.png"">
</a>
",ARTHARS,"1,335","242.1
hours","22,227",323K,"1,208",+2.5K,95.9K,6.90M
"
<a href=""/zyblol"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a928e79c-ba88-430f-a3df-d7671c63e837-profile_image-300x300.png"">
</a>
",ZYBLOL,"3,542","18.5
hours","12,771",65.3K,"1,209",+23.6K,28.6K,--
"
<a href=""/asmodaitv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/asmodaitv-profile_image-0f62202546cff589-300x300.png"">
</a>
",ASMODAITV,"1,439","215.4
hours","15,747",310K,"1,210",+1.6K,253K,35.9M
"
<a href=""/sigils"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/c25cdbe8-0fa3-4f38-9c1c-c7b1d373fc4e-profile_image-300x300.png"">
</a>
",SIGILS,"3,490","20.2
hours","10,260",70.5K,"1,211",+553,65.8K,4.72M
"
<a href=""/esportmaniacos"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/b41d3e0f-5502-482a-ad09-189523c0a0af-profile_image-300x300.png"">
</a>
",ESPORTMANIACOS,"1,496","202.5
hours","15,894",303K,"1,212",+1.3K,161K,30.0M
"
<a href=""/sheriffeli"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d0f6de9c-0a98-4475-8fe7-54340b62af8b-profile_image-300x300.png"">
</a>
",SHERIFFELI,"1,475","207
hours","43,793",305K,"1,213",-183,280K,18.6M
"
<a href=""/rudbeckia7"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/62e916fc-54e0-4ace-a250-5976fe337944-profile_image-300x300.png"">
</a>
",연두는말안드뤄,"1,812","146.8
hours","13,047",266K,"1,214",-176,214K,41.5M
"
<a href=""/jojothamofo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/10c93d08-99a1-4314-939b-e071a245046f-profile_image-300x300.png"">
</a>
",JOJOTHAMOFO,"2,203","99.8
hours","5,687",220K,"1,215",+10.2K,95.4K,557K
"
<a href=""/primevideoes"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/15ef3417-dd0e-4898-bd48-251b1c7cfe32-profile_image-300x300.png"">
</a>
",PRIMEVIDEOES,"3,343","25.9
hours","40,277",86.5K,"1,216",+7.3K,116K,1.98M
"
<a href=""/amablitz"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ea5096eb-a8bf-4fd9-80a0-8e1be81452c8-profile_image-300x300.png"">
</a>
",AMABLITZ,"2,745","56.8
hours","31,451",156K,"1,217",+53.8K,659K,2.61M
"
<a href=""/calebhart42"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/calebhart42-profile_image-7b4b7f6f663bf4a6-300x300.jpeg"">
</a>
",CALEBHART42,"1,750","155.3
hours","18,309",272K,"1,218",+353,204K,23.0M
"
<a href=""/rainbow6fr"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/c4a33f35-6e16-49ea-b59b-f4e81a7b5d6a-profile_image-300x300.png"">
</a>
",RAINBOW6FR,"2,585","67.4
hours","15,847",174K,"1,219",+1.8K,172K,6.04M
"
<a href=""/sunbaconrelaxer"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/c0ade536-9996-4ba3-b9b0-708816cbec0a-profile_image-300x300.png"">
</a>
",SUNBACONRELAXER,"1,617","177.5
hours","9,840",287K,"1,220",+611,85.5K,6.75M
"
<a href=""/brizz94"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/610861e1-7d44-4cea-baef-aef23e1ef837-profile_image-300x300.png"">
</a>
",BRIZZ94,"2,641","63.4
hours","9,771",167K,"1,221",+1.4K,83.2K,5.76M
"
<a href=""/cerbero_podcast"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2cee803c-f61e-4f63-ad05-768de2bf4ce4-profile_image-300x300.png"">
</a>
",CERBERO_PODCAST,"2,810","52.5
hours","31,803",147K,"1,222",+1.1K,327K,13.1M
"
<a href=""/muse_tw"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/17be194f-2fba-4c43-95b3-bf9402a94e31-profile_image-300x300.png"">
</a>
",木棉花官方頻道,582,"698.9
hours","16,615",407K,"1,223",+2.0K,225K,31.1M
"
<a href=""/beryl_lulu"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6709d95f-3cbc-4f2b-920f-3b408be0dc96-profile_image-300x300.png"">
</a>
",貝莉莓41,"2,679","60.4
hours","24,312",162K,"1,224",+5.2K,356K,51.3M
"
<a href=""/lestream"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/07502bc3-7035-4f68-beb2-bfbf7e1d51d0-profile_image-300x300.png"">
</a>
",LESTREAM,873,"425.9
hours","145,205",372K,"1,225",-1.1K,1.00M,144M
"
<a href=""/kumikomii"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/78c691c2-4575-4f10-935c-6b7dad18a95c-profile_image-300x300.png"">
</a>
",고차비,"1,451","209.6
hours","7,225",304K,"1,226",+207,247K,23.6M
"
<a href=""/lululuvely"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/35ebe69d-9591-4a4e-a28a-d2da32bdb1a4-profile_image-300x300.png"">
</a>
",LULULUVELY,"2,078","111.1
hours","27,538",231K,"1,227",+2.3K,1.32M,31.3M
"
<a href=""/pimpcsgo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/440be220-d461-4b32-ac68-97ed726292d9-profile_image-300x300.png"">
</a>
",PIMPCSGO,"2,365","83.4
hours","22,881",197K,"1,228",+4.3K,438K,46.2M
"
<a href=""/wingobear"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/78ac5f9f-024b-4bf3-9098-e2278ebdc26a-profile_image-300x300.png"">
</a>
",WINGOBEAR,"1,521","193.8
hours","10,657",295K,"1,229",+1.9K,111K,3.52M
"
<a href=""/yoichi_0v0"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6e1ed7df-453b-47d1-839b-dc5069954b91-profile_image-300x300.png"">
</a>
",夜よいち,"2,567","67.3
hours","17,026",173K,"1,230",+9.2K,75.0K,5.1K
"
<a href=""/kaanflix"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f050496e-890b-4f34-a7e8-1655c208e6ea-profile_image-300x300.png"">
</a>
",KAANFLIX,"2,650","61.3
hours","42,848",163K,"1,231",+10.5K,442K,10.7M
"
<a href=""/dizzykitten"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/da714056-c8cd-4553-b99c-3c7e3fbbe2fa-profile_image-300x300.png"">
</a>
",DIZZYKITTEN,"1,782","148
hours","17,306",264K,"1,232",+2.3K,684K,35.2M
"
<a href=""/fanfan"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/c65b6b35-0702-494e-9f81-0b2939f0adc2-profile_image-300x300.png"">
</a>
",FANFAN,"2,111","106.7
hours","8,147",225K,"1,233",+6.7K,93.9K,2.41M
"
<a href=""/mistercop"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2f535c23-7716-4a9a-8138-bf01342a0497-profile_image-300x300.png"">
</a>
",MISTERCOP,873,"422.6
hours","3,989",369K,"1,234",+2.7K,35.2K,3.04M
"
<a href=""/diegosaurs"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1857a3c8-3191-4905-9d8f-4d90e3c0b55f-profile_image-300x300.png"">
</a>
",DIEGOSAURS,"2,729","55.9
hours","32,463",152K,"1,235",-846,687K,25.3M
"
<a href=""/mokouliszt1"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9eab22b0-9b8d-4d8d-a61f-554d67970624-profile_image-300x300.png"">
</a>
",もこうやで,"3,777","7.9
hours","21,816",29.6K,"1,236",+1.6K,191K,3.19M
"
<a href=""/skyshocktv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/71f325c4-82e6-4e0d-ad42-7c318a1b1494-profile_image-300x300.png"">
</a>
",SKYSHOCKTV,"1,372","226
hours","10,251",310K,"1,237",+152,155K,13.7M
"
<a href=""/pubgkorea"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/43d5a28f-4eac-4643-b696-f4b59d5c7aed-profile_image-300x300.png"">
</a>
",PUBGKOREA,"3,323","24.8
hours","56,676",82.5K,"1,238",+2.0K,262K,112M
"
<a href=""/ming"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/c2b6654a-a470-4625-9f43-df0d8f2bf0ed-profile_image-300x300.png"">
</a>
",MING,"1,663","166
hours","12,912",276K,"1,239",+2.5K,178K,7.10M
"
<a href=""/kayzahr"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/690aa5fc-f0e4-472d-8f36-9ab397e2c939-profile_image-300x300.png"">
</a>
",KAYZAHR,"1,740","153
hours","20,084",266K,"1,240",+2.2K,191K,7.14M
"
<a href=""/aunkere"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/b8280775-44b8-4fbc-9972-4b6c2cd1b696-profile_image-300x300.jpeg"">
 </a>
",AUNKERE,"2,318","85.6
hours","26,151",198K,"1,241",+8.3K,371K,17.0M
"
<a href=""/meloudya"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/88ce72e8-31d5-4402-a835-65b468db4172-profile_image-300x300.png"">
</a>
",MELOUDYA,"2,230","93.2
hours","10,004",208K,"1,242",+3.3K,83.2K,2.48M
"
<a href=""/lasvegasvp"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/69f36ea3-9406-4759-9ebd-374f6bb84564-profile_image-300x300.png"">
</a>
",LASVEGASVP,"2,866","46.3
hours","4,947",133K,"1,243",+1.3K,52.9K,3.49M
