Nombres Streamers,AVG viewers,Time Streamed (hours),All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
ELXOKAS,10638,255.9,1208144,272000000,85,107000,296000000,969000000
GABEPEIXE,10856,247,101307,268000000,86,438000,913000,195000000
AUSTINSHOW,30645,11.8,186197,361000,87,130000,166000000,426000000
WESTCOL,22478,53.4,45067,120000000,88,986000,651000,512000000
HISWATTSON,10815,235.1,21393,254000000,89,722000,358000,135000000
NOWAY4U_SIR,11928,201.7,39459,241000000,90,64000,559000,101000000
GORGC,12484,184.6,55738,230000000,91,83000,596000,834000000
TSM_IMPERIALHAL,16173,113.5,108815,184000000,92,264000,167000000,705000000
RIVERS_GG,15384,122.2,67309,188000000,93,274000,178000000,456000000
AMOURANTH,8606,304.7,33530,262000000,94,785000,580000000,401000000
TFUE,12391,172.2,316214,213000000,95,349000,112000000,310000000
IITZTIMMY,8760,290.6,138482,255000000,96,868000,241000000,462000000
MOISTCR1TIKAL,13335,149.3,69435,199000000,97,733000,444000000,593000000
ETOILES,14715,122.1,242237,180000000,98,465000,781000,445000000
TOMMYINNIT,28051,7.8,650237,219000,99,136000,728000000,642000000
YODA,10888,203.6,132814,222000000,100,104000,235000000,248000000
PARADEEV1CH,23418,30.9,81966,723000,101,522000,111000000,124000000
CDAWGVA,15888,99.8,31802,159000000,102,430000,853000,913000000
CARRERAAA,13450,138.9,43252,187000000,103,249000,262000000,107000000
DOUBLELIFT,14595,117.3,64735,171000000,104,65000,173000000,102000000
JASPER7SE,13396,137.3,42321,184000000,105,149000,381000,326000000
TRYMACS,17285,77.9,365000,135000000,106,209000,309000000,148000000
REBIRTHZTV,12770,143.3,47600,183000000,107,123000,682000,464000000
RANBOOLIVE,22595,27.7,346132,625000,108,231000,440000000,669000000
BUDDHA,10811,184.3,67137,199000000,109,54000,820000,719000000
VALORANT_BR,13834,117.8,120540,163000000,110,282000,500000,166000000
COHHCARNAGE,9165,217.7,68777,200000000,111,31000,145000000,223000000
MIXWELL,16499,67.9,87546,112000000,112,278000,868000,264000000
EAMADDENNFL,21549,22.8,97361,490000,113,296000,490000,242000000
KORESHZY,18936,40.4,64628,766000,114,576000,106000000,123000000
CAEDREL,13490,103.4,40670,139000000,115,123000,364000,142000000
CLIX,11055,150.9,101555,167000000,116,387000,541000000,123000000
BAIANO,13405,103.8,130745,139000000,117,68000,775000,605000000
蝦愛橘子,3826,655,9944,251000000,118,43000,144000,733000000
EWROON,11623,136,34314,158000000,119,41000,846000,707000000
PRIMELEAGUE,17678,48,69881,849000,120,114000,189000,249000000
THEBAUSFFS,14670,80.8,47879,119000000,121,218000,812000,221000000
BLAZERAFFLE,23614,6,37266,142000,122,457000,229000,--
PONCE,11908,123.1,102442,147000000,123,235000,799000,607000000
INTOHEEKI,23173,5.2,39741,121000,124,100000,226000,130000
FABRIZIOROMANO,21702,13,73909,282000,125,283000,524000,639000000
JERMA985,18679,32.5,101270,607000,126,200000,106000000,218000000
TUMBLURR,12984,96.8,45523,126000000,127,170000,963000,232000000
FORSEN,9771,164.8,80860,161000000,128,23000,164000000,171000000
THEGAMEAWARDS,22405,5.6,257778,126000,129,55000,838000,107000000
PENTA,9069,181.8,22781,165000000,130,32000,338000,226000000
WTCN,13390,85.3,113911,114000000,131,181000,278000000,142000000
LLA,16807,44.1,302299,741000,132,132000,517000,350000000
BYSL4M,11872,108.4,106769,129000000,133,311000,152000,277000000
CHOWH1,8685,189.5,59343,165000000,134,230000,641000,304000000
EMIRU,18220,28.3,51303,516000,135,273000,103000000,161000000
MISTERMV,11220,117.1,70183,131000000,136,224000,815000,861000000
TWITCHRIVALS,15229,54.7,189150,833000,137,212000,220000000,269000000
FEXTRALIFE,9505,157.6,213773,150000000,138,-81000,135000000,2147000000
KENDINEMUZISYEN,12351,93.6,92142,116000000,139,353000,245000000,101000000
GMHIKARU,10927,120.7,76963,132000000,140,125000,147000000,175000000
POKEMONGO,18350,24.5,46297,449000,141,647000,165000,250000000
THEGREFG,11692,102.1,2470347,119000000,142,596000,102000000,263000000
EVELONE2004,17116,32.8,56415,561000,143,326000,458000,252000000
ESPORTS_RAGE,19141,16.8,74276,322000,144,73000,112000,305000000
IWDOMINATE,8344,188.2,26774,157000000,145,59000,846000,711000000
ERAY,10885,114.9,30042,125000000,146,625000,639000,193000000
FARFADOXVEVO,11186,108.5,51180,121000000,147,758000,120000000,981000000
LOLPACIFICTW,14336,56.4,165491,808000,148,19000,211000,449000000
LVNDMARK,8332,180.7,142376,151000000,149,115000,950000,627000000
SWEETDREAMS,8833,163,35754,144000000,150,278000,763000,224000000
ELAJJAZ,7114,227.4,22212,162000000,151,868,442000,704000000
DISGUISEDTOAST,9776,132.7,61522,130000000,152,120000,273000000,903000000
IRONMOUSE,9472,140.5,31343,133000000,153,359000,134000000,215000000
DOTA2MC,13716,60.8,238996,833000,154,12000,710000,202000000
ZERKAA,12294,78.4,37875,963000,155,164000,133000000,427000000
ABUGOKU9999,7478,203.6,34917,152000000,156,225000,353000,764000000
VYSOTZKY,10886,103.3,50297,112000000,157,113000,317000,891000000
CALL OF DUTY,17160,22.4,225308,384000,158,263000,111000000,634000000
CONTERSTINE,7533,199.3,62851,150000000,159,100000,103000000,168000000
STROGO,17704,17.3,46255,305000,160,119000,103000000,322000000
ESFANDTV,6864,224.8,55398,154000000,161,123000,116000000,819000000
OTZDARVA,8883,145.4,37035,129000000,162,156000,828000,207000000
SHXTOU,11991,77,34406,923000,163,773000,812000,135000000
N3KOGLAI,17408,16.7,543743,290000,164,90000,237000000,128000000
POKIMANE,17328,17.3,138482,300000,165,61000,923000000,220000000
WHOPLOHOYPAREN,13300,56.6,71594,753000,166,456000,682000,668000000
SHAHZAM,6491,238.2,35580,155000000,167,425000,160000000,519000000
KYEDAE,10501,102.2,107583,107000000,168,923000,185000000,311000000
CORINNAKOPF,13641,51.8,22874,707000,169,739000,968000,492000000
HYPE,11132,88.6,54574,986000,170,110000,557000,284000000
JBZZED,6820,217.9,18966,149000000,171,444000,483000,128000000
ACEU,9412,125.6,36749,118000000,172,264000,274000000,711000000
PIUZINHO,9333,127.5,50979,119000000,173,119000,319000,--
서새봄냥,5275,314.6,40819,166000000,174,16000,653000,130000000
SINATRAA,7632,180.1,33601,137000000,175,513000,165000000,497000000
FANUM,9666,117,25058,113000000,176,761000,572000,119000000
VOODOOSH,7089,201,31729,142000000,177,111000,227000,413000000
LVPES2,10431,97.1,94398,101000000,178,136000,488000,723000000
CASTRO_1021,10745,90.1,180269,968000,179,74000,354000000,136000000
BRATISHKINOFF,12410,61.6,146916,764000,180,233000,225000000,114000000
SILVERNAME,11683,72.4,47383,846000,181,22000,792000,159000000
NINJA,12860,54.9,616693,705000,182,267000,183000000,572000000
SUPERBUSS_,8619,138.7,39799,119000000,183,129000,227000,773000000
NBA2KLEAGUE,12184,60.1,194136,732000,184,73000,200000,192000000
STRAY228,9515,109.4,44560,104000000,185,223000,126000000,120000000
KATIE_CALLS,15164,25.2,21707,382000,186,30,18000,--
WARCRAFT,11806,65.3,98596,771000,187,170000,658000,826000000
K3SOJU,12273,58.3,29469,715000,188,26000,398000,219000000
KATIE_NALLS,15321,23.4,24785,358000,189,19000,20000,--
B0ATY,5689,260.1,42801,148000000,190,51000,564000,831000000
WIRTUAL,7587,165.7,15478,126000000,191,105000,295000,529000000
랄로,12779,49,43686,626000,192,89000,541000,161000000
EDWIN_LIVE,7819,149.8,28820,117000000,193,142000,318000,503000000
PAYMONEYWUBBY,13638,34.7,44403,473000,194,31000,568000,119000000
ENVIOSITY,4397,351.4,81491,155000000,195,251000,710000,232000000
ESL_DOTA2B,13585,34.3,69232,466000,196,113000,153000,508000000
DIARIOMARCA,8510,123.9,54270,105000000,197,39000,183000,960000000
CRITICALROLE,12876,42.3,212816,545000,198,78000,114000000,322000000
괴물쥐123,6972,175.9,73569,123000000,199,105000,801000,560000000
COREANO,4595,326.9,62371,150000000,200,146000,485000,178000000
BECCA_PILLS,14879,20.3,24543,302000,201,18,12000,--
RECRENT,5435,254.2,47737,138000000,202,148000,807000,743000000
FUSLIE,10061,82.1,55550,826000,203,84000,122000000,542000000
ELDED,8077,130.8,54483,106000000,204,425000,522000000,824000000
MARKITONAVAJA,15972,8.5,107980,135000,205,93000,181000000,192000000
QTCINDERELLA,12262,45.2,381436,554000,206,200000,789000,212000000
PAULETA_TWITCH,10350,75,42305,777000,207,148000,388000,453000000
MCH_AGG,2381,713.2,46841,170000000,208,159000,571000,364000000
침착맨,9371,93.9,43949,880000,209,81000,697000,738000000
EGORKREED,10786,66.1,56996,713000,210,322000,104000000,125000000
MCKYTV,7532,144.7,76882,109000000,211,138000,127000000,485000000
MAXIMILIAN_DOOD,9122,98.6,62310,900000,212,44000,112000000,843000000
SKIPNHO,5412,243,54389,131000000,213,104000,123000000,779000000
릴파_,8422,114.1,38159,961000,214,93000,199000,562000000
ALDO_GEO,8954,99.7,31934,893000,215,561000,895000,483000000
TANZVERBOT,12525,38,32258,476000,216,375000,672000,899000000
CHRISTIANVIERIOFFICIAL,14470,17,57964,246000,217,145000,499000,330000000
RIOTGAMESTURKISH,11522,49.8,63733,574000,218,73000,825000,170000000
YATORORAIN,9761,77.7,28460,759000,219,630000,212000,174000000
KATIE_AALLS,13521,23.4,23895,317000,220,747,26000,--
YBICANOOOOBOV,6265,185.4,21005,116000000,221,61000,630000,877000000
PAPESAN,9765,75.3,23736,735000,222,589000,203000,741000
IMLS,5766,208.3,43612,120000000,223,231000,633000,401000000
SWAGG,9340,83.3,90947,778000,224,128000,212000000,461000000
릴카,5984,194.9,19976,117000000,225,169000,262000,448000000
DOPA24,11677,42.9,44614,500000,226,133000,652000,166000000
BRAWLHALLA,12140,36.6,162409,444000,227,127000,175000000,327000000
AFROPUNK,13175,24.4,23833,321000,228,30000,54000,233000000
らっだぁ,9360,81.4,31651,762000,229,107000,364000,861000000
JOUEUR_DU_GRENIER,11440,45.3,181902,518000,230,123000,812000,224000000
UNLEASHTHEFEASTTV,15088,5.8,26907,868000,231,215,23000,--
LYONWGFLIVE,14020,14.8,76770,208000,232,70000,877000,152000000
CAROLA,6927,148.1,79320,103000000,233,922000,119000000,203000000
39DAPH,6006,188,44646,113000000,234,79000,109000000,325000000
비챤_,8106,107.4,19281,871000,235,98000,186000,527000000
SHADOWKEKW,11586,39.9,34509,462000,236,79000,331000,974000000
XAYOO_,14007,12.8,190279,179000,237,22000,929000,536000000
SCUMP,13917,13.2,101779,184000,238,58000,130000000,427000000
老皮,6853,146.7,20032,101000000,239,34000,515000,138000000
JESUSAVGN,8316,99.4,106667,827000,240,129000,154000000,756000000
KNUT,5830,191.4,53655,112000000,241,337000,362000,910000000
YOUNGMULTI,10535,53.3,33776,562000,242,251000,686000,949000000
JANKOS,10552,53,42426,559000,243,89000,121000000,617000000
KYLE,6067,177.5,28896,108000000,244,46000,481000,308000000
ARIGAMEPLAYS,9795,65,281402,637000,245,200000,497000000,369000000
김도,5561,201.4,16612,112000000,246,262,318000,675000000
NORTHERNLION,8314,95.9,50421,797000,247,49000,581000,370000000
FOOLISH_GAMERS,6792,143.1,133517,972000,248,90000,177000000,256000000
DAVOOXENEIZE,7591,115,16463,873000,249,397000,290000,188000000
PGL_DOTA2EN2,8674,85.1,63328,738000,250,104000,850000,298000000
KATIE_XALLS,12458,23.2,22913,289000,251,22,26000,--
POKELAWLS,7196,125.3,67746,902000,252,49000,103000000,473000000
POKEMON,9665,63.4,130432,613000,253,466000,548000,412000000
DUKE,13157,15.6,45332,205000,254,446000,889000,130000000
GALEGUINS,5483,198.9,46026,109000000,255,266000,390000,137000000
징버거,7098,127.1,16864,902000,256,89000,179000,518000000
SHYLILY,6588,145.1,26223,956000,257,796000,805000,411000000
BLACKELESPANOLITO,6248,159.1,41836,994000,258,283000,749000,246000000
KNEKRO,6176,161.1,59165,995000,259,66000,861000,644000000
AGENT00,6960,129.3,19060,900000,260,867000,329000,360000
ZEVENT,9819,57.5,137266,565000,261,803000,291000,150000000
ZIZARAN,5995,168.4,30289,101000000,262,73000,370000,692000000
SPYGEA,6484,146.5,60772,950000,263,66000,540000,616000000
BUSTEROID1337,11066,37.2,23387,412000,264,786000,138000,--
PERXITAA,7255,116.1,77009,843000,265,866000,226000000,418000000
다주,6464,144.4,42675,934000,266,57000,342000,344000000
TRASHTASTEPODCAST,13666,6.8,53310,928000,267,102000,343000,179000000
ZEALSAMBITIONS,4089,292.5,26665,120000000,268,25000,269000,466000000
WANKILSTUDIO,11341,30.4,32755,344000,269,117000,107000000,255000000
GOTAGA,7992,91.5,405271,731000,270,133000,369000000,185000000
BICHOUU_,6023,156.8,34148,944000,271,114000,686000,179000000
KATIE_WALLS,11661,24.1,22925,281000,272,12000,16000,--
CHILLEDCHAOS,6469,136.2,23613,881000,273,32000,419000,119000000
KATIE_MALLS,11570,24.5,27026,283000,274,25,17000,--
FLIGHT23WHITE,11318,27.5,106892,311000,275,294000,194000000,129000000
고세구___,7727,94.1,24526,727000,276,103000,201000,626000000
양띵,10708,35.5,38412,380000,277,774,336000,143000000
QUICKYBABY,5053,205.5,14306,104000000,278,36000,509000,528000000
KARLNETWORK,12344,14.7,93412,181000,279,106000,129000000,778000000
녹두로,5977,153.9,22726,920000,280,28000,263000,343000000
BT0TV,3056,409.4,41504,125000000,281,200000,380000,200000000
RRAENEE,8020,83.7,22205,671000,282,583000,582000,114000000
DRB7H,11696,20.5,22337,240000,283,158000,500000,182000000
ROCKETBAGUETTE,10945,29.9,34200,327000,284,35000,277000,989000000
DMITRY_LIXXX,7168,106.8,31463,766000,285,205000,961000,447000000
JAHREIN,10741,32.3,316703,347000,286,159000,169000000,902000000
주르르,7084,107.4,35570,760000,287,96000,182000,489000000
TWITCHRIVALS_TW,12895,6.2,14405,795000,288,37000,392000,308000000
ZOOMAA,4437,239.7,21887,106000000,289,112000,255000,790000000
STEWIE2K,5175,187.5,27512,970000,290,423000,116000000,205000000
아이네_,10923,27.4,29435,300000,291,78000,208000,615000000
JINNYTTY,4688,216.4,19573,101000000,292,467000,817000,605000000
MATHIL1,4616,220.6,28388,102000000,293,35000,356000,552000000
SUBROZA,5872,147.3,20129,865000,294,226000,857000,248000000
RIOTGAMESJP,7684,85,96114,653000,295,42000,250000,635000000
따효니,4237,247.2,32336,105000000,296,280,360000,817000000
AGUSTINUNAPLAY8,7090,100.5,16451,712000,297,98000,161000,111000000
接接,5200,179.1,23192,931000,298,304,364000,149000000
AUSSIEANTICS,3794,287.8,38304,109000000,299,164000,854000,286000000
JUSTCOOMAN,5439,162.5,14427,884000,300,115000,299000,248000000
DATTO,7055,98.5,163608,695000,301,180000,689000,205000000
AMAZONMUSIC,9705,39.6,233944,384000,302,172000,517000,650000000
BOXBOX,6107,130.5,74768,797000,303,44000,204000000,125000000
AYDAN,4818,196.2,77954,945000,304,151000,285000000,630000000
GIGGAND,8993,50.7,21051,456000,305,158000,494000,617000000
CAPCOMFIGHTERS,9722,38,108815,369000,306,23000,394000,175000000
RDULIVE,4385,226,13706,991000,307,15000,299000,335000000
WOOXSOLO,8153,66.8,37367,544000,308,115000,221000,844000000
CYR,9541,40,66152,381000,309,90000,584000,198000000
ROBLEIS,7566,80.2,82090,607000,310,119000,435000000,237000000
ALEXELCAPO,7505,81.6,108851,612000,311,68000,997000,798000000
S0MCS,4859,189.2,20135,919000,312,344000,687000,174000000
GLADD,3902,264.1,116567,103000000,313,90000,499000,312000000
SAINTONE,3244,341.1,17866,111000000,314,31000,143000,456000000
BRAWLSTARS,9544,38.9,66355,371000,315,61000,198000,880000000
VGBOOTCAMP,4984,181.1,151180,902000,316,86000,618000,952000000
HITSQUADGODFATHER,1775,718.8,3838,128000000,317,55000,759000,733000
GAMESCOM,10210,28,140543,286000,318,227000,147000,326000000
BARBAROUSKING,3436,312.9,25243,108000000,319,983,187000,192000000
JACKEYY,7093,91.1,28436,646000,320,88000,323000,110000000
SCURROWS,6738,101.6,16237,685000,321,-36000,185000,537000000
KATIE_OALLS,10389,24.3,23219,252000,322,606,13000,--
ZELLSIS,4548,205,23878,932000,323,775000,293000,148000000
AMAZONMUSICJP,11428,11.2,54680,128000,324,120000,549000,358000000
HITBOXKING,4186,232.1,39437,972000,325,161000,434000,188000000
NIKLASWILSON,5511,146.6,26307,808000,326,265000,547000,683000000
TECTONE,5851,131.2,62220,768000,327,158000,807000,168000000
DEUCEACE,4920,176.4,25273,868000,328,66000,254000,138000000
FAIDE,6522,103.9,10777,678000,329,342000,650000,640000000
SOLARY,1730,713.5,55973,123000000,330,106000,657000,191000000
RACHAXP7,3163,335.5,7436,106000000,331,462000,837000,255
SIDNEYEWEKA,6133,115.4,38511,708000,332,238000,677000,113000000
FAZEKAYSAN,3846,253,17550,973000,333,509000,918000,264000
GRUBBY,1722,708.1,14846,122000000,334,238000,500000,720000000
CARRY_GAME,6884,89.4,37412,615000,335,30000,941000,594000000
NL_KRIPP,3791,256.7,97333,973000,336,205,148000000,264000000
TUBBO,9587,30.5,332671,292000,337,127000,493000000,655000000
LUKISTEVE,7192,79.3,28973,570000,338,78000,256000,500000000
ADMIRALBAHROO,5657,132.3,52399,749000,339,-10000,832000,835000000
OTKNETWORK,1682,719.8,47628,121000000,340,296000,231000,104000
PHILZA,7886,61.3,162626,484000,341,192000,410000000,520000000
QOJQVA,4306,208.5,11973,898000,342,72000,169000,635000000
RATIRL,5180,153,19829,793000,343,88000,750000,469000000
餐餐自由配,5016,161.6,38259,811000,344,17000,429000,122000000
TEUF,5072,158.4,23702,803000,345,113000,281000,121000000
ADMIRALBULLDOG,4676,181.7,56253,849000,346,19000,776000,123000000
DEEPINS02,8767,42,126995,368000,347,149000,142000000,375000000
슈카월드,10610,14.5,23951,154000,348,36000,130000,271000000
CHAP_GG,4979,161.3,42505,803000,349,118000,236000,512000000
H2P_GUCIO,4431,195.3,17510,865000,350,54000,303000,463000000
SOLARYHS,1954,587.8,20855,115000000,351,12000,188000,571000000
DHALUCARD,4318,200.7,30074,867000,352,-13000,497000,434000000
FOLAGORLIVES,3468,278.3,57813,965000,353,191000,147000000,469000000
MAYA,8631,42,91250,363000,354,133000,722000,197000000
ASUNAWEEB,10312,15.5,35527,160000,355,140000,735000,181000000
GAMERBROTHER,8257,48.3,76709,399000,356,127000,327000,362000000
LOCKLEAR,6847,81.8,58905,560000,357,145000,188000000,647000000
SANTUTU,7749,58.7,21763,455000,358,545000,467000,140000000
MOKRIVSKYI,10009,18.8,94641,188000,359,31000,897000,256000000
FORTNITE,10159,16.8,700529,171000,360,91000,521000000,109000000
UBERHAXORNOVA,3852,234.9,15989,905000,361,24000,541000,288000000
XXXTHEFOCUSXXX,5382,134.3,51974,723000,362,849000,157000000,207000000
M0NESYOF,10913,7,18435,767000,363,127000,577000,119000000
CROWN,8764,37,152639,324000,364,-16000,188000,136000000
TPABOMAH,5271,137.9,21712,727000,365,165000,445000,271000000
CD PROJEKT RED,10962,5.7,286335,621000,366,90000,434000,190000000
XROHAT,6041,105.2,67456,635000,367,255000,611000,163000000
PUNZ,4569,176.1,61243,804000,368,72000,143000000,180000000
KITBOGA,7945,51.7,44265,411000,369,52000,113000000,332000000
GRONKHTV,1599,719.4,23816,115000000,370,65000,458000,214000000
SAPNAPLIVE,9714,20.7,75655,201000,371,111000,119000000,536000000
오킹,4103,208,19134,853000,372,151000,768000,314000000
NYANNERS,7070,71.7,27613,507000,373,128000,848000,117000000
SCHRODINGERLEE,4495,179.2,7496,805000,374,991000,711000,808000
THEREALMARZAA,4729,164,28340,776000,375,154000,115000000,139000000
SUMMONERSINNLIVE,4367,186,105574,812000,376,13000,570000,156000000
REZO,9831,17.6,33582,172000,377,155000,468000,710000000
おにや,7565,57.4,31876,434000,378,84000,191000,330000000
ZUBAREFFF,8372,40.1,18130,336000,379,466000,435000,464
DENDI,4641,165.1,30188,766000,380,247000,975000,683000000
ROOTTHEGAMER,8171,43.4,25445,354000,381,91000,831000,966000
ZLOYN,7153,66,74131,472000,382,117000,808000,284000000
쌍베,5147,137,31421,705000,383,11000,226000,531000000
JOKERDTV,3179,293.6,308086,933000,384,62000,243000,218000000
노돌리,3776,227.4,19147,858000,385,91000,237000,159000000
DIAZBIFFLE,6612,79.5,46932,525000,386,152000,520000,104000000
FRAMETAMER666,6678,77.2,58858,516000,387,558000,511000,132000000
花輪同學,3112,299.3,20543,931000,388,45000,253000,157000000
GTAWISEGUY,4231,188.3,22833,797000,389,56000,318000,247000000
SAPNAP,10366,7.8,287152,804000,390,36000,303000000,127000000
SHAUNZ,4637,160.4,29020,744000,391,80000,260000,321000000
VEIBAE,8621,32.1,37876,277000,392,125000,947000,134000000
LENAGOL0VACH,5337,123.1,17104,657000,393,82000,343000,295000000
IM_DONTAI,6222,88.6,46789,551000,394,280000,161000000,106000000
ELOTRIX,5934,97.1,77178,576000,395,167000,142000000,329000000
JOLAVANILLE,3749,221.6,13277,831000,396,114000,345000,154000000
MRSAVAGE,6876,67.4,88531,464000,397,265000,277000000,416000000
中信兄弟官方頻道,6026,92.6,57079,558000,398,32000,133000,227000000
ELZEEIN,5286,121.5,18648,642000,399,130000,174000,318000
얍얍,5692,104.3,35476,594000,400,381,327000,890000000
REVEDTV,7124,59.6,75163,425000,401,131000,879000,251000000
THEKAIRI78,4874,140.4,51592,684000,402,313000,157000000,133000000
SASATIKK,3740,217.2,41391,812000,403,48000,153000,169000000
HUSKERRS,4434,164.5,40962,730000,404,66000,106000000,397000000
PROD,3552,234.3,12692,832000,405,281000,583000,822000000
VALORANT_KR,5841,96.5,24122,564000,406,155000,999000,897000000
EUMASTERS,7415,51.1,44056,379000,407,45000,137000,542000000
한갱,6554,73.2,19893,479000,408,193000,376000,204000000
THIJS,4888,136.9,44931,669000,409,988,785000,114000000
UNGESPIELT,4032,189.9,25706,765000,410,321000,136000000,311000000
BONJWA,2454,385.5,33444,946000,411,677,215000,835000000
