Nombres Streamers,AVG viewers,Time Streamed (hours),All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
AMPETERBY7,5442,109,143231,593000,412,916000,226000000,183000000
RUSH,6431,73.8,21743,474000,413,77000,597000,249000000
AGRAELUS,4304,167.8,54289,722000,414,38000,603000,887000000
ALTAIR,3431,239.3,11408,821000,415,43000,868000,142000000
POLISPOL1,4363,163.2,47586,712000,416,883000,882000,708000000
STAIY,4991,127.8,17698,638000,417,78000,290000,340000000
ELCHIRINGUITOTV,4193,173.9,129514,729000,418,312000,750000,178000000
LOLWORLDCHAMPIONSHIP,1737,583.7,4936,101000000,419,211000,768000,181000000
TEEPEE,3975,188.9,78741,751000,420,68000,896000,494000000
ANTHONYZ,3671,213.1,32911,782000,421,30000,585000,367000000
RPGLIMITBREAK,3950,189.1,30652,747000,422,21000,128000,371000000
嬌兔,3797,201.3,12463,764000,423,19000,241000,628000000
김진우,3565,220.5,33849,786000,424,12000,327000,356000000
TONTON,4016,182.1,43194,731000,425,181000,421000,372000000
악어,6035,81.6,65818,493000,426,686,356000,202000000
FRTTT,2498,362,8153,904000,427,193000,364000,109000000
GRENDY,4546,145.8,8410,663000,428,90000,131000,590000000
IAMCRISTININI,4483,148.8,58228,667000,429,638000,312000000,922000000
AMAR,4876,126.3,183300,616000,430,94000,146000000,617000000
SYMFUHNY,4039,176.2,47884,712000,431,45000,360000000,923000000
QUARTERJADE,5784,87.5,37287,506000,432,131000,970000,244000000
BETHESDA,8983,14.8,382658,133000,433,72000,667000,356000000
NICKEH30,4838,127.1,88180,615000,434,390000,409000000,799000000
JELTY,5328,104.6,72174,557000,435,183000,286000000,790000000
AQUINOBY2002,5909,82.7,11477,489000,436,181000,551000,539000000
RICHWCAMPBELL,7534,39.7,71463,299000,437,104000,603000,229000000
SEQUISHA,2697,318.9,58982,860000,438,20000,370000,289000000
MYM_ALKAPONE,4433,147.6,39163,654000,439,29000,110000000,615000000
BOTEZLIVE,7192,45.6,86864,328000,440,127000,110000000,864000000
GRENBAUD,7430,40,44756,297000,441,99000,831000,933000000
XMERGHANI,5923,78.1,15369,463000,442,107000,271000,431000000
DALTOOSH,4628,132.4,30181,613000,443,56000,728000,197000000
EROBB221,4546,136.1,34103,619000,444,113000,403000,116000000
BECCA_BILLS,8163,23.9,10243,195000,445,20,20,--
XARI,5340,97,53814,518000,446,141000,395000,205000000
HONEYDAE1485,9235,6.5,38188,595000,447,102000,105000,27000
狂暴西南2,4468,137.1,7768,612000,448,935,532000,114000000
NISSAXTER,4626,128.3,17078,594000,449,91000,607000,120000000
BEAST1K,2793,288.1,9915,805000,450,48000,426000,714000
SINGSING,3158,241.2,24068,762000,451,639,625000,101000000
STEELMAGE,4454,135.4,27882,603000,452,25000,129000,213000000
CLASSYBEEF,2125,411.5,51120,874000,453,43000,264000,208000000
GENSYXA,7087,41.5,40832,294000,454,131000,960000,333000000
STROGO1337,6928,44.8,16561,310000,455,133000,339000,530000000
MYNTHOS,4133,151.8,20056,627000,456,180000,199000,104000000
SKILL4LTU,3661,186.1,15912,681000,457,36000,233000,218000000
RDCGAMING,6964,42.4,24121,295000,458,175000,498000,227000000
SMITEGAME,1795,497.7,88784,893000,459,463,680000,204000000
파카9999,5782,73.7,47236,426000,460,55000,398000,246000000
VALORANT_LA,4554,125,50960,569000,461,168000,283000,680000000
SKYLINETVLIVE,7075,38.8,30995,275000,462,253000,777000,773000
OHNEPIXEL,3891,165.8,16998,645000,463,186000,208000,269000000
DARIOMOCCIATWITCH,4544,125,21206,568000,464,68000,390000,237000000
LACOBRAAA,4017,156.5,12196,629000,465,165000,156000,264000000
EASTGEEKSMASH,8464,12.9,27100,109000,466,25000,335000,230000
던전앤파이터_공식채널,8903,6.1,39423,543000,467,24000,378000,515000
SKYRROZTV,3858,165.9,77966,640000,468,162000,103000000,285000000
波靈,2967,249,11585,739000,469,111000,779000,201000000
TRICKYWI,1960,436.4,6340,855000,470,167000,162000,131000000
DOGDOG,4708,113.4,31142,534000,471,414,635000,706000000
PVFRANGO,3367,204.3,37135,688000,472,480000,310000,422
STOOPZZ,3543,188.2,14221,667000,473,25000,165000,381000000
DOUGDOUGW,6897,39.7,13183,274000,474,147000,502000,275000000
탬탬버린,4258,135.8,18953,578000,475,25000,580000,541000000
KATIE_LALLS,7670,23.5,24846,180000,476,19,10000,--
LEVO,4251,136,18072,578000,477,63000,734000,393000000
TINAKITTEN,7307,30.1,54388,220000,478,114000,124000000,129000000
POPO,7865,19.7,44378,155000,479,26000,410000,116000000
PAYO,2739,272.3,12263,746000,480,52000,268000,302000000
NADIA,3530,184.7,6365,652000,481,192000,461000,398000
XPOSED,4048,146,18711,591000,482,81000,526000,182000000
BETBOOM_RU2,5191,87.9,40895,456000,483,100000,335000,862000
GENBURTEN,3221,212.8,11638,686000,484,266000,426000,735000000
ボドカさん,3310,203.9,16996,675000,485,214000,231000,117000000
LCKCL,7334,27.8,18415,203000,486,23000,632000,517000000
TVPLAY_CALCIOMERCATOIT,4469,119.9,6622,536000,487,36000,229000,409000000
KATIE_VALLS,7542,23.4,23170,176000,488,15,18000,--
BTSSMASH,2218,358.5,94269,795000,489,74000,366000,226000000
殺梗,2546,297.2,20361,757000,490,218,320000,116000000
INSYM,4470,119,24271,532000,491,105000,371000,623000000
PIZFN,2826,254.7,24961,720000,492,111000,592000,275000000
MANDE,4229,130.6,12281,552000,493,137000,322000,886000000
GLORIOUS_E,2890,244.9,40764,708000,494,78000,195000,746000000
TAYLOR_JEVAUX,5186,84.6,19400,439000,495,295000,168000000,340000000
GAECHKATM,6891,34.7,41653,239000,496,151000,431000,112000000
KMSENKANGOO,4363,122.1,15930,533000,497,170000,182000,525000
DISTORTION2,4045,140.6,19154,569000,498,15000,514000,384000000
REBORN_LIVE,4335,122.1,113707,529000,499,486000,223000000,455000000
SWEATCICLE,3558,174.1,61948,619000,500,127000,363000,941000000
AMAZONMUSICDE,8240,8.9,61163,729000,501,48000,121000,734000000
ALEXBY11,5675,65.2,73607,370000,502,403000,320000000,476000000
TASPIO,3212,204.5,29556,657000,503,218000,572000,770000000
AZTECROSS,5403,74.3,29157,401000,504,165000,246000,285000000
ESL,5550,69,39743,383000,505,207000,288000,681000000
SHLOROX,3152,209.8,21757,661000,506,14000,399000,696000000
MAXIMUM,4249,125.4,161544,533000,507,16000,395000,411000000
FL0M,2704,262.3,19873,709000,508,34000,765000,734000000
DROPPED,2978,227.2,12669,676000,509,124000,285000,609000000
GONCHO,4402,115.2,62766,507000,510,60000,109000000,419000000
YASSUO,4204,125.2,90095,526000,511,-62000,199000000,108000000
REVENTXZ,3838,148,93336,568000,512,344,900000,331000000
TUANZY,8262,6.2,82312,509000,513,94000,317000,442000
MLODZIUTKI7,5703,60.6,15391,346000,514,84000,118000,107000000
VICKYPALAMI,3914,140.8,31330,551000,515,441000,303000,398000000
SNEAKYLOL,2369,308.6,34565,731000,516,-141,176000000,141000000
QUITELOLA,3870,142.9,15251,553000,517,352000,586000,148000
COSCU,5867,54.3,425659,318000,518,217000,360000000,883000000
COCONUTB,3831,145,45858,556000,519,46000,400000,156000000
AXOZER,3878,141.8,557151,550000,520,862000,254000000,289000000
WILLNEFF,6168,45.8,42590,282000,521,123000,376000,879000000
ZANOXVII,5106,79.3,158760,405000,522,117000,159000000,301000000
마젠타_,4260,117.7,13549,502000,523,275000,357000,195000000
MELHARUCOS,3078,207.4,14845,638000,524,42000,402000,806000000
AVERAGEJONAS,1551,525.2,26481,815000,525,550000,853000,181000000
TEEGRIZZLEY,5606,60.9,35133,342000,526,187000,870000,535000000
PQUEEN,5567,62.1,362223,346000,527,292000,211000000,514000000
RAINBOW6BRAVO,6433,38,77348,244000,528,66000,226000,386000000
BROXAH,3948,135,19261,533000,529,98000,390000,965000000
ROBCDEE,3379,176.2,14876,595000,530,49000,261000,139000000
RDJAVI,4443,105.6,6732,469000,531,113000,913000,325000
LCO,6652,31.8,21322,211000,532,27000,356000,528000000
ROYALPHUNK,3291,183,23104,602000,533,18000,257000,324000000
叶ちゃんねる,5522,61.4,18647,339000,534,182000,266000,165000000
TOLKINLOL,3577,157.2,21562,562000,535,76000,211000,118000000
DRUTUTT,4679,91.9,12200,430000,536,113000,344000,906000000
DIARIOSPORT,5617,57.1,22085,321000,537,11000,90000,224000000
PUTUPAU,2419,285.6,21928,691000,538,100000,338000,817000000
KOSTEZE,6168,40.9,15901,252000,539,251000,822000,879000
MAYICHI,3571,155.2,36022,554000,540,143000,156000000,363000000
ASPASZIN,7733,8.9,13982,687000,541,52000,304000,480000000
IJENZ,1157,720,2658,833000,542,408000,575000,143000000
MAXIM,3461,162.6,21262,563000,543,28000,448000,223000000
SAVYULTRAS90,1153,720.1,10918,831000,544,53000,135000,385000000
GAMESDONEQUICK,2855,219.8,247432,628000,545,-11000,194000000,380000000
富邦悍將官方頻道,5199,67.9,27353,353000,546,33000,527000,561000
SHIVFPS,3750,138.4,41373,519000,547,83000,144000000,506000000
FUNNYHOODVIDZTV,4942,76.6,8698,379000,548,402,392000,206
ALPHACAST,3927,125.6,52543,493000,549,76000,599000,409000000
SILKY,5076,70.6,16129,358000,550,99000,367000,641000000
AYEZEE,4447,96.6,12419,429000,551,23000,152000,420000000
ORANGEMORANGE,5963,42.3,15704,252000,552,-33000,544000,243000000
SHISHEYU_MAYAMOTO,3765,134.6,14233,507000,553,60000,998000,775000000
DATMODZ,2364,282.8,22824,669000,554,46000,363000,482000000
RTGAME,4311,102,20579,440000,555,49000,111000000,183000000
KING_S0YER,3438,157.2,12169,540000,556,242000,472000,--
HIKO,4780,80.3,41689,384000,557,14000,176000000,696000000
DOTA2RUHUB,3234,174.3,236164,564000,558,29000,960000,337000000
ELMIILLOR,6068,38.4,47655,233000,559,-122,790000,823000000
LITTLEBIGWHALE,3812,129.4,101276,493000,560,204000,548000,271000000
NEVER_LOSES,3983,118.4,14244,472000,561,14000,258000,530000000
THE_HAPPY_HOB,3278,168.2,24909,551000,562,22000,304000,211000000
LUZU_TV,3327,163.7,10317,545000,563,206000,142000,411000
JRKZ,4571,87.2,19115,399000,564,66000,638000,320000000
ゆきお2,3304,165,31289,545000,565,38000,134000,297000000
GIGGUK,5899,41.1,12393,242000,566,279000,274000,662000
CAMELIAAA92,3846,124.8,11368,480000,567,174000,172000,--
CHESS,5171,62.7,139185,324000,568,30000,817000,348000000
TYCENO,4837,75,44487,363000,569,143000,640000,517000000
XTHESOLUTIONTV,3235,169.6,32937,549000,570,91000,587000,124000000
C_A_K_E,3674,135.4,34112,497000,571,13000,341000,897000000
MOUNT,2565,243.7,35951,625000,572,135000,781000,303000000
SARUEI,2195,304.3,9357,668000,573,110000,351000,531000000
FRITZ_MEINECKE,6302,29.9,24193,189000,574,172000,356000,284000000
NOCTAQ,5874,40.4,97687,237000,575,94000,189000,208000000
CHAOTICMUCH,2653,230.9,10820,613000,576,412000,129000,155000000
ROGUE,4102,107.9,29984,443000,577,60000,771000,236000000
XTH0REK,4111,107.3,13015,441000,578,20000,251000,157000000
피닉스박1,2635,232.4,18114,612000,579,97000,221000,224000000
룩삼,3324,159.9,32932,532000,580,19000,299000,467000000
KINGGOTHALION,3368,156.1,86264,526000,581,34000,964000,495000000
AXTLOL,2976,190.7,50764,567000,582,14000,877000,608000000
LOSPOLLOSTV,4063,108.2,57589,439000,583,30000,684000,231000000
LOSSIMPSON24HORAS2022,1984,341.5,4703,678000,584,218000,334000,1
ESL_CSGOB,3859,118.7,198845,458000,585,97000,952000,670000000
BECCA_KILLS,6767,17.6,8367,119000,586,6,6,--
PIETSMIET,5125,60.4,125743,310000,587,18000,747000,593000000
FPSTHAILAND,2887,195.8,55381,565000,588,60000,535000,803000000
BLACKUFA,3787,121.4,18921,460000,589,24000,331000,592000000
TEAMFIGHTTACTICS,5020,62.9,15937,316000,590,75000,724000,813000
TENDERLYBAE,6907,13.5,72647,931000,591,179000,117000000,946000000
DUENDEPABLO,2679,218.7,31018,586000,592,19000,923000,394000000
SCARRA,2896,193.2,42650,560000,593,28000,160000000,113000000
火暴可可,6552,20.3,20341,133000,594,68000,197000,106000000
ICEBERGDOTO,3891,113.9,29800,443000,595,85000,355000,262000000
GALAXYRACERSEA,5935,34.3,18265,203000,596,93000,95000,42
POKERSTARS,3533,136.3,29491,482000,597,94000,306000,317000000
TOMATO,4395,86.5,9319,380000,598,983,141000,804000000
SOMMERSET,2070,314.6,26079,651000,599,300000,127000000,268000000
RAY__C,2396,255.3,75789,612000,600,23000,517000,223000000
SKERMZ,3638,127.9,5059,465000,601,75000,978000,116000000
MIGHTYTEAPOT,3182,162.8,23620,518000,602,139000,746000,557000000
LITKILLAH,7070,9,103784,632000,603,179000,245000000,204000000
KKATAMINA,3990,105.7,38758,422000,604,90000,534000,149000000
瑞斯帝亞,2730,208,20609,568000,605,70000,180000,134000000
BYSTAXX,5250,51.8,269907,272000,606,236000,206000000,308000000
NADESHOT,5936,31.9,89778,189000,607,136000,191000000,624000000
ALBAARA,3204,158,16655,506000,608,250000,214000,213000
MAZELLOVVV,5776,35.4,18458,204000,609,274000,452000,522000000
REALZBLUEWATER,2159,289.9,43644,626000,610,307,110000,375000
ZEVENTPLAYS,5095,55.6,8899,283000,611,285000,344000,--
SMOKE,4345,84.9,31955,369000,612,21000,273000,157000000
SHOTZ,2938,181,17120,532000,613,25000,328000,210000000
NIGHTBLUE3,4587,73.6,90231,338000,614,35000,272000000,257000000
LIMINHAG0D,1665,406.9,56534,678000,615,59000,559000,253000000
BECCA_ZILLS,6093,26.2,7088,160000,616,19,17000,--
SYPHERPK,3731,116.2,148785,433000,617,165000,601000000,112000000
PESTILY,3423,137,244422,469000,618,17000,121000000,695000000
RELAXING234,4480,77.2,56011,346000,619,952,452000,553000000
DREADZTV,3106,161.3,51454,501000,620,17000,690000,199000000
KAYDOP,4141,91.8,50600,380000,621,44000,668000,180000000
죠니니,3189,153.4,13712,489000,622,36000,959000,559000000
踢虧,3355,139.9,18587,469000,623,18000,114000,229000000
JARNOOPMEER,5083,52.7,18929,268000,624,101000,231000,214000000
JACKMANIFOLDTV,5909,28.9,175423,171000,625,134000,189000000,172000000
PATHOFEXILEBOTA,2758,194.7,12611,537000,626,26000,625000,101000000
BAOO,2584,215.1,22711,556000,627,276000,379000,218000000
CYDONIA_CHIARA,3396,135.4,19473,460000,628,44000,136000,600000000
DKAYED,4759,62.6,21147,298000,629,16000,186000,347000000
BTSSMASH2,4352,79.1,30477,344000,630,102000,844000,144000000
TRUEGEORDIE,5868,28.3,47382,166000,631,36000,279000,188000000
ODABLOCK,2534,218.7,49656,554000,632,33000,254000,131000000
ATK,1756,366.1,7796,643000,633,45000,998000,748000000
BECCA_EILLS,6058,23.3,9254,141000,634,12,17000,--
BRUCEGRANNEC,3722,110.3,43188,410000,635,55000,637000,350000000
앰비션_,3395,132.1,64161,449000,636,30000,469000,549000000
이춘향,2096,286.3,12515,600000,637,32000,242000,226000000
러너교,3266,141.9,20253,463000,638,937,251000,252000000
飴宮なずな,5031,50.7,53934,255000,639,173000,229000,--
BIGFLOETOLILIVE,6533,12.2,15910,799000,640,354000,174000,111000000
貝克,1018,707.6,14749,720000,641,111,109000,304000000
ZENTREYA,3609,115.9,25817,418000,642,79000,357000,716000000
SLIMECICLE,6653,9.5,58382,629000,643,120000,999000,244000000
世誠,3837,102,19598,391000,644,25000,122000,161000000
JONVLOGS,5095,47.8,21617,243000,645,188000,105000000,134000000
SARDOCHE,3093,153.9,146958,476000,646,18000,131000000,120000000
MOTHER3RD,2697,193.1,37974,521000,647,139000,150000,328000000
AC7IONMAN,1866,330.9,22397,617000,648,120000,650000,556000000
TERRACID,4384,73.8,18290,323000,649,129000,805000,126000000
LAZVELL,6310,15.5,22111,979000,650,60000,218000,515000000
VINESAUCE,4956,51.4,19347,255000,651,18000,537000,410000000
R6ESPORTSBR,4541,66.6,87521,303000,652,26000,552000,484000000
HUDSONAMORIM1,4031,89.7,12878,362000,653,203000,207000,4
YAYSTER,6627,8.9,20103,589000,654,65000,240000,926000
AVOIDINGTHEPUDDLE,4324,75.6,20916,327000,655,13000,402000,286000000
WUDIJO,2130,273.5,9720,583000,656,58000,937000,113000000
EURIECE,3824,100.5,54541,384000,657,74000,311000,130000000
ROFLGATOR,3392,128,22168,434000,658,167,295000,134000000
JUJALAG,2932,166.1,8442,487000,659,95000,370000,667000000
KARCHEZ,4091,85.9,57020,351000,660,429000,133000000,184000000
SONYELECTRONICS,6708,6.9,9657,460000,661,823,11000,10
FARFA,2436,222.1,8683,541000,662,40000,958000,539000000
KAMITO_JP,4219,78.9,7741,333000,663,266000,785000,200000
KHAOSADAM,2549,206.8,11294,527000,664,28000,892000,271000000
RAXXANTERAX,2280,244.5,8298,558000,665,59000,804000,903000000
嵐提,6549,8.8,9812,575000,666,40000,467000,321000
REAL_BAZZI,3316,131,62206,434000,667,24000,287000,933000000
옥냥이,3282,132.8,15436,436000,668,15000,308000,270000000
CAPTAINPUFFY,4881,50.6,128700,247000,669,22000,156000000,143000000
TWITCHGAMING,6226,14.4,123325,897000,670,-370,607000,101000000
ILAME,2151,262.5,10780,565000,671,23000,349000,538000000
KROOZZNS,2392,223.6,24255,535000,672,282000,330000,579000
김뚜띠_,3301,129.6,8606,428000,673,38000,193000,136000000
ARROZYDESGRACIAS,2934,160.3,10037,470000,674,432000,857000,419000
PUBG_BATTLEGROUNDS,4346,70,184404,304000,675,40000,103000000,103000000
BERLEEZY,6166,14.9,19361,920000,676,74000,567000,343000000
CR1TDOTA,3080,146.6,11484,452000,677,66000,225000,104000000
POW3RTV,1919,304.5,69396,584000,678,100000,189000000,762000000
TITANLOL1,3991,85.4,13209,341000,679,128000,267000,415000000
SOLARYFORTNITE,963,720,175009,694000,680,111000,207000000,145000000
ITSHAFU,2529,202,67682,511000,681,35000,128000000,125000000
KYO1984123,2105,266.1,12609,560000,682,16000,171000,835000000
BY_OWL,4950,46,27558,227000,683,83000,435000,201000000
DANSGAMING,2646,186.8,58718,494000,684,270,833000,149000000
SLAKUN10,5486,29.7,86090,163000,685,295000,407000000,175000000
ALEXCLICK,3750,97.2,30119,364000,686,31000,178000,159000000
NICEWIGG,3137,139,71033,436000,687,57000,621000,163000000
SKILLZ0R1337,5417,31.4,30904,170000,688,76000,219000,477000000
LEBOUSEUH,4018,82.7,315018,332000,689,324000,180000000,297000000
BOBROSS,1860,312.5,16643,581000,690,29000,204000000,475000000
GOODTIMESWITHSCAR,6047,15.2,18303,920000,691,92000,408000,164000000
VALORANTLEAGUE_TR,3279,126.2,163677,414000,692,81000,448000,273000000
CDNTHE3RD,2657,183,159771,486000,693,784,203000000,695000000
GRPZDC,3415,116.4,12940,398000,694,422,742000,499000000
SILENT,2933,154.6,20171,453000,695,14000,229000,121000000
ANNOYING,3927,85.6,20885,336000,696,87000,671000,104000000
JOSEDEODO,6079,13.9,13583,843000,697,62000,324000,306000000
TFBLADE,2907,156,53026,453000,698,32,122000000,980000000
ぐちつぼ,3880,87.6,9343,340000,699,41000,133000,424000000
依渟,2775,168.9,15511,469000,700,76000,327000,266000000
PURPLEBIXI,4655,53.1,33005,247000,701,120000,267000,153000000
FIFAKILLVIZUALZ,2579,189.2,26510,488000,702,124000,367000,539000000
さくらみこ,5965,15.6,17284,927000,703,37000,264000,211000000
BLAUSTOISE,2929,152,36147,445000,704,64000,388000,146000000
GAFALLEN,5622,22.7,112238,128000,705,31000,143000000,431000000
HAFTHORJULIUS,3758,91.5,94118,344000,706,478000,251000,167000000
APASNAYARYKA,4229,68.1,8878,288000,707,61000,202000,265000000
HAYASHII,3050,139.4,67651,425000,708,14000,368000,128000000
SAMUELETIENNE,4565,54.1,84968,247000,709,79000,541000,995000000
ELWYCCO,4625,51.9,12032,240000,710,27000,212000,120000000
TFTODDY,2196,238,6651,523000,711,63000,489000,708000
THEDANDANGLER,3872,84.2,19282,326000,712,322000,406000,759000000
TRU3TA1ENT,2754,165.6,13388,456000,713,743,679000,400000000
RAKIN,2419,204.2,52992,494000,714,108000,158000000,985000000
NMPLOL2,5316,29.3,7973,156000,715,206000,105000,456000
똘똘똘이_,1880,295.1,19685,555000,716,412,145000,420000000
SHEEPFARMER,4053,74.4,12778,302000,717,70000,463000,230000
BTSBRASILTV,924,719.8,51834,665000,718,16000,229000,693000000
KATIE_BALLS,5520,23.4,8825,129000,719,10,26000,--
삼식,2564,184.4,29855,473000,720,44000,200000,763000000
FOXENKIN,924,718.6,4762,664000,721,73000,326000,114000000
포셔,2236,228.3,9422,511000,722,53000,101000,123000000
CLOAKZY,4276,63.7,67285,272000,723,14000,281000000,615000000
CHOCOTACO,2428,200.6,105530,487000,724,63000,129000000,706000000
해기님,1225,511.4,5495,626000,725,22000,800000,860000000
DESST3,2458,196.2,18709,482000,726,157000,350000,128000000
EL_YUSTE,3685,91.9,19125,339000,727,36000,132000,293000000
FANTABOBSHOW,2871,150.8,47353,433000,728,158000,503000,237000000
龜狗,2397,203.4,10207,488000,729,39000,276000,375000000
わいわいの部屋,4376,58,8347,254000,730,61000,754000,478000
ATRIOC,4067,71.2,15559,290000,731,60000,284000,470000000
MASONDOTA2,4120,68.5,11948,282000,732,17000,226000,189000000
IZAKOOO,3377,109,105566,368000,733,49000,173000000,190000000
TEKKEN,5567,20.2,52686,113000,734,29000,206000,289000000
METASHI12,3127,126.8,38267,397000,735,33000,153000,120000000
SUPERTF,2452,193.5,19822,474000,736,15000,472000,155000000
SMALLANT,3807,83.1,22707,316000,737,120000,118000000,167000000
FILIAN,3908,77.5,7574,303000,738,402000,413000,547000
GERNADERJAKE,2796,153.3,28980,429000,739,30000,450000,330000000
HALO,4926,36.5,96627,180000,740,17000,675000,271000000
濃いめのあかりん,2807,152,8490,427000,741,175000,193000,311000000
IDREAU_,3378,106.3,10820,359000,742,79000,130000,225000000
BECCA_UILLS,5325,24.7,6612,132000,743,6,17000,--
LUZU,4892,36.8,297138,180000,744,395000,257000000,160000000
XFIBII,3575,92.4,20548,330000,745,499000,340000,346000000
AIMSEY,3941,72.8,30874,287000,746,265000,868000,271000000
冠緯,3132,121.4,34791,380000,747,19000,115000,133000000
LORDAETHELSTAN,3229,113.8,13707,367000,748,123000,109000,654000
KUERTOV,5739,12.9,17110,739000,749,176000,202000,828000
LILSIMSIE,3686,84.5,23436,311000,750,90000,675000,117000000
DES0UT,4989,31.8,22215,158000,751,31000,366000,184000000
AROYITT,3533,92.5,53604,327000,752,799000,186000000,253000000
SOLOGESANG,2199,218.5,10928,481000,753,21000,134000,158000000
REVENANT,1991,253.1,18544,504000,754,129,423000,347000000
LINOBRATZ,5965,6.8,12694,405000,755,49000,51000,--
POHX,2171,222.2,19967,482000,756,143000,118000,975000000
WOLFABELLE,1977,254.4,8851,503000,757,39000,286000,307000000
XENOSYSVEX,2357,194.1,15661,457000,758,35000,119000,761000000
STARYUUKI,3901,70.4,33699,275000,759,268000,269000000,423000000
PARISPLATYNOV,2741,149.2,17497,409000,760,169000,342000,404000000
PAPAPLATTE,5480,16,66453,878000,761,13000,156000000,928000000
ZAKVIELCHANNEL,4597,41.2,31556,190000,762,69000,354000,107000000
ありさか,4959,29.4,13171,146000,763,76000,173000,199000
A_SEAGULL,2780,143.7,102132,399000,764,-13000,102000000,456000000
ZY0XXX,4149,57.8,9703,240000,765,141000,177000,161000000
BLITZSTREAM,2876,134.6,17792,387000,766,57000,159000,277000000
RUNTHEFUTMARKET,3087,117,36826,361000,767,58000,659000,191000000
BECCA_MILLS,5267,20.3,3107,107000,768,269,901,--
OMIE,3182,109.6,22877,349000,769,16000,215000,562000000
RUWARFACE,4014,62.2,13267,250000,770,66000,165000,101000000
TAXI2G,1970,247,19457,487000,771,166000,331000,631000000
EBONIVON,4257,51.6,13613,220000,772,336000,246000,273000000
UNSYMPATHISCH_TV,3730,75,37982,280000,773,86000,109000000,164000000
RUBENMARTINWEB,3722,75.3,18376,280000,774,48000,147000,609000000
KYR_SP33DY,2638,154,11762,406000,775,27000,806000,134000000
BIGBOSSBOZE,5612,10.5,12030,590000,776,43000,260000,153000000
LEEKBEATS,1150,502.4,61073,578000,777,30000,540000,309000000
SUPERJJ102,2422,177,10973,429000,778,421,151000,135000000
ESAMARATHON,897,674.6,35096,605000,779,110,282000,111000000
PIJACK11,2489,168,15911,418000,780,50000,544000,294000000
ADE3_3,3079,113.1,18295,348000,781,36000,481000,700000
FAIAR,4537,39.1,9739,177000,782,44000,943000,201000000
LIGHTFURYLF,2908,126.1,26832,367000,783,998,978000,165000000
LIGAW1N,4909,27.1,16152,133000,784,149000,341000,--
THEJRM_,3371,92.4,6753,312000,785,93000,294000,345000000
BEN_,2879,127.5,15302,367000,786,27000,896000,477000000
IMAQTPIE,1992,236.2,77541,470000,787,-20000,261000000,348000000
QUAKE,4654,34.1,25359,159000,788,23000,745000,909000000
恭一郎,1798,271.7,17821,489000,789,33000,206000,231000000
ZOIL,3326,93.3,17988,310000,790,101000,155000,279000000
VONDICE,3419,87.2,21903,298000,791,563,211000,911000000
METHOD,5332,13.7,154761,732000,792,-375,374000,782000000
THERUNNINGMANZ,3245,97.4,5869,316000,793,31000,262000,108000000
DANILA_GORILLA,5006,22.1,24954,111000,794,297000,713000,287
大丸,2521,158.4,14171,399000,795,12000,312000,599000000
NIKOLARN,2771,133.2,30044,369000,796,-83,631000,388000000
CRAZYFACETW,2556,153.9,9276,393000,797,55000,111000,956000000
BOXYFRESH,3299,93,9361,307000,798,27000,124000,428000000
SCRAPIE,3059,108.9,7308,333000,799,35000,692000,297000000
KXPTURE,2184,198.7,3492,434000,800,148000,201000,104000000
LUQUITARODRIGUEZ,3892,60.3,29880,235000,801,59000,344000,401000000
SMURF_TV,2142,204.4,7863,438000,802,19000,591000,630000000
KSPKSP,2507,157.5,7112,395000,803,37000,951000,716000000
KEZNIT1,5096,18.2,21086,929000,804,49000,289000,619000000
RIVENZI,2772,130.4,93334,361000,805,223000,229000,138000000
ZILVERK,2868,121.8,40010,349000,806,425000,167000000,965000000
LOEYA,2333,175.9,19662,410000,807,74000,155000000,690000000
AGURIN,2302,179.4,28222,413000,808,61000,210000,172000000
PRIMEGAMING,4799,25.4,156578,122000,809,14000,864000,402000000
TRITONPOKER,3424,82.2,17061,281000,810,74000,675000,939000000
TIOOROCHITWITCH,4325,40.8,32599,176000,811,425000,115000000,471000000
TVANDER,3788,62.9,34659,238000,812,17000,532000,186000000
NTK_TV,2643,140.6,24475,372000,813,112000,445000,112000000
SUPERSPEEDRUNKR,3482,78.7,7474,274000,814,38000,100000,235000000
POLSATGAMES,2566,148.3,66594,381000,815,20000,258000,599000000
8CHO,2872,119.9,59134,344000,816,447000,129000000,117000000
SMII7Y,5048,17.9,22668,902000,817,204000,924000,302000000
플러리,2263,183,12495,414000,818,231,207000,377000000
WHIPPY,2523,151.7,34930,383000,819,216,489000,198000000
DEADLYSLOB,2530,151,104568,382000,820,551,392000,227000000
CASINODADDY,1363,379.6,17811,517000,821,772,171000,283000000
MORTDOG,3481,77.7,15598,271000,822,62000,177000,272000000
HANDIOFIBLOOD,5251,12.1,65007,636000,823,25000,816000,225000000
인간젤리,2164,195.5,21363,423000,824,-19,173000,313000000
THEDAARICK28,4033,50.7,7227,204000,825,75000,212000,288000000
KYOOTBOT,3586,71.2,11510,255000,826,104000,394000,806000000
RYBSONLOL_,1883,241.1,14177,454000,827,54000,241000,142000000
MOGTALK,4527,32.1,16388,145000,828,23000,294000,972000
AURATEUR,2073,207.9,15899,431000,829,663,162000,148000000
WEPLAYCSGO_EEU,3440,78.9,550725,271000,830,-61000,524000,404000000
BAWKBASOUP,2271,178.8,23018,406000,831,20000,147000,110000000
MYSTARIAS,5026,16.7,9902,841000,832,240000,231000,143000
