Nombres Streamers,AVG viewers,Time Streamed (hours),All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
RAINBOW6BRAVO,7185,12.6,77348,904000,526,,,
世誠,4182,115.4,19598,482000,527,,,
SHLOROX,3162,194.6,21757,615000,528,,,
AQUINOBY2002,5244,65.3,11477,342000,529,,,
RUWARFACE,6046,38.7,13267,234000,530,,,
MELHARUCOS,3039,205.9,14845,626000,531,,,
TWITCHGAMING,6769,20.3,123325,137000,532,,,
PVFRANGO,3261,182.1,37135,594000,533,,,
YASSUO,4085,118.7,90095,485000,534,,,
SILKY,4763,82.2,16129,392000,535,,,
GIGGUK,5899,41.1,12393,242000,536,,,
AMAR,3954,124.4,183300,492000,537,,,
AMAZONMUSICDE,7261,7.7,61163,562000,538,,,
COSCU,5130,65.2,425659,334000,539,,,
BECCA_KILLS,6767,17.6,8367,119000,540,,,
IJENZ,1178,719.8,2658,848000,541,,,
叶ちゃんねる,5691,44.8,18647,255000,542,,,
ゆきお2,3287,172.2,31289,566000,543,,,
ZANOXVII,4979,69.2,158760,344000,544,,,
AXTLOL,3041,196.3,50764,597000,545,,,
FARFA,2271,307.2,8683,698000,546,,,
MAZELLOVVV,5964,35.8,18458,214000,547,,,
火暴可可,6558,20.6,20341,135000,548,,,
HAYASHII,3909,123.1,67651,481000,549,,,
DRUTUTT,4877,71.9,12200,351000,550,,,
FUNNYHOODVIDZTV,4776,76,8698,363000,551,,,
KING_S0YER,3529,148.7,12169,525000,552,,,
KINGGOTHALION,3311,167,86264,553000,553,,,
TEEGRIZZLEY,5318,54.3,35133,289000,554,,,
DUENDEPABLO,2723,230.6,31018,628000,555,,,
CAMELIAAA92,3846,124.8,11368,480000,556,,,
LEVO,3935,118.9,18072,468000,557,,,
SMOKE,4546,84.9,31955,386000,558,,,
GALAXYRACERSEA,5935,34.3,18265,203000,559,,,
VALORANT_LA,3848,123.6,50960,476000,560,,,
GONCHO,4521,85.4,62766,386000,561,,,
JELTY,4431,89.7,72174,398000,562,,,
JRKZ,4462,88.1,19115,393000,563,,,
PQUEEN,5545,45.3,362223,251000,564,,,
TENDERLYBAE,6845,11.3,72647,771000,565,,,
SAVYULTRAS90,1231,656.3,10918,808000,566,,,
DATMODZ,2317,287.2,22824,665000,567,,,
HIKO,4580,80.5,41689,369000,568,,,
NADESHOT,5936,31.9,89778,189000,569,,,
富邦悍將官方頻道,5237,53.6,27353,280000,570,,,
ELMIILLOR,6018,29.3,47655,176000,571,,,
XTHESOLUTIONTV,3179,171.6,32937,545000,572,,,
ESL_CSGOB,3718,127.6,198845,474000,573,,,
LAZVELL,5366,48.1,22111,258000,574,,,
AXOZER,3530,140.7,557151,497000,575,,,
KOSTEZE,5448,45.1,15901,246000,576,,,
BECCA_ZILLS,6093,26.2,7088,160000,577,,,
NEVER_LOSES,3842,118.1,14244,454000,578,,,
FRITZ_MEINECKE,6249,21.9,24193,137000,579,,,
VINESAUCE,5065,57.1,19347,289000,580,,,
SHOTZ,2922,194.6,17120,569000,581,,,
ZEVENTPLAYS,5095,55.6,8899,283000,582,,,
GAMESDONEQUICK,2835,204.2,247432,579000,583,,,
RELAXING234,4482,80.5,56011,361000,584,,,
MIGHTYTEAPOT,3271,158.3,23620,518000,585,,,
MAXIM,3417,145.4,21262,497000,586,,,
KKATAMINA,3990,105.7,38758,422000,587,,,
TOMATO,4316,86.2,9319,372000,588,,,
MOUNT,2524,240.4,35951,607000,589,,,
ICEBERGDOTO,3933,107.2,29800,422000,590,,,
VALORANTLEAGUE_TR,3729,120.2,163677,448000,591,,,
BIGFLOETOLILIVE,6533,12.2,15910,799000,592,,,
BECCA_EILLS,6058,23.3,9254,141000,593,,,
옥냥이,3226,158.5,15436,511000,594,,,
AYEZEE,4530,75.1,12419,340000,595,,,
ELWYCCO,4746,65.5,12032,311000,596,,,
RAY__C,2392,258.6,75789,619000,597,,,
피닉스박1,2619,224.2,18114,587000,598,,,
SMITEGAME,1488,493.2,88784,734000,599,,,
SONYELECTRONICS,6708,6.9,9657,460000,600,,,
SARUEI,2189,291.3,9357,637000,601,,,
TERRACID,4775,62.4,18290,298000,602,,,
CAPTAINPUFFY,4959,55.2,128700,274000,603,,,
SHEEPFARMER,4323,82.4,12778,356000,604,,,
BYSTAXX,5021,52.7,269907,264000,605,,,
KAYDOP,4032,97.5,50600,393000,606,,,
ROFLGATOR,3362,142.8,22168,480000,607,,,
앰비션_,3440,135.8,64161,467000,608,,,
XTH0REK,3979,99.6,13015,396000,609,,,
TRUEGEORDIE,5798,27.3,47382,158000,610,,,
CHAOTICMUCH,2717,206,10820,560000,611,,,
CYDONIA_CHIARA,3336,143.2,19473,478000,612,,,
BTSSMASH2,4352,79.1,30477,344000,613,,,
SKERMZ,3635,118.9,5059,432000,614,,,
AVOIDINGTHEPUDDLE,4380,75.7,20916,332000,615,,,
BRUCEGRANNEC,3643,117.5,43188,428000,616,,,
PIETSMIET,4643,63.9,125743,296000,617,,,
REALZBLUEWATER,2156,286.7,43644,618000,618,,,
DKAYED,4872,53.7,21147,262000,619,,,
SHIVFPS,3437,130.4,41373,448000,620,,,
GAFALLEN,5750,24.8,112238,143000,621,,,
ITSHAFU,2777,191.5,67682,532000,622,,,
LITKILLAH,6226,12.8,103784,795000,623,,,
CLOAKZY,4655,61.1,67285,284000,624,,,
SAMUELETIENNE,4639,61.5,84968,285000,625,,,
KROOZZNS,2560,217.7,24255,557000,626,,,
ALEXCLICK,3779,105.1,30119,397000,627,,,
PURPLEBIXI,4538,65.6,33005,297000,628,,,
DISTORTION2,3466,126.1,19154,437000,629,,,
TRITONPOKER,3468,125.9,17061,437000,630,,,
TITANLOL1,3662,111.2,13209,407000,631,,,
KHAOSADAM,2425,234,11294,567000,632,,,
さくらみこ,6130,13.3,17284,817000,633,,,
GOODTIMESWITHSCAR,6047,15.2,18303,920000,634,,,
JARNOOPMEER,5048,44,18929,222000,635,,,
R6ESPORTSBR,5124,41.3,87521,211000,636,,,
BLACKUFA,3744,104.7,18921,392000,637,,,
죠니니,3140,149.8,13712,470000,638,,,
TRICKYWI,1796,359.2,6340,645000,639,,,
WUDIJO,2085,290.9,9720,606000,640,,,
ANNOYING,4082,84.3,20885,344000,641,,,
RTGAME,3834,97.8,20579,375000,642,,,
飴宮なずな,4767,52.9,53934,252000,643,,,
PATHOFEXILEBOTA,2615,204,12611,534000,644,,,
GRPZDC,3507,118.7,12940,416000,645,,,
룩삼,2976,163,32932,485000,646,,,
SARDOCHE,2940,166.5,146958,489000,647,,,
APASNAYARYKA,4419,66.7,8878,295000,648,,,
PUBG_BATTLEGROUNDS,4346,70,184404,304000,649,,,
DREADZTV,3121,148.6,51454,464000,650,,,
貝克,1039,707.5,14749,735000,651,,,
JUJALAG,2869,172,8442,493000,652,,,
RAXXANTERAX,2264,252.7,8298,572000,653,,,
ボドカさん,2731,187.1,16996,511000,654,,,
PESTILY,3094,149.6,244422,463000,655,,,
LOSPOLLOSTV,3864,93.6,57589,362000,656,,,
SYPHERPK,3676,104.9,148785,386000,657,,,
ARROZYDESGRACIAS,3012,156.7,10037,472000,658,,,
踢虧,3232,137.1,18587,443000,659,,,
FORMULA1,6296,6.5,59209,407000,660,,,
ZENTREYA,3530,113.7,25817,401000,661,,,
러너교,3151,143,20253,451000,662,,,
KUERTOV,5821,17.4,22650,101000,663,,,
POW3R,1948,312,69396,608000,664,,,
AIMSEY,4574,57.5,30874,263000,665,,,
EL_YUSTE,3749,98.9,19125,371000,666,,,
이춘향,2100,279.3,12515,587000,667,,,
TEAMFIGHTTACTICS,4764,49.8,15937,237000,668,,,
TARZANED,3694,102.1,14598,377000,669,,,
EURIECE,3771,97.3,54541,367000,670,,,
HUDSONAMORIM1,3875,91.2,12878,353000,671,,,
TFBLADE,2982,156.9,53026,468000,672,,,
AVERAGEJONAS,1452,460.3,26481,668000,673,,,
CR1TDOTA,3065,148.3,11484,455000,674,,,
LOSSIMPSON24HORAS2022,2054,285.4,4703,586000,675,,,
JACKMANIFOLDTV,5378,28.1,175423,151000,676,,,
KATIE_BALLS,5520,23.4,8825,129000,677,,,
ALBAARA,2898,163,16655,472000,678,,,
DES0UT,4926,42,22215,207000,679,,,
NMPLOL2,5316,29.3,7973,156000,680,,,
COCONUTB,3398,119.7,45858,407000,681,,,
SLAKUN10,5315,29.3,86090,156000,682,,,
KYO1984123,2097,275,12609,577000,683,,,
ROGUE,3612,104.5,29984,377000,684,,,
FANTABOBSHOW,2904,161.8,47353,470000,685,,,
ORANGEMORANGE,5373,26.9,15704,144000,686,,,
LILSIMSIE,3950,83.7,23436,331000,687,,,
NIGHTBLUE3,4188,71.2,90231,298000,688,,,
LEBOUSEUH,4155,72.8,315018,302000,689,,,
METASHI12,3136,138.8,38267,435000,690,,,
똘똘똘이_,2018,287.5,19685,580000,691,,,
TEKKEN,5567,20.2,52686,113000,692,,,
DOTA2RUHUB,3108,139.5,236164,433000,693,,,
瑞斯帝亞,2497,205.2,20609,512000,694,,,
ATRIOC,3905,83.2,15559,325000,695,,,
IZAKOOO,3468,109.8,105566,381000,696,,,
ILAME,2183,251.2,10780,548000,697,,,
LCO,5537,19.7,21322,109000,698,,,
濃いめのあかりん,2908,155.8,8490,453000,699,,,
FPSTHAILAND,2565,193.1,55381,495000,700,,,
POKERSTARS,3058,140.8,29491,431000,701,,,
LUZU,5386,23.2,297138,125000,702,,,
BECCA_UILLS,5325,24.7,6612,132000,703,,,
NICEWIGG,3112,135.4,71033,421000,704,,,
HALO,4926,36.5,96627,180000,705,,,
UTAGE_VALORANT,5471,19.8,12923,108000,706,,,
포셔,2203,242.6,9422,534000,707,,,
BOBROSS,1856,312.1,16643,579000,708,,,
CHOCOTACO,2402,211.1,105530,507000,709,,,
LINOBRATZ,5965,6.8,12694,405000,710,,,
TIOOROCHITWITCH,4598,46.9,32599,215000,711,,,
DANSGAMING,2490,196.7,58718,490000,712,,,
SOMMERSET,2071,262.7,26079,544000,713,,,
THEDANDANGLER,3826,81.3,19282,311000,714,,,
RUBENMARTINWEB,3763,84.7,18376,319000,715,,,
XFIBII,3776,83.7,20548,316000,716,,,
MASONDOTA2,3991,72.1,11948,288000,717,,,
KAMITO_JP,3807,81.6,7741,311000,718,,,
SUPERTF,2433,201.3,19822,490000,719,,,
ATK,1654,357.1,7796,591000,720,,,
KARCHEZ,3860,77.1,57020,297000,721,,,
FOXENKIN,944,718.9,4762,678000,722,,,
ありさか,4919,32,13171,157000,723,,,
BLAUSTOISE,2988,137,36147,409000,724,,,
EBONIVON,4209,59.3,13613,249000,725,,,
MOONRYDE,2783,156.7,77473,436000,726,,,
JOSEDEODO,5714,8.9,13583,507000,727,,,
AC7IONMAN,1847,301.3,22397,556000,728,,,
XENOSYSVEX,2324,212.1,15661,493000,729,,,
依渟,2713,162.9,15511,442000,730,,,
FILIAN,3804,78.5,7574,299000,731,,,
BECCA_MILLS,5267,20.3,3107,107000,732,,,
STARYUUKI,4035,66.3,33699,268000,733,,,
SMALLANT,3641,87.4,22707,318000,734,,,
BY_OWL,4306,53.5,27558,230000,735,,,
VONDICE,4092,62.7,21903,256000,736,,,
ZAKVIELCHANNEL,4597,41.2,31556,190000,737,,,
김뚜띠_,3131,121.7,8606,381000,738,,,
ぐちつぼ,3762,78.4,9343,295000,739,,,
UNSYMPATHISCH_TV,3639,85.5,37982,311000,740,,,
龜狗,2482,186,10207,462000,741,,,
MOGTALK,4901,29.4,16388,144000,742,,,
FAIAR,4612,39.1,9739,180000,743,,,
JUKES,3511,91.9,34974,323000,744,,,
HAPTICRUSH,5616,8.3,12485,467000,745,,,
REVENANT,2038,252.7,18544,515000,746,,,
TFTODDY,2212,222.5,6651,492000,747,,,
TVANDER,4013,63.7,34659,256000,748,,,
SOLOGESANG,2165,228.3,10928,494000,749,,,
FIFAKILLVIZUALZ,2611,166.9,26510,436000,750,,,
KEZNIT1,5290,15.9,21086,842000,751,,,
DILBLIN,4323,48.6,28783,210000,752,,,
삼식,2479,182.2,29855,452000,753,,,
WEPLAYCSGO_EEU,3901,67.5,550725,263000,754,,,
BLITZSTREAM,2720,153.4,17792,417000,755,,,
IDREAU_,3431,94.2,10820,323000,756,,,
ITS_IRON,3945,64.8,19302,256000,757,,,
METHOD,5332,13.7,154761,732000,758,,,
OMIE,3185,111.1,22877,354000,759,,,
RICOY23,4317,47.6,57407,206000,760,,,
ELISAESPORTS,3043,121.9,18946,371000,761,,,
LIGHTFURYLF,2877,136.1,26832,391000,762,,,
POHX,2168,223.4,19967,484000,763,,,
QUAKE,4654,34.1,25359,159000,764,,,
TRU3TA1ENT,2592,164.8,13388,427000,765,,,
DESST3,2446,181.9,18709,445000,766,,,
LUQUITARODRIGUEZ,3842,67.7,29880,260000,767,,,
BILLZO,5571,5.8,36815,324000,768,,,
ZOIL,3284,100.7,17988,331000,769,,,
MOTHER3RD,2538,168.5,37974,428000,770,,,
RAKIN,2315,196.2,52992,454000,771,,,
KYR_SP33DY,2632,156.3,11762,411000,772,,,
SOLARYFORTNITE,887,720,175009,639000,773,,,
THERUNNINGMANZ,3219,103,5869,331000,774,,,
HANDIOFIBLOOD,5251,12.1,65007,636000,775,,,
SMURF_TV,2183,212.8,7863,464000,776,,,
THEJRM_,3314,95.4,6753,316000,777,,,
DANILA_GORILLA,4840,23.9,24954,115000,778,,,
RIVENZI,2755,140.7,93334,388000,779,,,
LORDAETHELSTAN,3026,116.3,13707,352000,780,,,
LIGAW1N,4952,19.5,16152,964000,781,,,
BERLEEZY,5408,6.8,19361,365000,782,,,
SCRAPIE,3005,116.4,7308,350000,783,,,
DEADLYSLOB,2487,167.9,104568,418000,784,,,
XQN_THESAD,2401,178,5542,427000,785,,,
STANISLAW89,3739,66.9,11092,250000,786,,,
LOEYA,2304,190.1,19662,438000,787,,,
CRAZYFACETW,2590,154.1,9276,399000,788,,,
AURATEUR,2134,214.9,15899,459000,789,,,
DOKTORFROID,3717,67.5,31842,251000,790,,,
BOXYFRESH,3186,100.5,9361,320000,791,,,
A_SEAGULL,2754,136.3,102132,375000,792,,,
NTK_TV,2804,131.5,24475,369000,793,,,
LOSSIMPSON2022VIVO,1672,309,4017,516000,794,,,
BAWKBASOUP,2229,198.7,23018,443000,795,,,
BAGHERAJONES,3201,98.5,30739,315000,796,,,
POKEMONUNITE,4798,22,20574,106000,797,,,
SMII7Y,4924,17.7,22668,872000,798,,,
KXPTURE,2220,198.1,3492,440000,799,,,
SUPERSPEEDRUNKR,3482,78.7,7474,274000,800,,,
RUNTHEFUTMARKET,2825,127.3,36826,360000,801,,,
SACY,5014,14.6,23481,730000,802,,,
IMAQTPIE,1980,237.4,77541,470000,803,,,
KONVY,3313,88.8,6344,294000,804,,,
PIJACK11,2454,165.4,15911,406000,805,,,
MUNDODEPORTIVO1906,5210,8.6,8694,447000,806,,,
AGURIN,2474,162.8,28222,403000,807,,,
FRENEH,3021,109.3,27339,330000,808,,,
PRIMEVIDEO,5318,5.5,98712,291000,809,,,
FAIRLIGHT_EXCALIBUR,1768,278.9,17441,493000,810,,,
LESTREAM,1301,425.6,145205,554000,811,,,
JAMESMARRIOTT,5081,11,30746,557000,812,,,
1PVCS,2685,137.5,23081,369000,813,,,
KAYAYANAR,4419,32.1,15273,142000,814,,,
MYSTARIAS,4978,13.7,9902,683000,815,,,
SCARRA,2211,194.2,42650,429000,816,,,
SUPERJJ102,2369,171.9,10973,407000,817,,,
SILENT,2827,122.8,20171,347000,818,,,
WHIPPY,2599,144.8,34930,376000,819,,,
UTHENERA,2903,115.9,26312,336000,820,,,
DOIGBY,3477,74.5,297748,259000,821,,,
NZAOTV,3077,101.1,35431,311000,822,,,
大丸,2465,158.6,14171,391000,823,,,
JAYSTREAZY,2245,186.9,7777,420000,824,,,
SIPS_,2954,110.6,12035,327000,825,,,
恭一郎,1660,298.6,17821,496000,826,,,
SILVERVALE,3794,56.9,19895,216000,827,,,
VALORANT_TW,3107,98.2,6826,305000,828,,,
WOLFABELLE,1923,239.2,8851,460000,829,,,
8CHO,2745,128.2,59134,352000,830,,,
ROLLINGSTONE,4348,32.4,27315,141000,831,,,
BIGBOSSBOZE,4921,13.3,12030,656000,832,,,
ZY0XXX,3895,51.2,9703,200000,833,,,
ROCKETBEANSTV,3580,67.2,11237,241000,834,,,
SHOTZZY,2500,152.5,19585,381000,835,,,
ADAL,5043,9.6,15642,483000,836,,,
KYOOTBOT,3496,71.7,11510,251000,837,,,
BTSBRASILTV,832,719.8,51834,599000,838,,,
BEN_,2765,124.7,15302,345000,839,,,
CUTEDOG_,1962,229.1,7361,449000,840,,,
GUDDUMMIT,2666,133.6,5892,356000,841,,,
NORTHERNARENA,5010,9.7,24404,483000,842,,,
MITHRAIN,2878,113.6,42563,327000,843,,,
PARISPLATYNOV,2474,152.4,17497,377000,844,,,
AVAMIND,2681,130.1,16967,349000,845,,,
KSONSOUCHOU,4003,43.9,33540,176000,846,,,
冠緯,3106,93.9,34791,292000,847,,,
JOJOHF,4922,10.7,131097,524000,848,,,
BECCA_VILLS,4918,10.5,18149,516000,849,,,
CDNTHE3RD,2537,143,159771,363000,850,,,
RU_VALORANT,2997,100.5,11486,301000,851,,,
GERNADERJAKE,2623,133.4,28980,350000,852,,,
SKILLZ0R1337,4296,30.3,30904,130000,853,,,
RYBSONLOL_,1826,248.3,14177,453000,854,,,
LAMEDIAINGLESA,3983,42.9,9030,171000,855,,,
MONSTERSANDEXPLOSIONS,3376,74,13744,250000,856,,,
NIKOLARN,2769,118.9,30044,329000,857,,,
ZILVERK,2785,117.2,40010,326000,858,,,
MUKLUK,1963,221.1,33087,434000,859,,,
XBOCT,3974,42.9,59986,171000,860,,,
KSPKSP,2464,149.1,7112,367000,861,,,
ADE3_3,2828,113.1,18295,320000,862,,,
JINGGGXD,3685,56,14782,206000,863,,,
KUBAFPS,2065,200.9,7694,415000,864,,,
CASINODADDY,1362,372.1,17811,507000,865,,,
球球,2545,138,12240,351000,866,,,
ROSTISLAV_999,3494,64.6,19606,226000,867,,,
DUNKSTREAM,4757,12.4,27467,591000,868,,,
ELOSANTA,2101,193.6,9790,407000,869,,,
CRITICAS_QLS,4363,25.2,30790,110000,870,,,
DIEHAHN,1955,217.1,13607,424000,871,,,
강지,2113,190.9,29993,403000,872,,,
ADM1TR1POW,4057,36.1,7034,147000,873,,,
DEKARLDENT,2865,105.6,13422,302000,874,,,
UNICORNIO,3387,69.1,18760,234000,875,,,
우정잉,3159,83.4,12030,264000,876,,,
JOE_BARTOLOZZI,3050,91,7195,277000,877,,,
GOTHAMCHESS,4309,25.9,29766,112000,878,,,
SPOONKID,3499,62.2,40974,218000,879,,,
NISQYY,3134,84.5,20429,265000,880,,,
LOLITOFDEZ,4371,23.4,418204,102000,881,,,
IBABYRAINBOW,1949,215,7413,419000,882,,,
인간젤리,2145,183.3,21363,393000,883,,,
LEEKBEATS,1303,386.5,61073,504000,884,,,
BBREADMAN,2273,165.4,6875,376000,885,,,
TWITCHRIVALS_FR,4453,20.1,15362,895000,886,,,
FRANIO,3743,48.7,33621,182000,887,,,
NIHMUNE,3796,46.2,7991,175000,888,,,
RTP ARENA CS:GO,2444,143.8,56288,351000,889,,,
MORTDOG,3472,62.4,15598,217000,890,,,
FELPS,2465,141.3,20031,348000,891,,,
DANNYAARONS,3331,69.5,17975,232000,892,,,
WORLDOFWARSHIPS,3703,49.4,54598,183000,893,,,
LEXVELDHUIS,2722,114.3,58416,311000,894,,,
MINERVA,2232,166.2,10096,371000,895,,,
HORTYUNDERSCORE,3179,77.7,16156,247000,896,,,
LYSIUM,2134,179.7,24124,384000,897,,,
EVAANNA,4684,10.5,39110,493000,898,,,
TISISCHUBECH,3697,48.3,31228,178000,899,,,
STRIPPIN,2297,157,17818,360000,900,,,
NILOJEDA,3791,43.3,21505,164000,901,,,
IMANTADO,1836,228.6,12865,420000,902,,,
SHANKS_TTV,2522,130.7,10221,330000,903,,,
LIMMY,2857,99.9,6696,286000,904,,,
PAPAPLATTE,4480,16.3,66453,728000,905,,,
DAMDAMLIVE,3267,70.8,22769,231000,906,,,
ALOHADANCETV,2526,129.8,34867,328000,907,,,
ZEITNOTLOL,4222,24.5,12942,103000,908,,,
PREACHLFW,2451,136.3,32710,334000,909,,,
FRANKDIMES,1993,197.7,21779,394000,910,,,
PRIMEGAMING,4069,30,156578,122000,911,,,
KLO25,4603,11.1,42463,509000,912,,,
BONNIERABBIT,4451,15.7,8667,700000,913,,,
SKYWHYWALKER,3473,56.3,6592,196000,914,,,
FOLLENTASS,2348,145.9,27209,343000,915,,,
MRSTIVENTC,4696,7,80088,330000,916,,,
WEARETHEVR,2527,124.8,20414,315000,917,,,
RESTTPOWERED,1958,199,14112,390000,918,,,
COOKSUX,2268,153.6,13724,348000,919,,,
TOQTIR,4580,9.9,19165,452000,920,,,
POKEMONTCG,3926,33.3,10022,131000,921,,,
MAILAND,2485,128.5,13652,319000,922,,,
AREX,2346,143.1,20866,336000,923,,,
懶貓,1760,234.1,24430,412000,924,,,
CRYSTAL_LOL,2149,166.9,10528,359000,925,,,
WERLYB,3274,63.9,76653,209000,926,,,
4HEAD,1606,265.7,7208,427000,927,,,
THEDAARICK28,3884,33,7227,128000,928,,,
살구__,2487,124.6,16252,310000,929,,,
DKINCC,3958,29.6,11188,117000,930,,,
EMILYYWANG,2158,163.1,11355,352000,931,,,
GUIT88MAN,1867,208.6,11273,389000,932,,,
AROYITT,2856,90.9,53604,260000,933,,,
わいわいの部屋,4020,26.6,8347,107000,934,,,
DRACON,2191,157.9,8762,346000,935,,,
らいじん,2330,140.2,14695,327000,936,,,
BIROPJL,2814,93.5,24086,263000,937,,,
MENOSTRECE,2586,113.2,47821,293000,938,,,
강소연,2219,153.3,13973,340000,939,,,
플러리,2066,174.1,12495,360000,940,,,
MASAYOSHI,3152,69,39757,217000,941,,,
BECCA_HILLS,4067,23.8,7198,969000,942,,,
SINTICA,2410,130.1,16364,314000,943,,,
CHAP,2241,149.7,76082,335000,944,,,
BENJYFISHY,3825,33.5,117740,128000,945,,,
LEYNAINU,2145,161.2,7919,346000,946,,,
7CKNGMAD,3711,37.6,10076,140000,947,,,
TWITCHRIVALS_ES,3578,43.8,40247,157000,948,,,
TAKUU_,987,501.5,3909,495000,949,,,
蛇足,1809,214.1,29690,387000,950,,,
SIRMAZA,2327,137.1,28812,319000,951,,,
SIXENTV,2453,123.2,17237,302000,952,,,
ELYAPLUGG,3043,73.4,16003,223000,953,,,
WELOVEGAMES,1684,237.5,28413,400000,954,,,
OCWSPORT,2423,125.1,9417,303000,955,,,
DUBDOT,1860,202.4,6043,377000,956,,,
STARSMITTEN,2125,160.4,32257,341000,957,,,
해기님,1119,421.5,5495,472000,958,,,
ADRIANACHECHIK_,2268,141.6,22909,321000,959,,,
BREITENVONBERG,1703,231.4,15362,394000,960,,,
HARMII,1600,254.3,15809,407000,961,,,
철면수심,1790,213.2,14470,382000,962,,,
SASHAGREY,3141,65.2,16224,205000,963,,,
AMIRAN696,3716,34.5,8151,128000,964,,,
ILPENGWIN,4362,10,7743,436000,965,,,
THEDARKNESS,2021,172.9,17379,349000,966,,,
THECHIEF1114,2152,154.3,13016,332000,967,,,
WOOXISOLO_O7,4405,8.3,6013,367000,968,,,
HEXY,2485,115.4,25585,287000,969,,,
PISICELA,1663,237,11350,394000,970,,,
ABIZAKA,2842,84.4,5523,240000,971,,,
SWEEETTAILS,3445,46.4,8280,160000,972,,,
BECCA_IILLS,3927,24.6,8777,966000,973,,,
NYMN,1973,178.4,37341,352000,974,,,
M4FGAMING,2386,124.5,10449,297000,975,,,
UHSNOW,2555,107.4,36954,275000,976,,,
ISVOLCANO,2107,157.6,26980,332000,977,,,
EPICSEVEN,3889,25.4,11908,987000,978,,,
CROKEYZ,2182,147.4,7613,322000,979,,,
JEELTV,2882,79.5,59886,229000,980,,,
STAYSAFETV,1987,174,25624,346000,981,,,
TRILLUXE,2062,162.7,28542,335000,982,,,
GRIMM,2175,147.2,8065,320000,983,,,
ULTIA,2293,132.8,26391,305000,984,,,
MAGHLA,3217,56.9,36496,183000,985,,,
HLTVORG,4243,11.4,63144,485000,986,,,
MANYRIN,2959,73.1,29524,216000,987,,,
GREEKGODX,3991,20.3,118713,811000,988,,,
홍방장,3732,30.7,12122,115000,989,,,
DEFANTEDIOGO,4014,19.3,19412,773000,990,,,
MARINEMAMMALRESCUE,707,719.3,22536,509000,991,,,
TGLTN,2042,163.1,7207,333000,992,,,
SKZLATAMPROJECT,4360,6.5,11363,284000,993,,,
GUACAMOLEMOLLY,3363,47.2,22093,159000,994,,,
SOVIETWOMBLE,2485,109.9,11591,273000,995,,,
ADOLFZ,3435,43.1,22020,148000,996,,,
LILY_OFF_VALLEY,4002,18.4,17893,736000,997,,,
KEEOH,1243,349,13258,434000,998,,,
DWJFT,3088,61.6,50485,190000,999,,,
ALE_APOKA,755,655.7,25412,495000,1000,,,
