Nombres Streamers,AVG viewers,Time Streamed (hours),All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
BIYIN_,21194,74.4,174435,158000000,80,,,
WARFRAME,30371,10.2,433736,311000,81,,,
NOWAY4U_SIR,12433,206.5,39459,257000000,82,,,
MOONMOON,14516,156.4,42066,227000000,83,,,
WESTCOL,22451,52.1,45067,117000000,84,,,
GRONKH,19289,77.9,115784,150000000,85,,,
GABEPEIXE,10927,235.5,101307,257000000,86,,,
K4SEN,13213,171.3,66627,226000000,87,,,
TOMMYINNIT,28051,7.8,650237,219000,88,,,
HISWATTSON,10564,235.1,21393,248000000,89,,,
CELLBIT,13365,157,151997,210000000,90,,,
CALL OF DUTY,24090,27.7,225308,666000,91,,,
GORGC,12237,179,55738,219000000,92,,,
JASPER7SE,13096,158,42321,207000000,93,,,
TRYMACS,17352,86.8,365000,151000000,94,,,
RIVERS_GG,14672,123.4,67309,181000000,95,,,
TFUE,12170,173.8,316214,212000000,96,,,
YODA,10823,211.4,132814,229000000,97,,,
PARADEEV1CH,22626,32.4,81966,732000,98,,,
IITZTIMMY,8674,294.3,138482,255000000,99,,,
MOISTCR1TIKAL,12669,156.9,69435,199000000,100,,,
CDAWGVA,15984,96.7,31802,155000000,101,,,
ETOILES,14826,112.8,242237,167000000,102,,,
BUDDHA,11057,188.1,67137,208000000,103,,,
DOUBLELIFT,15242,98.4,64735,150000000,104,,,
AMOURANTH,8286,280.4,33530,232000000,105,,,
REBIRTHZTV,12237,146,47600,179000000,106,,,
PONCE,12221,145.5,102442,178000000,107,,,
RANBOOLIVE,20668,30.6,346132,633000,108,,,
EAMADDENNFL,21577,23,97361,497000,109,,,
VALORANT_BR,13158,120.8,120540,159000000,110,,,
MIXWELL,16178,70,87546,113000000,111,,,
KORESHZY,19095,38.6,64628,738000,112,,,
TUMBLURR,13529,107.3,45523,145000000,113,,,
INTOHEEKI,23173,5.2,39741,121000,114,,,
THEBAUSFFS,14821,81.5,47879,121000000,115,,,
COHHCARNAGE,9100,214.3,68777,195000000,116,,,
FABRIZIOROMANO,21702,13,73909,282000,117,,,
EWROON,11657,133.9,34314,156000000,118,,,
CLIX,10924,150.7,101555,165000000,119,,,
K3SOJU,12456,111.2,29469,139000000,120,,,
BLAZERAFFLE,21904,6.3,37266,137000,121,,,
CAEDREL,11771,121.5,40670,143000000,122,,,
蝦愛橘子,3779,655.1,9944,248000000,123,,,
BYSL4M,12965,96.9,106769,126000000,124,,,
WTCN,14181,77.1,113911,109000000,125,,,
LLA,17855,32.6,302299,583000,126,,,
FORSEN,9743,164.9,80860,161000000,127,,,
JUST_NS,11761,113.4,114216,133000000,128,,,
EMIRU,18208,26.9,51303,489000,129,,,
MISTERMV,11150,125.4,70183,140000000,130,,,
POKEMONGO,18350,24.5,46297,449000,131,,,
PRIMELEAGUE,16373,42.7,69881,698000,132,,,
EVELONE2004,16414,41.6,56415,682000,133,,,
ESPORTS_RAGE,19141,16.8,74276,322000,134,,,
PENTA,8917,184.5,22781,164000000,135,,,
CHOWH1,8649,190.7,59343,165000000,136,,,
JERMA985,16959,33.1,101270,561000,137,,,
LOLPACIFICTW,11894,100.9,165491,120000000,138,,,
FEXTRALIFE,9066,170.2,213773,154000000,139,,,
ERAY,11376,107.6,30042,122000000,140,,,
ELAJJAZ,7214,240.8,22212,174000000,141,,,
ACEU,10633,121,36749,129000000,142,,,
ZERKAA,12349,83.9,37875,104000000,143,,,
STROGO,17928,16.5,46255,296000,144,,,
DOTA2MC,13809,60.4,238996,833000,145,,,
POKIMANE,17136,22.5,138482,386000,146,,,
KENDINEMUZISYEN,12606,76.7,92142,967000,147,,,
GMHIKARU,10706,113,76963,121000000,148,,,
BAIANO,11543,94.2,130745,109000000,149,,,
GOTAGA,12099,83.1,405271,101000000,150,,,
KYEDAE,10846,106.7,107583,116000000,151,,,
NINJA,13345,61.6,616693,822000,152,,,
ABUGOKU9999,7491,210.3,34917,158000000,153,,,
IRONMOUSE,9065,148.7,31343,135000000,154,,,
IWDOMINATE,8785,156.7,26774,138000000,155,,,
ESFANDTV,6588,249.9,55398,165000000,156,,,
CORINNAKOPF,13295,56.6,22874,753000,157,,,
SHXTOU,11948,76.5,34406,914000,158,,,
VYSOTZKY,10922,94.2,50297,103000000,159,,,
HYPE,11371,85.1,54574,968000,160,,,
MARKITONAVAJA,16732,14.5,107980,242000,161,,,
STRAY228,9718,118.7,44560,115000000,162,,,
LVNDMARK,7777,180.9,142376,141000000,163,,,
RIOTGAMESTURKISH,15242,28.2,63733,429000,164,,,
SUPERBUSS_,9406,126.5,39799,119000000,165,,,
FANUM,9427,124.4,25058,117000000,166,,,
COREANO,4962,352.8,62371,175000000,167,,,
SILVERNAME,11800,71.9,47383,848000,168,,,
N3KOGLAI,16511,13.9,543743,229000,169,,,
WHOPLOHOYPAREN,12453,60.6,71594,754000,170,,,
WIRTUAL,7673,179.7,15478,138000000,171,,,
DOPA24,14633,31.4,44614,459000,172,,,
KATIE_CALLS,15164,25.2,21707,382000,173,,,
SHAHZAM,6742,219.8,35580,148000000,174,,,
CASTRO_1021,10439,94.3,180269,985000,175,,,
JBZZED,7066,200.1,18966,141000000,176,,,
SINATRAA,7720,170.8,33601,132000000,177,,,
PIUZINHO,9304,118.4,50979,110000000,178,,,
WARCRAFT,11806,65.3,98596,771000,179,,,
OTZDARVA,8888,129.7,37035,115000000,180,,,
VOODOOSH,7102,194.5,31729,138000000,181,,,
THEGREFG,9928,100.1,2470347,994000,182,,,
괴물쥐123,6981,195,73569,136000000,183,,,
CONTERSTINE,6927,196.5,62851,136000000,184,,,
CHRISTIANVIERIOFFICIAL,15365,16.5,57964,253000,185,,,
BECCA_PILLS,14879,20.3,24543,302000,186,,,
ESL_DOTA2B,13585,34.3,69232,466000,187,,,
FARFADOXVEVO,10147,89.8,51180,912000,188,,,
CARRERAAA,12474,48.5,43252,605000,189,,,
MAXIMILIAN_DOOD,9546,103.5,62310,988000,190,,,
CRITICALROLE,12876,42.3,212816,545000,191,,,
PAYMONEYWUBBY,13434,34.5,44403,464000,192,,,
SWEETDREAMS,7967,145,35754,115000000,193,,,
서새봄냥,5240,285.2,40819,149000000,194,,,
침착맨,9436,99.7,43949,941000,195,,,
B0ATY,5847,240.2,42801,140000000,196,,,
SKIPNHO,5741,244.5,54389,140000000,197,,,
PAULETA_TWITCH,10478,74.4,42305,780000,198,,,
릴파_,8374,121.2,38159,101000000,199,,,
YBICANOOOOBOV,6332,202.4,21005,128000000,200,,,
SHADOWKEKW,11954,44.8,34509,535000,201,,,
EDWIN_LIVE,7406,152.6,28820,113000000,202,,,
KATIE_AALLS,13521,23.4,23895,317000,203,,,
BRATISHKINOFF,11548,49.7,146916,574000,204,,,
ELDED,7836,133.4,54483,105000000,205,,,
랄로,12080,39.4,43686,475000,206,,,
LVPES2,9000,97.4,94398,876000,207,,,
PAPESAN,10460,65.3,23736,683000,208,,,
BRAWLHALLA,12294,35.7,162409,439000,209,,,
NBA2KLEAGUE,10895,56.9,194136,619000,210,,,
YATORORAIN,9761,77.7,28460,759000,211,,,
RECRENT,5528,234,47737,129000000,212,,,
XAYOO_,14007,12.8,190279,179000,213,,,
DAVOOXENEIZE,7829,125.7,20605,984000,214,,,
FUSLIE,10172,66.5,55550,677000,215,,,
SCUMP,13917,13.2,101779,184000,216,,,
TANZVERBOT,11214,47.3,32258,530000,217,,,
TWITCHRIVALS,10113,66.1,189150,668000,218,,,
EGORKREED,10216,64,56996,653000,219,,,
JOUEUR_DU_GRENIER,11557,41.2,181902,476000,220,,,
CD PROJEKT RED,14169,8.4,286335,119000,221,,,
BUSTEROID1337,12403,28,23387,347000,222,,,
LYONWGFLIVE,12424,26.9,76770,335000,223,,,
NORTHERNLION,8284,105.7,50421,876000,224,,,
YOUNGMULTI,10250,58.3,33776,598000,225,,,
QTCINDERELLA,10330,56.9,381436,587000,226,,,
AFROPUNK,12317,26.1,23833,321000,227,,,
MCKYTV,6663,158.7,76882,106000000,228,,,
IMLS,5883,195.7,43612,115000000,229,,,
KATIE_XALLS,12458,23.2,22913,289000,230,,,
WANKILSTUDIO,12510,22.2,32755,278000,231,,,
DIARIOMARCA,7341,129.9,54270,953000,232,,,
다주,6264,172.4,42675,108000000,233,,,
DUKE,12324,22.6,45332,279000,234,,,
THEGAMEAWARDS,13369,9.9,257778,133000,235,,,
징버거,6795,145.8,16864,991000,236,,,
CAROLA,6886,141.4,79320,974000,237,,,
PERXITAA,7850,107.7,77009,845000,238,,,
ARIGAMEPLAYS,9761,60.8,281402,594000,239,,,
KYLE,5855,188.2,28896,110000000,240,,,
아이네_,11283,34.5,29435,390000,241,,,
ENVIOSITY,3960,339.3,81491,134000000,242,,,
老皮,6774,143.6,20032,973000,243,,,
ZEVENT,9819,57.5,137266,565000,244,,,
JINNYTTY,4328,296.3,19573,128000000,245,,,
SWAGG,9314,67.5,90947,629000,246,,,
JAHREIN,10574,43.3,316703,458000,247,,,
MCH_AGG,2186,710.2,46841,155000000,248,,,
JANKOS,10089,51.3,42426,517000,249,,,
김도,5618,194.5,16612,109000000,250,,,
39DAPH,5775,185.4,44646,107000000,251,,,
KATIE_WALLS,11661,24.1,22925,281000,252,,,
BOXBOX,6277,156.7,74768,984000,253,,,
녹두로,6058,166.4,22726,101000000,254,,,
ALEXELCAPO,8314,85.4,108851,710000,255,,,
FLIGHT23WHITE,10633,38,106892,404000,256,,,
BLACKELESPANOLITO,6842,131.6,41836,900000,257,,,
비챤_,7916,96,19281,760000,258,,,
AGENT00,6797,133.3,19060,906000,259,,,
BRAWLSTARS,11517,24.8,66355,286000,260,,,
POKEMON,9004,68.2,130432,614000,261,,,
SPYGEA,6347,150.7,60772,957000,262,,,
ALDO_GEO,7752,99.1,31934,768000,263,,,
양띵,10708,35.5,38412,380000,264,,,
SIDNEYEWEKA,6900,127.1,38511,877000,265,,,
JESUSAVGN,7963,91.8,106667,731000,266,,,
BICHOUU_,6039,162.5,34148,982000,267,,,
DRB7H,11696,20.5,22337,240000,268,,,
TWITCHRIVALS_TW,12895,6.2,14405,795000,269,,,
FOOLISH_GAMERS,6525,138.4,133517,903000,270,,,
POKELAWLS,7328,108.8,67746,797000,271,,,
ROCKETLEAGUE,11281,24.7,259144,279000,272,,,
AYDAN,5526,186.5,77954,103000000,273,,,
SHYLILY,6323,145.4,26223,919000,274,,,
ZIZARAN,5213,202.7,30289,106000000,275,,,
릴카,5409,190.4,19976,103000000,276,,,
KNEKRO,5877,162.8,59165,957000,277,,,
RRAENEE,8407,73.7,22205,619000,278,,,
ZEALSAMBITIONS,4037,293.6,26665,119000000,279,,,
DISGUISEDTOAST,7273,103.2,61522,750000,280,,,
CHILLEDCHAOS,6440,132.3,23613,852000,281,,,
らっだぁ,8681,64.3,31651,558000,282,,,
BETBOOM_RU2,6115,145.6,40895,890000,283,,,
DATTO,7686,88.5,163608,680000,284,,,
AMAZONMUSICJP,12102,7.4,54680,893000,285,,,
JUSTCOOMAN,5384,179.2,14427,965000,286,,,
QUICKYBABY,5091,195.6,14306,996000,287,,,
AMAZONMUSIC,9735,39.7,233944,387000,288,,,
GRUBBY,1982,705,14846,140000000,289,,,
ZOOMAA,4680,222.2,21887,104000000,290,,,
MATHIL1,4607,227.5,28388,105000000,291,,,
고세구___,7439,90.4,24526,672000,292,,,
ROBLEIS,8280,67.6,82090,560000,293,,,
C_A_K_E,6078,139.5,43277,848000,294,,,
AGUSTINUNAPLAY8,7093,98.8,16451,701000,295,,,
BOTEZLIVE,8559,59.3,86864,508000,296,,,
GAMESCOM,10210,28,140543,286000,297,,,
KATIE_OALLS,10389,24.3,23219,252000,298,,,
WOOXSOLO,8153,66.8,37367,544000,299,,,
CYR,9140,45,66152,412000,300,,,
DMITRY_LIXXX,6748,105.5,31463,712000,301,,,
SCURROWS,6765,104.4,16237,706000,302,,,
주르르,6827,101.7,35570,694000,303,,,
ELOTRIX,6672,106.9,77178,713000,304,,,
HONEYDAE1485,11653,5.1,38188,595000,305,,,
ZELLSIS,4326,234,23878,101000000,306,,,
EASTGEEKSMASH,11242,9.1,27100,102000,307,,,
RDULIVE,4404,225.9,13706,995000,308,,,
FAZEKAYSAN,3877,274,17550,106000000,309,,,
LOCKLEAR,6999,92.7,58905,649000,310,,,
接接,5247,167.3,23192,878000,311,,,
BT0TV,2921,402.2,41504,117000000,312,,,
HITSQUADGODFATHER,1829,718.8,3838,131000000,313,,,
슈카월드,10812,11.8,23951,128000,314,,,
VEIBAE,8896,42.4,37876,377000,315,,,
VALORANT_KR,6586,100.5,24122,662000,316,,,
BARBAROUSKING,3401,316.1,25243,108000000,317,,,
FAIDE,6435,104.8,10777,674000,318,,,
S0MCS,4960,174.2,20135,864000,319,,,
SAINTONE,3227,337.5,17866,109000000,320,,,
SAPNAPLIVE,10181,17.5,75655,178000,321,,,
GALEGUINS,5132,163.3,46026,838000,322,,,
GLADD,4033,242,116567,976000,323,,,
JACKEYY,6898,87.1,28436,601000,324,,,
NIKLASWILSON,5653,134.7,26307,762000,325,,,
SUBROZA,5817,126.8,20129,738000,326,,,
ADMIRALBULLDOG,4668,190.1,56253,887000,327,,,
CROWN,8663,41.7,152639,362000,328,,,
HUSKERRS,4694,186.7,40962,876000,329,,,
JOKERDTV,3313,318.8,308086,106000000,330,,,
DIAZBIFFLE,7118,78.4,46932,558000,331,,,
GAMERBROTHER,8469,44.5,76709,377000,332,,,
따효니,4106,230.8,32336,948000,333,,,
REZO,10340,12.5,33582,129000,334,,,
PHILZA,7395,69.2,162626,512000,335,,,
DEEPINS02,8566,41.7,126995,357000,336,,,
LUKISTEVE,7267,71.2,28973,517000,337,,,
UBERHAXORNOVA,3874,247.5,15989,959000,338,,,
CAPCOMFIGHTERS,8875,33.9,108815,301000,339,,,
ADMIRALBAHROO,5637,128.4,52399,724000,340,,,
REVEDTV,7065,75.5,75163,533000,341,,,
XXXTHEFOCUSXXX,5515,133.2,51974,735000,342,,,
STEWIE2K,4919,165.2,27512,813000,343,,,
UNGESPIELT,4015,231,25706,928000,344,,,
TEUF,5098,152.3,23702,777000,345,,,
GIGGAND,9468,21.2,21051,201000,346,,,
LOLWORLDCHAMPIONSHIP,1776,679.7,4936,121000000,347,,,
SAPNAP,10366,7.8,287152,804000,348,,,
한갱,7045,72.6,20450,511000,349,,,
MAYA,8129,45.3,91250,368000,350,,,
ELCHIRINGUITOTV,4511,185.7,129514,838000,351,,,
TUBBO,8427,38.5,332671,325000,352,,,
餐餐自由配,4949,157.4,38259,779000,353,,,
EUMASTERS,7643,55.6,44056,425000,354,,,
HITBOXKING,3984,226.8,39437,904000,355,,,
IM_DONTAI,6193,99,46789,613000,356,,,
오킹,4108,214.3,19134,880000,357,,,
ELZEEIN,5277,137.8,18648,727000,358,,,
ANTHONYZ,3797,242.1,32911,919000,359,,,
CHAP_GG,4908,156.6,42505,769000,360,,,
RATIRL,5509,125,19829,688000,361,,,
SOLARYHS,1936,596.9,20855,116000000,362,,,
THEREALMARZAA,4779,163.7,28340,782000,363,,,
FRAMETAMER666,6844,74.5,58858,510000,364,,,
XROHAT,5898,107.2,67456,633000,365,,,
NYANNERS,7016,69.1,27613,485000,366,,,
SOLARY,1675,706.4,55973,118000000,367,,,
NL_KRIPP,3742,243.5,97333,911000,368,,,
PUNZ,4544,177.3,61243,806000,369,,,
RICHWCAMPBELL,9177,21.3,71463,195000,370,,,
SANTUTU,7419,57.3,21763,425000,371,,,
KARLNETWORK,10202,5.7,93412,578000,372,,,
RACHAXP7,3174,307.4,7436,975000,373,,,
SCHRODINGERLEE,4511,177.4,7496,800000,374,,,
CARRY_GAME,6523,81.9,37412,534000,375,,,
DENDI,4727,162.7,30188,769000,376,,,
AMPETERBY7,5714,111.9,143231,639000,377,,,
GRENBAUD,7808,46.7,44756,365000,378,,,
BTSSMASH,2256,483.7,94269,109000000,379,,,
QOJQVA,4112,206,11973,847000,380,,,
KITBOGA,7812,46.1,44265,360000,381,,,
DEUCEACE,4542,172.2,25273,782000,382,,,
STAIY,5091,137.9,17698,702000,383,,,
MOKRIVSKYI,9025,20.2,94641,183000,384,,,
NINTENDO,9868,6.9,263863,681000,385,,,
M0NESYOF,9479,12.5,18435,118000,386,,,
TECTONE,5205,129.6,62220,674000,387,,,
ASUNAWEEB,8459,28.6,35527,242000,388,,,
GRONKHTV,1584,719.3,23816,114000000,389,,,
MRSAVAGE,6661,70.9,88531,472000,390,,,
TEEPEE,4178,190.6,78741,796000,391,,,
THIJS,4759,150.6,44931,716000,392,,,
SYMFUHNY,4317,179.3,47884,774000,393,,,
LENAGOL0VACH,5267,122.8,17104,647000,394,,,
おにや,6953,60.8,31876,423000,395,,,
ROOTTHEGAMER,7922,37.1,25445,294000,396,,,
KNUT,4072,194.4,53655,792000,397,,,
얍얍,5377,115,35476,619000,398,,,
RIOTGAMESJP,5178,124.3,96114,643000,399,,,
NIHACHU,9676,5.2,119682,506000,400,,,
악어,6246,79.8,65818,499000,401,,,
H2P_GUCIO,4483,159.5,17510,715000,402,,,
AGRAELUS,4214,177.6,54289,748000,403,,,
JOLAVANILLE,3700,219.6,13277,812000,404,,,
ALTAIR,3603,228.8,11408,824000,405,,,
BONJWA,2467,394,33444,972000,406,,,
GRENDY,4617,149.4,8410,690000,407,,,
SKYRROZTV,4357,164.7,77966,717000,408,,,
노돌리,3647,222.2,19147,810000,409,,,
FOLAGORLIVES,3157,276.6,57813,873000,410,,,
MYM_ALKAPONE,4368,163.7,39163,715000,411,,,
DALTOOSH,4657,145,30181,675000,412,,,
QUARTERJADE,5913,86.2,37287,510000,413,,,
FRTTT,2456,391.3,8153,961000,414,,,
中信兄弟官方頻道,6074,79.8,57079,485000,415,,,
POLISPOL1,4368,162.1,47586,708000,416,,,
OTKNETWORK,1504,719.8,47628,108000000,417,,,
SASATIKK,3628,221.4,41391,803000,418,,,
DOGDOG,5075,120.9,31142,614000,419,,,
SHAUNZ,4496,153.2,29020,689000,420,,,
ZUBAREFFF,7474,39.7,18130,297000,421,,,
DHALUCARD,4095,179,30074,733000,422,,,
TONTON,4229,168.6,43194,713000,423,,,
BECCA_BILLS,8163,23.9,10243,195000,424,,,
PROD,3473,230.5,12692,801000,425,,,
DEADBYDAYLIGHT,8986,8.7,83554,780000,426,,,
RPGLIMITBREAK,3854,194.2,30652,749000,427,,,
RDCGAMING,6907,50.3,24121,347000,428,,,
花輪同學,3093,272.1,20543,842000,429,,,
JONVLOGS,6226,69.3,21617,431000,430,,,
NISSAXTER,4685,134.8,17078,632000,431,,,
BETHESDA,8486,15.7,382658,133000,432,,,
STOOPZZ,3624,210.7,14221,764000,433,,,
嬌兔,3735,199.4,12463,745000,434,,,
MAYICHI,4324,154.1,36022,666000,435,,,
CLASSYBEEF,2174,433,51120,941000,436,,,
IAMCRISTININI,4443,144.4,58228,641000,437,,,
SUMMONERSINNLIVE,4175,161.9,105574,676000,438,,,
GTAWISEGUY,3986,175.5,22833,699000,439,,,
XMERGHANI,5865,76.8,15369,451000,440,,,
THEKAIRI78,4769,123.6,51592,589000,441,,,
狂暴西南2,4464,139.5,7768,622000,442,,,
쌍베,4778,121.4,31421,580000,443,,,
RTAINJAPAN,7861,22.1,182595,174000,444,,,
ZLOYN,5767,77.2,74131,445000,445,,,
EROBB221,4598,129.7,34103,596000,446,,,
BEAST1K,2820,292.8,9915,826000,447,,,
SKYLINETVLIVE,7054,38.4,30995,271000,448,,,
김진우,3545,206,33849,730000,449,,,
STEELMAGE,4199,153.1,27882,643000,450,,,
SKILL4LTU,3657,195.1,15912,713000,451,,,
RUSH,6416,54.8,21743,351000,452,,,
DOUGDOUGW,6538,51.3,13183,335000,453,,,
DARIOMOCCIATWITCH,4591,127.8,21206,587000,454,,,
파카9999,5646,78.9,47236,445000,455,,,
STROGO1337,6876,40.9,16561,281000,456,,,
XPOSED,4217,149.3,18711,629000,457,,,
BECCA_RILLS,7679,22.4,10653,172000,458,,,
TINAKITTEN,7307,30.1,54388,220000,459,,,
MANDE,4145,151.5,12281,628000,460,,,
BECCA_WILLS,7579,23.5,14533,178000,461,,,
SINGSING,3112,245,24068,763000,462,,,
BECCA_YILLS,7504,25,15234,187000,463,,,
BECCA_AILLS,7839,18.3,11004,143000,464,,,
KATIE_VALLS,7542,23.4,23170,176000,465,,,
LACOBRAAA,4073,153.3,12196,624000,466,,,
GENSYXA,6796,39.2,40832,266000,467,,,
TVPLAY_CALCIOMERCATOIT,4474,126.6,6622,567000,468,,,
XARI,5037,97.6,53814,492000,469,,,
SEQUISHA,2690,296.5,58982,798000,470,,,
NOCTAQ,7054,31.9,97687,225000,471,,,
PAYO,2838,272.9,12263,775000,472,,,
WILLNEFF,6394,48.1,42590,307000,473,,,
INSYM,4576,118.6,24271,543000,474,,,
TUANZY,8262,6.2,82312,509000,475,,,
BROXAH,3934,156.5,19261,616000,476,,,
DROPPED,3076,234.6,12669,722000,477,,,
ALPHACAST,4438,122.3,52543,543000,478,,,
OHNEPIXEL,4049,146.5,16998,593000,479,,,
KMSENKANGOO,4561,114.3,15930,521000,480,,,
NADIA,3604,179.1,14104,646000,481,,,
탬탬버린,4275,129.2,18953,552000,482,,,
MYNTHOS,3971,148.8,20056,591000,483,,,
PIZFN,2842,259.8,24961,738000,484,,,
波靈,2934,244.7,11585,718000,485,,,
FL0M,2676,280.8,19873,751000,486,,,
AZTECROSS,5292,77,29157,407000,487,,,
SWEATCICLE,3643,170.8,61948,622000,488,,,
CHESS,5408,70.9,139185,384000,489,,,
ESL,5399,71.1,39743,384000,490,,,
ODABLOCK,2600,288.1,49656,749000,491,,,
마젠타_,4316,120.9,13549,522000,492,,,
TOLKINLOL,3745,159.3,21562,596000,493,,,
AUSSIEANTICS,2800,256.2,38304,717000,494,,,
GLORIOUS_E,2889,243.6,40764,704000,495,,,
ASPASZIN,7733,8.9,13982,687000,496,,,
REBORN_LIVE,4196,125.9,113707,528000,497,,,
THE_HAPPY_HOB,2756,258.8,24909,713000,498,,,
ALEXBY11,5472,65.3,73607,357000,499,,,
TYCENO,5063,81.2,44487,411000,500,,,
NICKEH30,4366,114.7,88180,501000,501,,,
QUITELOLA,3928,141.5,15251,556000,502,,,
RDJAVI,4523,105.3,6732,476000,503,,,
MLODZIUTKI7,5530,61.8,15391,342000,504,,,
LUZU_TV,3287,192.9,10317,634000,505,,,
GAECHKATM,6391,35.6,41653,228000,506,,,
TASPIO,3001,223,29556,669000,507,,,
BAOO,2428,306.1,22711,743000,508,,,
ROBCDEE,3363,183.9,14876,619000,509,,,
REVENTXZ,3779,149.3,93336,564000,510,,,
LITTLEBIGWHALE,4252,117.7,101276,501000,511,,,
TAYLOR_JEVAUX,5040,78.2,19400,394000,512,,,
GENBURTEN,3151,203.6,11638,642000,513,,,
LIMINHAG0D,1584,534.5,56534,847000,514,,,
SHISHEYU_MAYAMOTO,3831,143.9,14233,551000,515,,,
DIARIOSPORT,5656,54.9,22085,310000,516,,,
PUTUPAU,2332,319.3,21928,745000,517,,,
VICKYPALAMI,3737,149.6,31330,559000,518,,,
TPABOMAH,3793,144.9,21712,550000,519,,,
MAXIMUM,4168,120,161544,500000,520,,,
殺梗,2665,260.4,20361,694000,521,,,
ROYALPHUNK,3322,182.6,23104,606000,522,,,
POPO,6749,23.3,44378,157000,523,,,
REAL_BAZZI,3523,163.1,62206,575000,524,,,
SNEAKYLOL,2470,287.1,34565,709000,525,,,
