Nombre Streamer,Month Year,Total Subs,Subs Type Prime,Subs Type Tier 1($4.99),Subs Type Tier 2($9.99),Subs Type Tier 3($24.99),Subs Type Unlisted
JLTOMY,September 2022,6967,2161,3734,13,16,1043
JLTOMY,August 2022,12553,4809,5896,14,10,1824
JLTOMY,July 2022,13290,4774,6575,20,12,1909
JLTOMY,June 2022,13828,5282,6495,20,19,2012
JLTOMY,May 2022,16481,6008,7935,22,21,2495
JLTOMY,April 2022,13686,5184,6299,21,21,2161
JLTOMY,March 2022,13347,5083,6276,29,14,1945
JLTOMY,February 2022,12717,4813,5985,14,22,1883
JLTOMY,January 2022,15022,4579,8077,20,22,2324
JLTOMY,December 2021,7221,2521,3582,16,12,1090
JLTOMY,November 2021,10731,3771,5550,32,14,1364
JLTOMY,October 2021,14890,5333,7844,39,25,1649
JLTOMY,September 2021,16205,5055,9471,49,30,1600
JLTOMY,August 2021,15240,5581,7915,43,22,1679
JLTOMY,July 2021,11447,4371,5838,38,14,1186
JLTOMY,June 2021,9692,3861,4695,44,14,1078
JLTOMY,May 2021,10031,4037,4794,40,18,1142
JLTOMY,April 2021,9525,3520,4819,42,28,1116
JLTOMY,March 2021,9526,3559,4825,57,28,1057
JLTOMY,February 2021,7527,2798,3870,40,21,798
JLTOMY,January 2021,6922,2557,3550,46,21,748
JLTOMY,December 2020,4866,1857,2428,30,9,542
ALANZOKA,September 2022,11646,7511,2292,19,17,1807
ALANZOKA,August 2022,23630,15618,4210,29,37,3736
ALANZOKA,July 2022,18561,12781,2777,22,25,2956
ALANZOKA,June 2022,23399,15678,3855,32,31,3803
ALANZOKA,May 2022,21586,14635,3535,30,45,3341
ALANZOKA,April 2022,22628,15554,3277,29,41,3727
ALANZOKA,March 2022,24562,16969,3616,37,38,3902
ALANZOKA,February 2022,25242,17242,3875,34,38,4053
ALANZOKA,January 2022,28628,19387,4700,48,46,4447
ALANZOKA,December 2021,19652,13167,3418,27,36,3004
ALANZOKA,November 2021,22568,15649,3633,36,26,3224
ALANZOKA,October 2021,20684,15125,3157,35,37,2330
ALANZOKA,September 2021,22090,15624,3957,48,40,2421
ALANZOKA,August 2021,21368,15929,2640,44,34,2721
ALANZOKA,July 2021,18719,14671,1813,35,20,2180
ALANZOKA,June 2021,19755,16466,908,10,10,2361
ALANZOKA,May 2021,20158,16767,938,5,7,2441
ALANZOKA,April 2021,17406,14508,787,9,10,2092
ALANZOKA,March 2021,18480,15469,890,8,9,2104
ALANZOKA,February 2021,16960,14042,768,8,8,2134
ALANZOKA,January 2021,21237,17573,982,11,13,2658
ALANZOKA,December 2020,17415,14527,789,9,5,2085
ALANZOKA,November 2020,22733,18651,1151,12,11,2908
ALANZOKA,October 2020,23004,15838,4453,9,5,2699
ALANZOKA,September 2020,24550,20373,1169,13,5,2990
ALANZOKA,August 2020,19783,16573,987,16,6,2201
ALANZOKA,July 2020,19201,15959,1010,15,5,2212
ALANZOKA,June 2020,16722,14844,1029,16,3,830
ALANZOKA,May 2020,14468,12812,820,28,2,806
ALANZOKA,April 2020,13334,11619,907,34,24,750
ALANZOKA,March 2020,13688,11998,873,40,24,753
ALANZOKA,February 2020,9414,8092,731,30,24,537
ALANZOKA,January 2020,12728,10890,1066,50,36,686
ALANZOKA,December 2019,11726,9924,1090,46,48,618
ALANZOKA,November 2019,11065,9332,1045,52,36,600
ALANZOKA,October 2019,12091,9839,1424,62,42,724
ALANZOKA,September 2019,8807,6895,1373,42,36,461
ALANZOKA,August 2019,5867,4693,902,54,72,146
ALANZOKA,July 2019,3300,2551,576,26,30,117
ALANZOKA,June 2019,5408,4416,741,40,48,163
ALANZOKA,May 2019,6191,5005,956,32,30,168
ALANZOKA,April 2019,7261,5866,1069,34,42,250
ALANZOKA,March 2019,6505,5421,787,38,42,217
ALANZOKA,February 2019,7691,5997,1275,76,90,253
ALANZOKA,January 2019,4521,2791,973,42,60,655
ALANZOKA,December 2018,4127,2451,947,44,90,595
ALANZOKA,November 2018,4390,3020,654,38,36,642
ALANZOKA,October 2018,5045,3385,860,38,24,738
ALANZOKA,September 2018,4782,3170,823,30,60,699
ALANZOKA,August 2018,6038,3989,1071,46,48,884
ALANZOKA,July 2018,1231,833,203,4,12,179
ALANZOKA,June 2018,4416,3032,666,26,48,644
ALANZOKA,May 2018,6447,4448,995,36,18,950
ALANZOKA,April 2018,3516,2225,710,36,36,509
ALANZOKA,March 2018,3568,2424,596,12,18,518
YOURRAGEGAMING,September 2022,13068,2124,9480,2,2,1460
YOURRAGEGAMING,August 2022,22216,3856,12995,12,1,5352
YOURRAGEGAMING,July 2022,14254,3344,8860,11,0,2039
YOURRAGEGAMING,June 2022,12071,2941,7379,18,1,1732
YOURRAGEGAMING,May 2022,12471,2873,8047,11,1,1539
YOURRAGEGAMING,April 2022,10595,2539,6536,10,0,1510
YOURRAGEGAMING,March 2022,10609,2518,6705,9,0,1377
YOURRAGEGAMING,February 2022,11030,2468,7197,12,3,1350
YOURRAGEGAMING,January 2022,12423,2374,8815,13,3,1218
YOURRAGEGAMING,December 2021,11415,2380,7845,10,7,1173
YOURRAGEGAMING,November 2021,7796,1659,5227,6,4,900
YOURRAGEGAMING,April 2020,1828,0,1826,1,1,0
YOURRAGEGAMING,March 2020,885,0,884,1,0,0
KAMET0,September 2022,11393,5373,4283,13,3,1721
KAMET0,August 2022,19267,9081,6981,22,4,3179
KAMET0,July 2022,19926,9684,6957,20,6,3259
KAMET0,June 2022,25718,11989,9872,23,9,3825
KAMET0,May 2022,22714,10653,8493,23,9,3536
KAMET0,April 2022,33137,17066,11270,24,11,4766
KAMET0,March 2022,20297,9683,7372,26,13,3203
KAMET0,February 2022,18117,8306,6989,24,12,2786
KAMET0,January 2022,24728,11374,9490,31,16,3817
KAMET0,December 2021,19140,9054,7068,27,18,2973
KAMET0,November 2021,17125,7692,7059,34,20,2320
KAMET0,October 2021,14195,6999,5525,29,16,1626
KAMET0,September 2021,15176,5761,8013,32,18,1352
KAMET0,August 2021,13849,6418,5798,39,25,1569
KAMET0,July 2021,13518,6755,5246,29,18,1470
KAMET0,June 2021,14325,7067,5550,26,11,1671
KAMET0,May 2021,14994,7327,5916,18,10,1723
KAMET0,April 2021,18856,9237,7555,23,14,2027
KAMET0,March 2021,21028,10450,8338,31,12,2197
KAMET0,February 2021,13383,6939,4961,25,11,1447
KAMET0,January 2021,16869,7826,7271,32,11,1729
KAMET0,December 2020,12281,4770,6447,19,12,1033
TSM_IMPERIALHAL,September 2022,8431,2920,4282,23,19,1187
TSM_IMPERIALHAL,August 2022,10765,4057,5112,30,26,1540
TSM_IMPERIALHAL,July 2022,15292,5535,7412,30,22,2293
TSM_IMPERIALHAL,June 2022,17208,6184,8558,46,63,2357
TSM_IMPERIALHAL,May 2022,15023,5482,7370,60,29,2082
TSM_IMPERIALHAL,April 2022,12321,4341,6323,37,30,1590
TSM_IMPERIALHAL,March 2022,16836,6102,8379,47,75,2233
TSM_IMPERIALHAL,February 2022,13989,4638,7547,38,27,1739
TSM_IMPERIALHAL,January 2022,14436,4433,8107,53,43,1800
TSM_IMPERIALHAL,December 2021,10188,3588,5187,39,15,1359
TSM_IMPERIALHAL,November 2021,11161,4148,5396,43,16,1558
TSM_IMPERIALHAL,October 2021,14042,4417,8281,53,21,1270
TSM_IMPERIALHAL,September 2021,13593,3994,8378,56,38,1127
TSM_IMPERIALHAL,August 2021,9570,2853,5862,49,27,779
TSM_IMPERIALHAL,July 2021,12975,3635,8362,45,29,904
TSM_IMPERIALHAL,June 2021,12000,4342,6380,54,42,1182
TSM_IMPERIALHAL,May 2021,9511,3255,5378,68,42,768
TSM_IMPERIALHAL,April 2021,11419,2887,7688,40,39,765
TSM_IMPERIALHAL,March 2021,5080,1757,2790,24,15,494
ELXOKAS,September 2022,7399,3647,2736,12,20,984
ELXOKAS,August 2022,10857,5119,3137,14,29,2558
ELXOKAS,July 2022,12959,6108,4581,16,37,2217
ELXOKAS,June 2022,12824,5762,4035,15,31,2981
ELXOKAS,May 2022,13927,7346,3545,13,36,2987
ELXOKAS,April 2022,17490,4108,9604,18,44,3716
ELXOKAS,March 2022,31898,0,31805,39,54,0
ELXOKAS,February 2022,42729,0,36067,37,49,6576
ELXOKAS,January 2022,47827,0,47751,35,41,0
ELXOKAS,December 2021,11386,0,11327,27,32,0
ELXOKAS,November 2021,16362,0,16285,30,47,0
ELXOKAS,October 2021,14801,0,14729,28,44,0
ELXOKAS,September 2021,15120,0,15037,28,55,0
ELXOKAS,August 2021,11435,0,10094,27,29,1285
ELXOKAS,July 2021,10568,0,10504,33,31,0
ELXOKAS,June 2021,11868,0,11102,38,33,695
ELXOKAS,May 2021,8952,0,8889,29,34,0
ELXOKAS,April 2021,8966,0,7738,24,26,1178
ELXOKAS,March 2021,11811,0,11722,40,49,0
ELXOKAS,February 2021,14752,0,14619,95,38,0
ELXOKAS,January 2021,8820,0,8758,28,34,0
ELXOKAS,December 2020,3338,0,3286,21,31,0
ELXOKAS,November 2020,5451,0,5372,34,45,0
ELXOKAS,October 2020,5308,0,5243,30,35,0
ELXOKAS,September 2020,5081,0,5029,26,26,0
ELXOKAS,August 2020,3029,0,2998,17,14,0
ELXOKAS,July 2020,1968,0,1922,16,30,0
ELXOKAS,June 2020,2133,0,2112,8,13,0
ELXOKAS,May 2020,2070,0,2035,11,24,0
ELXOKAS,April 2020,1807,0,1785,8,14,0
ELXOKAS,March 2020,1416,0,1400,6,10,0
ELXOKAS,February 2020,1420,0,1404,5,11,0
ELXOKAS,January 2020,1304,0,1294,6,4,0
ELXOKAS,December 2019,793,0,781,9,3,0
ELXOKAS,November 2019,845,0,826,11,8,0
ELXOKAS,October 2019,1297,0,1269,15,13,0
ELXOKAS,September 2019,2745,0,2694,18,33,0
ELXOKAS,August 2019,2842,0,2794,22,26,0
ELXOKAS,July 2019,1234,0,1197,18,19,0
ELXOKAS,June 2019,1631,0,1592,17,22,0
ELXOKAS,May 2019,1536,0,1501,15,20,0
ELXOKAS,April 2019,769,0,736,14,19,0
ELXOKAS,March 2019,1014,0,976,18,20,0
ELXOKAS,February 2019,644,0,619,15,10,0
ELXOKAS,January 2019,644,0,622,12,10,0
ELXOKAS,December 2018,1332,0,1305,15,12,0
ELXOKAS,November 2018,768,0,749,7,12,0
ELXOKAS,October 2018,704,0,690,6,8,0
ELXOKAS,September 2018,644,0,631,5,8,0
ELXOKAS,August 2018,1003,0,998,2,3,0
ELXOKAS,July 2018,257,0,255,2,0,0
ELXOKAS,June 2018,107,0,107,0,0,0
ELXOKAS,May 2018,114,0,114,0,0,0
ELXOKAS,April 2018,120,0,120,0,0,0
ELXOKAS,March 2018,119,0,119,0,0,0
ELXOKAS,February 2018,138,0,137,1,0,0
ELXOKAS,January 2018,52,0,52,0,0,0
AUSTINSHOW,September 2022,989,231,629,0,0,129
AUSTINSHOW,August 2022,294,79,181,0,0,34
AUSTINSHOW,July 2022,1960,605,1146,0,0,209
AUSTINSHOW,June 2022,327,52,241,0,0,34
AUSTINSHOW,May 2022,951,80,827,0,0,44
AUSTINSHOW,April 2022,541,131,344,0,0,66
AUSTINSHOW,March 2022,310,40,253,0,0,17
AUSTINSHOW,February 2022,378,65,277,1,0,35
AUSTINSHOW,January 2022,351,21,322,0,0,8
AUSTINSHOW,December 2021,440,104,296,0,0,40
AUSTINSHOW,November 2021,707,62,620,0,0,25
AUSTINSHOW,October 2021,346,17,320,0,0,9
AUSTINSHOW,September 2021,183,21,158,0,0,4
AUSTINSHOW,August 2021,476,72,389,0,0,15
AUSTINSHOW,July 2021,10,5,5,0,0,0
AUSTINSHOW,June 2021,207,58,130,0,0,19
AUSTINSHOW,May 2021,290,21,259,0,0,10
AUSTINSHOW,April 2021,237,64,158,0,0,15
AUSTINSHOW,March 2021,1859,337,1408,0,0,114
AUSTINSHOW,February 2021,625,160,424,0,0,41
AUSTINSHOW,January 2021,766,207,502,0,2,55
AUSTINSHOW,December 2020,633,109,487,0,0,37
AUSTINSHOW,November 2020,2145,491,1503,2,0,149
AUSTINSHOW,October 2020,1195,568,500,0,0,127
AUSTINSHOW,September 2020,2064,762,1084,102,0,116
AUSTINSHOW,August 2020,1508,324,1119,3,3,59
AUSTINSHOW,July 2020,2279,383,1826,3,2,65
AUSTINSHOW,May 2020,1987,780,1146,7,1,53
AUSTINSHOW,April 2020,2467,1104,1286,6,6,65
AUSTINSHOW,March 2020,1596,594,970,2,12,18
AUSTINSHOW,February 2020,1229,602,596,4,6,21
AUSTINSHOW,January 2020,1305,575,702,0,18,10
AUSTINSHOW,December 2019,1059,400,639,0,12,8
AUSTINSHOW,November 2019,1190,428,754,4,0,4
AUSTINSHOW,October 2019,1376,232,1135,2,0,7
AUSTINSHOW,September 2019,2378,503,1832,2,24,17
AUSTINSHOW,August 2019,1212,467,735,0,6,4
AUSTINSHOW,July 2019,1823,868,928,4,12,11
AUSTINSHOW,June 2019,2088,1138,906,4,24,16
AUSTINSHOW,May 2019,1938,1054,854,4,12,14
AUSTINSHOW,April 2019,1837,667,1133,6,12,19
AUSTINSHOW,March 2019,1752,949,739,10,6,48
AUSTINSHOW,February 2019,1891,916,891,4,30,50
AUSTINSHOW,January 2019,2119,723,1143,6,18,229
AUSTINSHOW,December 2018,1332,439,717,2,30,144
AUSTINSHOW,November 2018,1241,378,728,2,6,127
AUSTINSHOW,October 2018,1322,352,822,0,12,136
BIYIN_,September 2022,1713,383,1100,3,14,213
BIYIN_,August 2022,3349,787,2169,4,23,366
BIYIN_,July 2022,1210,269,800,4,15,122
BIYIN_,June 2022,2166,465,1436,7,18,240
BIYIN_,May 2022,1842,351,1307,8,9,167
BIYIN_,April 2022,1593,346,1033,5,4,205
BIYIN_,March 2022,2174,540,1343,12,8,271
BIYIN_,February 2022,2242,500,1490,10,4,238
BIYIN_,January 2022,3474,769,2233,13,7,452
BIYIN_,December 2021,3019,445,2272,26,9,267
BIYIN_,November 2021,2479,416,1750,10,5,298
BIYIN_,October 2021,8583,1843,5964,16,6,754
BIYIN_,September 2021,7351,844,6187,10,18,292
BIYIN_,August 2021,2547,557,1824,2,10,154
NOWAY4U_SIR,September 2022,11254,6951,2566,36,29,1672
NOWAY4U_SIR,August 2022,17815,10665,4484,57,36,2573
NOWAY4U_SIR,July 2022,15872,9905,3467,55,41,2404
NOWAY4U_SIR,June 2022,15695,9790,3471,49,44,2341
NOWAY4U_SIR,May 2022,19805,12047,4861,54,36,2807
NOWAY4U_SIR,April 2022,16025,9779,3721,55,50,2420
NOWAY4U_SIR,March 2022,19432,11500,4959,57,46,2870
NOWAY4U_SIR,February 2022,16250,9653,4130,65,36,2366
NOWAY4U_SIR,January 2022,20446,11692,5647,90,43,2974
NOWAY4U_SIR,December 2021,14663,8424,4099,55,42,2043
NOWAY4U_SIR,November 2021,16142,9507,4379,66,38,2152
NOWAY4U_SIR,October 2021,11942,7499,2927,60,42,1414
NOWAY4U_SIR,September 2021,12657,7121,4188,49,33,1266
NOWAY4U_SIR,August 2021,14912,9116,4019,69,34,1674
NOWAY4U_SIR,July 2021,11574,7755,2423,59,33,1304
NOWAY4U_SIR,June 2021,11211,7549,2317,66,25,1254
NOWAY4U_SIR,May 2021,13151,8722,2825,70,32,1502
NOWAY4U_SIR,April 2021,12694,8310,2869,77,30,1408
NOWAY4U_SIR,March 2021,12553,8187,2835,85,39,1407
NOWAY4U_SIR,February 2021,11336,7353,2590,78,28,1287
NOWAY4U_SIR,January 2021,12639,8508,2649,76,38,1368
NOWAY4U_SIR,December 2020,13372,8594,3188,77,31,1482
NOWAY4U_SIR,November 2020,13271,8900,2733,66,32,1540
NOWAY4U_SIR,October 2020,12705,7624,3600,64,35,1382
NOWAY4U_SIR,September 2020,12823,8441,2801,81,40,1460
NOWAY4U_SIR,August 2020,12916,8752,2665,73,42,1384
NOWAY4U_SIR,July 2020,12770,8755,2624,77,39,1275
NOWAY4U_SIR,June 2020,11910,8340,2839,77,33,621
NOWAY4U_SIR,May 2020,13187,9094,3292,82,78,641
NOWAY4U_SIR,April 2020,14674,10187,3348,140,228,771
NOWAY4U_SIR,March 2020,13770,10065,2652,152,168,733
NOWAY4U_SIR,February 2020,13022,9554,2542,126,162,638
NOWAY4U_SIR,January 2020,13916,10292,2579,152,198,695
NOWAY4U_SIR,December 2019,12126,8818,2425,128,162,593
NOWAY4U_SIR,November 2019,13064,9647,2416,152,114,735
NOWAY4U_SIR,October 2019,13500,9634,2857,154,156,699
NOWAY4U_SIR,September 2019,9063,6417,2012,122,102,410
NOWAY4U_SIR,August 2019,8259,6213,1605,76,120,245
NOWAY4U_SIR,July 2019,9672,7395,1727,94,180,276
NOWAY4U_SIR,June 2019,11536,9414,1455,114,204,349
NOWAY4U_SIR,May 2019,13471,10660,2146,126,150,389
NOWAY4U_SIR,April 2019,12245,9809,1844,110,126,356
NOWAY4U_SIR,March 2019,11540,8592,2314,144,132,358
NOWAY4U_SIR,February 2019,12600,9356,2560,152,162,370
NOWAY4U_SIR,January 2019,7398,5269,1725,118,108,178
NOWAY4U_SIR,December 2018,6659,4604,1642,82,138,193
NOWAY4U_SIR,November 2018,8844,6234,2086,122,138,264
MOONMOON,September 2022,10788,4730,4128,50,99,1781
MOONMOON,August 2022,18742,8361,7057,93,172,3059
MOONMOON,July 2022,17852,8075,6658,104,184,2831
MOONMOON,June 2022,18380,8349,6861,101,187,2882
MOONMOON,May 2022,18617,8428,6983,117,205,2884
MOONMOON,April 2022,20274,8762,8007,123,198,3184
MOONMOON,March 2022,19988,8567,8148,122,225,2926
MOONMOON,February 2022,18924,7879,7750,121,205,2969
MOONMOON,January 2022,18263,7845,7203,124,237,2854
MOONMOON,December 2021,19164,8147,7644,113,230,3030
MOONMOON,November 2021,18936,8217,7480,130,256,2853
MOONMOON,October 2021,19585,8558,8392,140,244,2251
MOONMOON,September 2021,20463,8406,9535,142,259,2121
MOONMOON,August 2021,18990,8229,8033,149,250,2329
MOONMOON,July 2021,19083,8363,7979,151,275,2315
MOONMOON,June 2021,19858,8816,8405,143,272,2222
MOONMOON,May 2021,22326,9978,9553,155,276,2364
MOONMOON,April 2021,25449,10539,11912,178,281,2539
MOONMOON,March 2021,29973,11810,14732,189,334,2908
MOONMOON,February 2021,20345,9496,7949,139,249,2512
MOONMOON,January 2021,20929,9722,8476,155,273,2303
MOONMOON,December 2020,20687,9872,8138,157,277,2243
MOONMOON,November 2020,19793,9577,7378,144,258,2436
MOONMOON,October 2020,22387,9890,9607,174,289,2427
MOONMOON,September 2020,20652,10137,7828,162,285,2240
MOONMOON,August 2020,20375,10201,7583,149,297,2145
MOONMOON,July 2020,22084,10715,8507,150,308,2404
MOONMOON,June 2020,21767,9488,10834,132,319,994
MOONMOON,May 2020,21275,10099,9707,120,277,1072
MOONMOON,April 2020,19171,10305,7375,136,282,1073
MOONMOON,March 2020,23351,12047,9799,151,283,1071
MOONMOON,February 2020,21369,11150,8592,153,281,1193
MOONMOON,January 2020,21385,10925,9043,141,258,1018
MOONMOON,December 2019,21891,11443,8889,158,278,1123
MOONMOON,November 2019,21461,11035,8932,147,283,1064
MOONMOON,October 2019,21167,11013,8697,175,300,982
MOONMOON,September 2019,23340,12023,9714,169,319,1115
MOONMOON,August 2019,24859,14051,9667,206,341,594
MOONMOON,July 2019,26143,14437,10432,209,378,687
MOONMOON,June 2019,25601,14331,9843,208,418,801
MOONMOON,May 2019,26551,15131,10146,235,382,657
MOONMOON,April 2019,25841,14816,9783,212,345,685
MOONMOON,March 2019,25810,15203,9173,243,413,778
MOONMOON,February 2019,33524,18366,13211,350,604,993
MOONMOON,January 2019,20654,8262,9210,215,358,2609
MOONMOON,December 2018,22534,9190,9884,223,397,2840
MOONMOON,November 2018,21523,8820,9392,199,359,2753
MOONMOON,October 2018,20907,8916,8610,210,378,2793
MOONMOON,September 2018,20014,8094,9293,191,378,2058
MOONMOON,August 2018,21348,9010,8920,201,390,2827
MOONMOON,July 2018,17912,8836,5757,210,386,2723
MOONMOON,June 2018,18060,8816,5904,203,395,2742
MOONMOON,May 2018,17599,6703,7568,238,417,2673
MOONMOON,April 2018,17765,6974,7532,224,395,2640
MOONMOON,March 2018,20423,9424,7008,220,450,2941
MOONMOON,February 2018,17659,8208,6275,214,409,2553
MOONMOON,January 2018,17585,8260,6103,226,407,2589
MOONMOON,December 2017,17700,8279,6248,145,462,2566
MOONMOON,November 2017,16262,7638,5699,144,391,2390
MOONMOON,October 2017,15297,7372,5081,127,396,2321
MOONMOON,September 2017,14069,6481,4845,153,457,2133
MOONMOON,August 2017,14945,7700,4464,135,379,2267
MOONMOON,July 2017,14067,7082,4332,138,383,2132
MOONMOON,June 2017,14362,7242,4440,130,372,2178
MOONMOON,May 2017,7844,3970,2441,67,180,1186
MOONMOON,April 2017,4042,2339,1098,0,0,605
MOONMOON,March 2017,4688,2773,1214,0,0,701
MOONMOON,February 2017,3992,2284,1111,0,0,597
MOONMOON,January 2017,4373,2394,1324,0,0,655
MOONMOON,December 2016,5131,2940,1424,0,0,767
MOONMOON,November 2016,5423,3226,1382,0,0,815
MOONMOON,October 2016,6973,5029,893,0,0,1051
MOONMOON,September 2016,1755,63,1436,0,0,256
WESTCOL,September 2022,2513,537,1699,2,2,273
WESTCOL,August 2022,3129,871,1854,2,1,401
WESTCOL,July 2022,2427,838,1243,2,2,342
WESTCOL,June 2022,1821,521,1098,1,2,199
WESTCOL,May 2022,1272,447,637,2,0,186
WESTCOL,April 2022,1658,495,969,2,2,190
WESTCOL,March 2022,1567,572,749,4,1,241
WESTCOL,February 2022,1366,453,706,3,0,204
WESTCOL,January 2022,1854,592,1010,3,0,249
WESTCOL,December 2021,1708,514,977,2,1,214
WESTCOL,November 2021,1341,419,763,2,0,157
GRONKH,September 2022,5254,1737,2865,23,7,622
GRONKH,August 2022,11274,3895,5899,67,14,1399
GRONKH,July 2022,12573,4405,6548,85,22,1513
GRONKH,June 2022,9018,3218,4467,69,11,1253
GRONKH,May 2022,10085,3699,4880,69,16,1421
GRONKH,April 2022,13265,4370,7197,73,14,1611
GRONKH,March 2022,13204,4343,7174,69,18,1600
GRONKH,February 2022,11229,3923,5796,70,10,1430
GRONKH,January 2022,14987,4608,8585,85,17,1692
GRONKH,December 2021,16398,5541,8523,96,21,2217
GRONKH,November 2021,10898,3898,5638,71,8,1283
GRONKH,October 2021,15991,5574,8818,111,22,1466
GRONKH,September 2021,10725,3552,6252,69,13,839
GRONKH,August 2021,15326,5110,8714,123,16,1363
GRONKH,July 2021,8242,3122,4278,71,10,761
GRONKH,June 2021,10101,4534,4515,73,12,967
GRONKH,May 2021,8773,3716,4112,81,16,848
GRONKH,April 2021,12774,4830,6716,77,23,1128
GRONKH,March 2021,11001,4495,5288,105,21,1092
GRONKH,February 2021,12639,4758,6599,85,12,1185
GRONKH,January 2021,10821,4570,5162,97,17,975
GRONKH,December 2020,12227,4795,6171,75,9,1177
GRONKH,November 2020,15821,6824,7374,103,19,1501
GRONKH,October 2020,15898,6041,8281,122,25,1429
GRONKH,September 2020,10335,4342,4973,80,12,928
GRONKH,August 2020,9178,3947,4251,77,12,891
GRONKH,July 2020,12227,5123,6038,87,17,962
GRONKH,June 2020,11871,4841,6458,105,16,451
GRONKH,May 2020,10497,5219,4786,62,13,417
GRONKH,April 2020,10665,5407,4783,66,9,400
GRONKH,March 2020,9785,5334,3913,68,6,464
GRONKH,February 2020,8763,4520,3786,62,8,387
GRONKH,January 2020,11179,5871,4710,76,13,509
GRONKH,December 2019,13997,7541,5709,86,8,653
GRONKH,November 2019,11471,6280,4579,62,17,533
GRONKH,October 2019,9755,5249,3997,69,9,431
GRONKH,September 2019,7633,4211,2993,46,5,378
GRONKH,August 2019,8431,5002,3187,51,9,182
GRONKH,July 2019,9266,5159,3834,75,10,188
GRONKH,June 2019,5097,3236,1716,29,7,109
GRONKH,May 2019,7665,4332,3091,53,4,185
GRONKH,April 2019,8547,4861,3372,70,10,234
GRONKH,March 2019,7678,4140,3251,63,9,215
GRONKH,February 2019,10550,5173,4965,104,8,300
GRONKH,January 2019,8992,3759,4073,54,11,1095
GRONKH,December 2018,8078,3104,4021,39,9,905
GRONKH,November 2018,7566,3598,2871,36,7,1054
GRONKH,October 2018,8719,4205,3256,47,10,1201
GRONKH,September 2018,6833,3084,2780,40,9,920
GRONKH,August 2018,8094,3465,3531,55,6,1037
GRONKH,July 2018,2752,1192,1138,16,1,405
GRONKH,June 2018,7615,3930,2487,37,12,1149
GRONKH,May 2018,6793,2994,2719,50,6,1024
GRONKH,April 2018,6345,2687,2668,35,9,946
GRONKH,March 2018,8151,4035,2758,43,9,1224
GRONKH,February 2018,6916,3449,2381,40,9,1037
GRONKH,January 2018,8373,4010,3056,40,10,1257
GRONKH,December 2017,3839,2296,964,7,1,571
GRONKH,November 2017,7671,3628,2858,30,6,1149
GRONKH,October 2017,6443,3241,2208,20,5,969
GRONKH,September 2017,10283,5039,3626,53,9,1556
GRONKH,August 2017,5502,2758,1900,14,3,827
GRONKH,July 2017,7046,3681,2292,10,2,1061
GRONKH,June 2017,8609,4397,2893,18,1,1300
GRONKH,May 2017,4128,2196,1315,1,0,616
GRONKH,April 2017,4326,2919,761,0,0,646
GRONKH,March 2017,1501,965,321,0,0,215
GRONKH,February 2017,3020,2102,469,0,0,449
GRONKH,January 2017,6365,4018,1391,0,0,956
GRONKH,December 2016,2115,1402,402,0,0,311
GRONKH,November 2016,4928,3434,757,0,0,737
GRONKH,October 2016,8094,6379,495,0,0,1220
GRONKH,September 2016,2071,933,827,0,0,311
GABEPEIXE,September 2022,6493,1604,4060,2,3,824
GABEPEIXE,August 2022,11923,3333,6901,5,1,1683
GABEPEIXE,July 2022,13466,3808,7796,4,5,1853
GABEPEIXE,June 2022,13284,3556,7928,8,3,1789
GABEPEIXE,May 2022,12337,3441,7323,5,3,1565
GABEPEIXE,April 2022,12186,3483,7063,1,5,1634
GABEPEIXE,March 2022,10285,2898,6017,6,4,1360
GABEPEIXE,February 2022,9773,2529,6082,6,6,1150
GABEPEIXE,January 2022,12021,2727,7822,5,6,1461
GABEPEIXE,December 2021,9644,2130,6186,7,10,1311
GABEPEIXE,November 2021,7721,1692,5122,0,3,904
K4SEN,September 2022,3744,1773,1492,0,1,478
K4SEN,August 2022,4985,2880,1352,0,2,751
K4SEN,July 2022,5962,3262,1893,1,3,803
K4SEN,June 2022,4359,2170,1645,0,2,542
K4SEN,May 2022,4138,1993,1630,0,1,514
K4SEN,April 2022,5139,2420,2078,1,0,640
K4SEN,March 2022,4804,2836,1216,2,0,750
K4SEN,February 2022,2213,1308,594,1,1,309
K4SEN,January 2022,2059,1182,599,1,0,277
K4SEN,December 2021,2341,1401,613,1,3,323
K4SEN,November 2021,2157,1376,466,0,1,314
TOMMYINNIT,September 2022,863,256,413,2,0,192
TOMMYINNIT,August 2022,5783,1647,2812,8,1,1315
TOMMYINNIT,July 2022,8894,2489,4365,17,9,2014
TOMMYINNIT,June 2022,3171,876,1502,10,3,780
TOMMYINNIT,May 2022,3588,1054,1617,10,4,903
TOMMYINNIT,April 2022,8551,2463,4123,28,4,1933
TOMMYINNIT,March 2022,8297,2335,3823,28,9,2102
